"word_combo","da_cue","da_target","type","cue_type","target_type","da_cosine","M_Z","SD_Z","SE_Z","sampleN","target_correct","target_answeredN","target_timeoutN","target_prop_correct","cue_correct","cue_answeredN","cue_timeoutN","cue_prop_correct","done_both","done_totalN","done"
"forladeopgive","forlade","opgive","related","word","word",0.50853873839192,-0.505118586079942,0.636832952086236,0.0690742319250368,85,94,99,1,0.94949494949495,90,99,1,0.909090909090909,TRUE,TRUE,TRUE
"forloveldeliggeorand","forloveldelig","georand","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"forloveldeligzone","forloveldelig","zone","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"forloveldelseadresage","forloveldelse","adresage","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"forloveldelsehallucination","forloveldelse","hallucination","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"forlovelseanade","forlovelse","anade","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"forlovelsebryllup","forlovelse","bryllup","related","word","word",0.487623726402438,-0.484631945529438,0.670986003414431,0.0921670158306832,53,55,55,0,1,53,54,1,0.981481481481482,FALSE,TRUE,TRUE
"forlovelsestjerne","forlovelse","stjerne","unrelated","word","word",0.124504666456474,-0.465604898754887,0.695070540949781,0.0665756834204585,109,119,122,1,0.975409836065574,115,122,1,0.942622950819672,TRUE,TRUE,TRUE
"formålhensigt","formål","hensigt","related","word","word",0.399092827694272,-0.421740201036098,0.822204910650706,0.115131716137421,51,52,54,0,0.962962962962963,52,54,0,0.962962962962963,FALSE,TRUE,TRUE
"formålutroment","formål","utroment","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"formålvinter","formål","vinter","unrelated","word","word",0.108933064402068,-0.742904093972534,0.545888967640614,0.0634583035045225,74,81,84,0,0.964285714285714,82,84,0,0.976190476190476,TRUE,TRUE,TRUE
"formularærm","formular","ærm","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"formularmodig","formular","modig","unrelated","word","word",0.0813390606180691,-0.438772495182311,0.456235963664241,0.0680116419022245,45,52,52,0,1,52,52,0,1,TRUE,TRUE,FALSE
"formularunderskrive","formular","underskrive","related","word","word",0.34432098552875,-0.34874988753792,0.645450338575974,0.0806812923219968,64,66,68,0,0.970588235294118,65,68,0,0.955882352941177,TRUE,TRUE,TRUE
"formutryklivsfarlig","formutryk","livsfarlig","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"formutrykviling","formutryk","viling","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"fornøjelseavby","fornøjelse","avby","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"fornøjelseglæde","fornøjelse","glæde","related","word","word",0.478770136115228,-0.701798820765158,0.345341871389887,0.0509178810599178,46,52,53,0,0.981132075471698,51,53,0,0.962264150943396,TRUE,TRUE,FALSE
"fornøjelselokal","fornøjelse","lokal","unrelated","word","word",0.146809108856431,-0.529960569408704,0.483529570971007,0.0670534869745796,52,54,55,0,0.981818181818182,54,55,0,0.981818181818182,TRUE,TRUE,TRUE
"forpligprimær","forplig","primær","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"forpligsullig","forplig","sullig","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"forsamkepræsident","forsamke","præsident","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"forsamkesasis","forsamke","sasis","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"forskelterfisk","forskelter","fisk","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"forskelterskræmsistere","forskelter","skræmsistere","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"forskmelighedkød","forskmelighed","kød","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"forskmelighedsmik","forskmelighed","smik","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"forskningmorder","forskning","morder","unrelated","word","word",0.120687287893482,-0.453217984660431,0.522864309237125,0.0567125969899225,85,95,96,0,0.989583333333333,89,94,2,0.946808510638298,TRUE,TRUE,TRUE
"forskningsprængnemmelighed","forskning","sprængnemmelighed","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"forskningundersøgelse","forskning","undersøgelse","related","word","word",0.510954795555055,-0.422784603599849,0.61725065457836,0.0855972648036919,52,53,54,0,0.981481481481482,51,54,0,0.944444444444444,TRUE,TRUE,TRUE
"førstfornærme","først","fornærme","unrelated","word","word",0.14266934060761,-0.0652824573082213,0.739784952576148,0.112816147621436,43,53,56,0,0.946428571428571,52,56,0,0.928571428571429,FALSE,TRUE,FALSE
"førstsidst","først","sidst","related","word","word",0.29587578141079,-0.628441854276081,0.702807263361143,0.10040103762302,49,50,53,0,0.943396226415094,50,53,0,0.943396226415094,FALSE,TRUE,FALSE
"førstskufsibel","først","skufsibel","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"fortjelemmåltidfomad","fortjelemmåltid","fomad","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"fortjelemmåltidkæmper","fortjelemmåltid","kæmper","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"fortjenemukvem","fortjene","mukvem","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"fortjenespecialist","fortjene","specialist","unrelated","word","word",0.0317138716699631,-0.34307253113086,0.615256249934076,0.0907145850268064,46,52,52,1,1,49,52,1,0.942307692307692,FALSE,TRUE,FALSE
"fortjeneværdig","fortjene","værdig","related","word","word",0.401331877716277,-0.375187457888305,0.910453358088691,0.126257164096429,52,53,55,0,0.963636363636364,50,55,0,0.909090909090909,FALSE,TRUE,TRUE
"fortjerebrændtagelse","fortjere","brændtagelse","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"fortjereomvendt","fortjere","omvendt","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"fortkanormal","fortka","normal","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"fortkasepte","fortka","septe","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"fortnageforskerve","fortnage","forskerve","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"fortnagekorrekt","fortnage","korrekt","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"fortsættemayonnaise","fortsætte","mayonnaise","unrelated","word","word",0.0606176744679178,-0.141909991079201,0.631016309949639,0.084323101332068,56,66,69,1,0.956521739130435,70,70,0,1,TRUE,TRUE,TRUE
"fortsætteorp","fortsætte","orp","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"fortsættevedblive","fortsætte","vedblive","related","word","word",0.349180922347981,0.167657457743756,1.01042403185677,0.147385492816055,47,50,61,0,0.819672131147541,59,60,1,0.983333333333333,FALSE,TRUE,FALSE
"forureningflygfelse","forurening","flygfelse","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"forureninginvestor","forurening","investor","unrelated","word","word",0.0994512331327195,-0.0181962374401196,0.845946217216049,0.114067364659672,55,62,64,0,0.96875,54,64,0,0.84375,FALSE,TRUE,TRUE
"forureningstråling","forurening","stråling","related","word","word",0.420666185528659,-0.00282192839405195,1.01136848391634,0.126421060489542,64,69,70,0,0.985714285714286,66,70,0,0.942857142857143,FALSE,TRUE,TRUE
"fragmenthimme","fragment","himme","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"fragmentstykke","fragment","stykke","related","word","word",0.426425096538222,-0.530402841315833,0.642651104600058,0.0927586970589634,48,50,51,0,0.980392156862745,50,51,0,0.980392156862745,FALSE,TRUE,FALSE
"fragmentvred","fragment","vred","unrelated","word","word",0.129417114137144,-0.497252207090234,0.818669848550971,0.113529081408726,52,54,57,0,0.947368421052632,48,57,0,0.842105263157895,FALSE,TRUE,TRUE
"fragningbrete","fragning","brete","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"fragningkreativitet","fragning","kreativitet","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"frapmosaksunere","frap","mosaksunere","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"frapung","frap","ung","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"frarkmodge","frark","modge","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"frarkreparere","frark","reparere","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"frastforbindelse","frast","forbindelse","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"frastkrimirisk","frast","krimirisk","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"fratrædelseafskedigelse","fratrædelse","afskedigelse","related","word","word",0.573270034266443,0.0997872088559084,0.906237832546423,0.0949995378322152,91,102,112,4,0.910714285714286,95,115,1,0.826086956521739,FALSE,TRUE,TRUE
"fratrædelsebebutte","fratrædelse","bebutte","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"fratrædelsehelbrede","fratrædelse","helbrede","unrelated","word","word",-0.0297631692797309,0.115669206906269,1.45695742872104,0.204014847071473,51,52,52,0,1,48,52,0,0.923076923076923,FALSE,TRUE,TRUE
"frefredskaorm","frefreds","kaorm","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"frefredssølvfarvet","frefreds","sølvfarvet","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"frekvensrolig","frekvens","rolig","unrelated","word","word",0.135377846486944,-0.697700973308018,0.73150768103195,0.105584039139519,48,52,52,2,1,52,52,2,1,FALSE,TRUE,FALSE
"frekvenssignal","frekvens","signal","related","word","word",0.483634510497094,-0.681490876238231,0.328952859955079,0.0435708706959588,57,61,63,0,0.968253968253968,58,63,0,0.920634920634921,TRUE,TRUE,TRUE
"frekvensslaglighed","frekvens","slaglighed","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"frembelkage","frembel","kage","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"frembelstilføre","frembel","stilføre","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"fremlecowboy","fremle","cowboy","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"fremlekomvert","fremle","komvert","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"fremlionstildrive","fremlion","stildrive","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"fremlionundersøgelse","fremlion","undersøgelse","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"fremragendeforedpadde","fremragende","foredpadde","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"fremragendemor","fremragende","mor","unrelated","word","word",0.129203674471445,-0.522076209496367,0.965521932148216,0.125700248874477,59,61,65,0,0.938461538461538,60,65,0,0.923076923076923,FALSE,TRUE,TRUE
"fremragendestorartet","fremragende","storartet","related","word","word",0.568369967505791,0.0522806200600631,0.977245802502452,0.135519609602098,52,55,55,0,1,54,55,0,0.981818181818182,FALSE,TRUE,TRUE
"fremskridtlykbal","fremskridt","lykbal","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"fremskridtøvre","fremskridt","øvre","unrelated","word","word",0.0884247425798868,-0.00353516250793199,0.850500289377567,0.120278904404,50,53,60,0,0.883333333333333,58,60,0,0.966666666666667,FALSE,TRUE,TRUE
"fremskridtudvikling","fremskridt","udvikling","related","word","word",0.475401734964428,-0.451766471480282,0.556835678343357,0.0764872628039943,53,55,55,0,1,54,55,0,0.981818181818182,TRUE,TRUE,TRUE
"fremstillehårdt","fremstille","hårdt","unrelated","word","word",0.0708486688805569,-0.759858427461138,0.330351585413593,0.0487076839722518,46,50,50,0,1,48,50,0,0.96,TRUE,TRUE,FALSE
"fremstilleperlighed","fremstille","perlighed","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"fremstilleproducere","fremstille","producere","related","word","word",0.46279841394419,-0.328708299818576,0.847705067107804,0.109438253580139,60,64,67,1,0.955223880597015,65,66,2,0.984848484848485,FALSE,TRUE,TRUE
"fremstremtatlanterhabilæum","fremstremt","atlanterhabilæum","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"fremstremtcigaret","fremstremt","cigaret","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"fremtidfortid","fremtid","fortid","related","word","word",0.501776334961234,-0.205807479799099,0.742921324342367,0.0921480492854688,65,72,75,0,0.96,68,74,1,0.918918918918919,FALSE,TRUE,TRUE
"fremtidlandstru","fremtid","landstru","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"fremtidtygge","fremtid","tygge","unrelated","word","word",0.0657465935052661,-0.408695057005278,0.597227580272261,0.0836285886287487,51,56,57,0,0.982456140350877,56,57,0,0.982456140350877,TRUE,TRUE,TRUE
"frepeskræmremoni","frepe","skræmremoni","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"frepesyg","frepe","syg","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"fretigoffiseksuel","fretig","offiseksuel","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"fretigprodukt","fretig","produkt","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"friheddemokrati","frihed","demokrati","related","word","word",0.443123652808769,-0.162262565943405,0.605611663220314,0.0781841295307084,60,65,65,1,1,66,66,0,1,TRUE,TRUE,TRUE
"friheddøv","frihed","døv","unrelated","word","word",0.0819204024352971,-0.239111007525839,0.763837280759142,0.113866138901736,45,48,53,2,0.905660377358491,52,54,1,0.962962962962963,FALSE,TRUE,FALSE
"frihedhopping","frihed","hopping","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"frimærkeforbudle","frimærke","forbudle","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"frimærkeklinik","frimærke","klinik","unrelated","word","word",0.0719681834610516,-0.374536068138102,0.661665175872678,0.0917564507229938,52,53,55,1,0.963636363636364,54,56,0,0.964285714285714,FALSE,TRUE,TRUE
"frimærkeunderskrift","frimærke","underskrift","related","word","word",0.29392135265668,-0.542512651650884,0.377123795732789,0.0538748279618269,49,54,54,0,1,50,54,0,0.925925925925926,TRUE,TRUE,FALSE
"frineårsag","frine","årsag","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"frinebeflikt","frine","beflikt","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"frireønger","frire","ønger","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"frireuhyggelig","frire","uhyggelig","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"frisketligprotokol","frisketlig","protokol","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"frisketligtatio","frisketlig","tatio","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"friskforfriske","frisk","forfriske","related","word","word",0.368421881126735,-0.015539681335394,0.936653585771604,0.124062798171549,57,63,67,1,0.940298507462687,64,66,2,0.96969696969697,FALSE,TRUE,TRUE
"friskkøbten","frisk","købten","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"friskredde","frisk","redde","unrelated","word","word",0.106672624138959,-0.494995585111167,0.763047132056878,0.0961349023830266,63,70,75,2,0.933333333333333,65,75,2,0.866666666666667,FALSE,TRUE,TRUE
"fritfri","frit","fri","related","word","word",0.383455630489788,-0.599854866723895,0.374913976793211,0.0530208430704191,50,52,53,0,0.981132075471698,41,52,1,0.788461538461538,TRUE,TRUE,TRUE
"fritidskefinge","fritidske","finge","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"fritidsketeenager","fritidske","teenager","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"fritmotel","frit","motel","unrelated","word","word",0.148507334686763,-0.172682094780073,0.723062961906943,0.0925787256376034,61,66,71,0,0.929577464788732,58,70,1,0.828571428571429,FALSE,TRUE,TRUE
"fritpibal","frit","pibal","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"frivilligfrivilligt","frivillig","frivilligt","related","word","word",0.837644109284595,-0.445211424611825,0.567485597710565,0.0819094906498576,48,51,52,0,0.980769230769231,51,52,0,0.980769230769231,TRUE,TRUE,FALSE
"frivilliginstrument","frivillig","instrument","unrelated","word","word",0.0791801875320508,-0.17698585227544,0.954257203293706,0.139192718845241,47,52,53,0,0.981132075471698,51,53,0,0.962264150943396,FALSE,TRUE,FALSE
"frivilligsmeltere","frivillig","smeltere","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"frøfirben","frø","firben","related","word","word",0.297727358597733,-0.136694838591803,0.760222743318075,0.106452476689344,51,53,56,0,0.946428571428571,52,56,0,0.928571428571429,FALSE,TRUE,TRUE
"frøparve","frø","parve","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"frorlistinske","fror","listinske","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"frorulykke","fror","ulykke","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"frøsoveværelse","frø","soveværelse","unrelated","word","word",0.0946788750384727,-0.275159372834441,0.697044832633037,0.0976057996810679,51,51,52,0,0.980769230769231,50,52,0,0.961538461538462,FALSE,TRUE,TRUE
"frothængaktivitet","frothæng","aktivitet","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"frothængflænseum","frothæng","flænseum","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"frunkommunikajestæt","frun","kommunikajestæt","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"frunlærer","frun","lærer","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"fryprynde","fryp","rynde","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"frypsmør","fryp","smør","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"fudinformant","fud","informant","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"fudkarak","fud","karak","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"fulderæst","fulder","æst","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"fulderbryst","fulder","bryst","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"funkminalfremligholdelse","funkminal","fremligholdelse","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"funkminalgodkendelse","funkminal","godkendelse","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"fymadbruge","fymad","bruge","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"fymadspiv","fymad","spiv","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"fyrbetydster","fyr","betydster","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"fyrbror","fyr","bror","related","word","word",0.286381129373553,-0.774909341975914,0.323254165943749,0.0461791665633927,49,52,52,0,1,51,52,0,0.980769230769231,TRUE,TRUE,FALSE
"fyrdemokrati","fyr","demokrati","unrelated","word","word",0.0313723323567386,-0.0941271664232324,0.723001122163811,0.101240407209589,51,54,55,0,0.981818181818182,53,55,0,0.963636363636364,FALSE,TRUE,TRUE
"fysikgå","fysik","gå","unrelated","word","word",0.122094939888157,-0.696776235463,0.485674204949314,0.0543000268592415,80,87,91,0,0.956043956043956,83,91,0,0.912087912087912,TRUE,TRUE,TRUE
"fysikmarkebelt","fysik","markebelt","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"fysikmatematik","fysik","matematik","related","word","word",0.562412678995048,-0.486449629828041,0.483042139624976,0.0634265402750836,58,63,63,1,1,63,64,0,0.984375,TRUE,TRUE,TRUE
"gaærdefstrativ","gaærd","efstrativ","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gaærdleje","gaærd","leje","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gædfrile","gæd","frile","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gædfrokost","gæd","frokost","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gæstfrihedkontor","gæstfrihed","kontor","unrelated","word","word",0.139605944875704,-0.70478792570418,0.314861295092522,0.0474671262194211,44,49,51,1,0.96078431372549,51,51,1,1,TRUE,TRUE,FALSE
"gæstfrihedosart","gæstfrihed","osart","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gæstfrihedtaknemmelighed","gæstfrihed","taknemmelighed","related","word","word",0.49220560746787,0.00107077568379116,0.820388607578477,0.119665977269404,47,52,52,1,1,50,52,1,0.961538461538462,FALSE,TRUE,FALSE
"gaftegret","gafte","gret","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gaftesidst","gafte","sidst","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gakløgtialibi","gakløgti","alibi","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gakløgtiek","gakløgti","ek","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"galkeceremoni","galke","ceremoni","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"galkesojn","galke","sojn","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"galleriflændent","galleri","flændent","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gallerimedicin","galleri","medicin","unrelated","word","word",0.0952469602682368,-0.523583877447124,0.525414203646766,0.0563303153711516,87,99,102,0,0.970588235294118,90,102,0,0.88235294117647,TRUE,TRUE,TRUE
"galleriudstilling","galleri","udstilling","related","word","word",0.414335790110459,-0.413543019251386,0.502952545275778,0.0725949468511445,48,50,52,0,0.961538461538462,52,52,0,1,TRUE,TRUE,FALSE
"galmaltbryllup","galmalt","bryllup","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"galmaltstærek","galmalt","stærek","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"galmibarn","galmi","barn","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"galminyøjte","galmi","nyøjte","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"galskabdumhed","galskab","dumhed","related","word","word",0.42603572994269,-0.582641195890813,0.42836985259208,0.062484164906298,47,53,53,0,1,50,53,0,0.943396226415094,TRUE,TRUE,FALSE
