"word_combo","da_cue","da_target","type","cue_type","target_type","da_cosine","M_Z","SD_Z","SE_Z","sampleN","target_correct","target_answeredN","target_timeoutN","target_prop_correct","cue_correct","cue_answeredN","cue_timeoutN","cue_prop_correct","done_both","done_totalN","done"
"abegorilla","abe","gorilla","related","word","word",0.440923447789986,-0.349201321245159,0.430543684778128,0.0621436280761364,48,50,51,0,0.980392156862745,48,51,0,0.941176470588235,TRUE,TRUE,FALSE
"åbenbaringbevidstvelse","åbenbaring","bevidstvelse","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"åbenbaringløn","åbenbaring","løn","unrelated","word","word",0.114913062059679,-0.571223233013048,0.63250477846359,0.0790630973079487,64,69,70,0,0.985714285714286,68,70,0,0.971428571428571,TRUE,TRUE,TRUE
"åbenbaringvision","åbenbaring","vision","related","word","word",0.33272759521138,-0.40469289643589,0.532118171707179,0.0776174125919429,47,50,51,0,0.980392156862745,50,51,0,0.980392156862745,TRUE,TRUE,FALSE
"abeperiode","abe","periode","unrelated","word","word",0.0726008955424102,-0.393382404412937,0.766599235596639,0.106308186602892,52,55,56,1,0.982142857142857,51,57,0,0.894736842105263,FALSE,TRUE,TRUE
"abeum","abe","um","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"åbnehold","åbne","hold","unrelated","word","word",0.109622114203943,-0.683968799529242,0.573412903937565,0.0827650236112896,48,51,52,0,0.980769230769231,49,52,0,0.942307692307692,TRUE,TRUE,FALSE
"åbnelelid","åbne","lelid","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"åbnelukke","åbne","lukke","related","word","word",0.590805095320462,-0.699878536323514,0.413958399495044,0.0558181392010125,55,60,61,1,0.983606557377049,59,61,1,0.967213114754098,TRUE,TRUE,TRUE
"åbningeksternt","åbning","eksternt","unrelated","word","word",0.106853834752505,0.325081794501917,1.21522397800244,0.170165393403011,51,57,61,0,0.934426229508197,55,60,1,0.916666666666667,FALSE,TRUE,TRUE
"åbninglukning","åbning","lukning","related","word","word",0.323830384858248,-0.388486952593616,0.689288550426687,0.0946810640099841,53,58,60,0,0.966666666666667,54,59,1,0.915254237288136,FALSE,TRUE,TRUE
"åbningrestausurd","åbning","restausurd","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"absofiskekstertryk","absofisk","ekstertryk","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"absofiskheroin","absofisk","heroin","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"absolutfuldstændig","absolut","fuldstændig","related","word","word",0.351238740219239,-0.243646016085156,0.68995125266903,0.101727762345043,46,50,53,2,0.943396226415094,54,54,1,1,FALSE,TRUE,FALSE
"absolutjomdroder","absolut","jomdroder","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"absolutrøve","absolut","røve","unrelated","word","word",0.0429014685592632,-0.557196420684413,0.779855204737428,0.110288180722692,50,55,60,0,0.916666666666667,60,60,0,1,FALSE,TRUE,TRUE
"åbtionlenav","åbtion","lenav","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"åbtionregering","åbtion","regering","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"administrajestætsprøjte","administrajestæt","sprøjte","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"administrajestættopyr","administrajestæt","topyr","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"administrationkommustyr","administration","kommustyr","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"administrationnogetsteds","administration","nogetsteds","unrelated","word","word",0.133789069219838,1.82026831770943,2.06043382070547,0.532001724903655,15,21,52,1,0.403846153846154,50,53,0,0.943396226415094,FALSE,TRUE,FALSE
"administrationregering","administration","regering","related","word","word",0.457134459851443,-0.367327651493679,0.758562000551323,0.0979299331733686,60,63,65,0,0.969230769230769,64,65,0,0.984615384615385,FALSE,TRUE,TRUE
"adslupmadgyde","adslupmad","gyde","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"adslupmadolja","adslupmad","olja","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"adukinforskrækre","aduk","inforskrækre","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"adukuniversitet","aduk","universitet","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"advarealarmere","advare","alarmere","related","word","word",0.351931685531655,-0.245543793367893,0.675222924758932,0.0678624573112652,99,110,120,1,0.916666666666667,110,120,1,0.916666666666667,TRUE,TRUE,TRUE
"advarejuno","advare","juno","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"advarevask","advare","vask","unrelated","word","word",0.11955379266691,-0.530782688313995,0.507534559163241,0.0717762256941705,50,52,52,1,1,50,52,1,0.961538461538462,TRUE,TRUE,TRUE
"advargangskræmhagelig","advargang","skræmhagelig","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"advargangtransmitter","advargang","transmitter","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"advarselbesked","advarsel","besked","related","word","word",0.411261594530483,-0.670277600111301,0.324283943963137,0.0449700918372608,52,55,55,0,1,53,55,0,0.963636363636364,TRUE,TRUE,TRUE
"advarselgamse","advarsel","gamse","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"advarselpublikum","advarsel","publikum","unrelated","word","word",0.124475410332684,-0.492310566896446,0.48383649458991,0.06911949922713,49,55,56,1,0.982142857142857,55,56,1,0.982142857142857,TRUE,TRUE,FALSE
"advogiskdonaskab","advogisk","donaskab","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"advogiskpakke","advogisk","pakke","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"advokatanklager","advokat","anklager","related","word","word",0.349244116185668,-0.225733805665812,0.758579207767006,0.110650149691414,47,50,52,0,0.961538461538462,50,52,0,0.961538461538462,FALSE,TRUE,FALSE
"advokatdans","advokat","dans","unrelated","word","word",0.124255704979018,-0.456549594904994,0.874663035656531,0.1052970557101,69,77,77,1,1,77,78,0,0.987179487179487,FALSE,TRUE,TRUE
"advokatjurde","advokat","jurde","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"æblebiologisk","æble","biologisk","unrelated","word","word",0.0906356360495092,-0.243825860621773,0.765478308891127,0.111656487018227,47,52,53,0,0.981132075471698,52,53,0,0.981132075471698,FALSE,TRUE,FALSE
"æblefrugt","æble","frugt","related","word","word",0.481201677500207,-0.650933345137951,0.514655224808986,0.0750701799911097,47,51,53,0,0.962264150943396,50,53,0,0.943396226415094,TRUE,TRUE,FALSE
"æbleken","æble","ken","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ædeldiviment","ædel","diviment","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ædelmodig","ædel","modig","related","word","word",0.429407577730534,-0.392686137788229,0.690254634630367,0.0939317581908686,54,56,59,3,0.949152542372881,48,60,2,0.8,FALSE,TRUE,TRUE
"ædelvenstre","ædel","venstre","unrelated","word","word",0.0459926722589982,-0.411950146779584,0.793471749312967,0.10418794497725,58,65,66,0,0.984848484848485,55,65,1,0.846153846153846,FALSE,TRUE,TRUE
"ædruberuset","ædru","beruset","related","word","word",0.426372959475148,-0.389942004889342,0.334508041378116,0.0459482132090694,53,57,57,0,1,56,57,0,0.982456140350877,TRUE,TRUE,TRUE
"ædrubred","ædru","bred","unrelated","word","word",0.110082879270727,-0.44169235219321,0.67193077913695,0.0906031277757902,55,60,66,1,0.909090909090909,59,67,0,0.880597014925373,FALSE,TRUE,TRUE
"ædruforskætte","ædru","forskætte","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ægeskuffelse","æge","skuffelse","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ægeundsvak","æge","undsvak","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ægtemandhustru","ægtemand","hustru","related","word","word",0.570113243546509,-0.397441386036998,0.933709144603179,0.136195476439049,47,50,52,0,0.961538461538462,51,52,0,0.980769230769231,FALSE,TRUE,FALSE
"ægtemandliberal","ægtemand","liberal","unrelated","word","word",0.147143592709086,-0.296618929264134,0.661698211943145,0.0900457212762613,54,55,56,0,0.982142857142857,55,56,0,0.982142857142857,FALSE,TRUE,TRUE
"ægtemandpublistre","ægtemand","publistre","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ækelbeskidt","ækel","beskidt","related","word","word",0.419555747609275,-0.413141784250521,0.722872282476701,0.101222366044799,51,59,59,0,1,32,59,0,0.542372881355932,FALSE,TRUE,TRUE
"ækelhomotioel","ækel","homotioel","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ækeltorden","ækel","torden","unrelated","word","word",0.120204862857536,-0.2249600780997,0.672902528902229,0.0933147912056299,52,54,57,0,0.947368421052632,36,57,0,0.631578947368421,FALSE,TRUE,TRUE
"ængbykie","ængby","kie","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ængbyskib","ængby","skib","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ængirkbrylsis","ængirk","brylsis","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ængirkfire","ængirk","fire","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ængpludsehammer","ængpludse","hammer","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ængpludseiværkfølgelig","ængpludse","iværkfølgelig","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ængstelsebekymring","ængstelse","bekymring","related","word","word",0.379148501331159,-0.293197920659251,0.726093927059131,0.10705670895779,46,51,53,0,0.962264150943396,36,53,0,0.679245283018868,FALSE,TRUE,FALSE
"ængstelsefølelsesmæskroskop","ængstelse","følelsesmæskroskop","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ængstelsetalent","ængstelse","talent","unrelated","word","word",0.0783123115301002,-0.248634584165167,1.1495119139845,0.167673545560077,47,51,52,0,0.980769230769231,39,52,0,0.75,FALSE,TRUE,FALSE
"ærdflypot","ærd","flypot","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ærdhelvede","ærd","helvede","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ærelendigfordat","ærelendig","fordat","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ærelendigtilstrækkelig","ærelendig","tilstrækkelig","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ærndaltid","ærnd","altid","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ærndudsprande","ærnd","udsprande","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ærværdigære","ærværdig","ære","related","word","word",0.499671332342807,-0.373816692466668,0.495265054667607,0.0619081318334508,64,68,71,0,0.957746478873239,40,71,0,0.563380281690141,TRUE,TRUE,TRUE
"ærværdiglige","ærværdig","lige","unrelated","word","word",0.128805571779895,-0.319220617272855,0.909481071005247,0.126122332137435,52,52,53,1,0.981132075471698,27,52,2,0.519230769230769,FALSE,TRUE,TRUE
"ærværdigsilve","ærværdig","silve","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"æselblav","æsel","blav","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"æselcigaret","æsel","cigaret","unrelated","word","word",0.115897820948271,-0.371065163565829,0.707787362417313,0.092937033782209,58,67,68,2,0.985294117647059,55,68,2,0.808823529411765,FALSE,TRUE,TRUE
"æselhest","æsel","hest","related","word","word",0.443070088591067,-0.675679736298107,0.454299062562807,0.0684881605968647,44,52,54,2,0.962962962962963,43,54,2,0.796296296296296,TRUE,TRUE,FALSE
"afbrydeansvarve","afbryde","ansvarve","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"afbrydeforstyrre","afbryde","forstyrre","related","word","word",0.57229926059186,-0.473173017388505,0.4487439411831,0.0518164870478553,75,83,86,1,0.965116279069767,80,86,1,0.930232558139535,TRUE,TRUE,TRUE
"afbrydeskramme","afbryde","skramme","unrelated","word","word",0.105019751418939,-0.0421335196137185,1.07917922512598,0.160874540485815,45,49,52,0,0.942307692307692,51,52,0,0.980769230769231,FALSE,TRUE,FALSE
"affaldeim","affald","eim","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"affaldnormal","affald","normal","unrelated","word","word",0.0832927456376737,-0.738233982625058,0.478650520838181,0.0663768844580617,52,56,56,0,1,55,56,0,0.982142857142857,TRUE,TRUE,TRUE
"affaldskrald","affald","skrald","related","word","word",0.67586342691346,-0.567994784776529,0.736304945486248,0.106276464620535,48,51,53,0,0.962264150943396,52,53,0,0.981132075471698,FALSE,TRUE,FALSE
"affjerdebæt","affjerde","bæt","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"affjerdesnakke","affjerde","snakke","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"affydcivilisation","affyd","civilisation","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"affydlørre","affyd","lørre","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"afrikaamerika","afrika","amerika","related","word","word",0.469334759363838,-0.336235926554402,0.613869109611214,0.0851283288894868,52,54,55,0,0.981818181818182,53,55,0,0.963636363636364,TRUE,TRUE,TRUE
"afrikabasemisk","afrika","basemisk","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"afrikailt","afrika","ilt","unrelated","word","word",0.0646018425214704,-0.215290491097082,0.999012649392169,0.150606823584213,44,47,50,0,0.94,47,49,1,0.959183673469388,FALSE,TRUE,FALSE
"afrirelsefremdighed","afrirelse","fremdighed","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"afrirelseparanormal","afrirelse","paranormal","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"afstandband","afstand","band","unrelated","word","word",0.069431640567332,-0.0935108592967879,1.28298086177494,0.197968244909126,42,49,51,0,0.96078431372549,50,51,0,0.980392156862745,FALSE,TRUE,FALSE
"afstandforskerve","afstand","forskerve","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"afstandhastighed","afstand","hastighed","related","word","word",0.338875670567575,-0.382895948835021,0.674845594788975,0.0909961614381304,55,57,57,0,1,54,57,0,0.947368421052632,FALSE,TRUE,TRUE
"afstedsforræsion","afsteds","forræsion","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"afstedssælge","afsteds","sælge","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aftensmadmorgenmad","aftensmad","morgenmad","related","word","word",0.663213707662351,-0.508288179374912,0.684644599299708,0.0968233677735141,50,54,54,0,1,52,54,0,0.962962962962963,FALSE,TRUE,TRUE
"aftensmadsvaste","aftensmad","svaste","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aftensmadudforske","aftensmad","udforske","unrelated","word","word",0.0749920918984689,-0.31321347449623,0.657766517488165,0.0842183726235113,61,65,67,1,0.970149253731343,66,67,1,0.985074626865672,TRUE,TRUE,TRUE
"agdetinmutation","agdet","inmutation","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"agdetkomedie","agdet","komedie","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"agelkrøk","agel","krøk","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ageltro","agel","tro","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"agentdetektiv","agent","detektiv","related","word","word",0.338073452980708,-0.472548203282807,0.473712135371234,0.0676731621958906,49,53,54,1,0.981481481481482,52,55,0,0.945454545454545,TRUE,TRUE,FALSE
"agentrimester","agent","rimester","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"agentvestlig","agent","vestlig","unrelated","word","word",0.144281105277252,-0.1142473157083,0.811607899421848,0.0880312365954097,85,92,102,2,0.901960784313726,90,103,1,0.87378640776699,TRUE,TRUE,TRUE
"aidshiv","aids","hiv","related","word","word",0.353722818961781,-0.415228551464406,0.606714806984406,0.0884984501624272,47,49,50,2,0.98,38,51,1,0.745098039215686,TRUE,TRUE,FALSE
"aidsmorgendent","aids","morgendent","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aidsrestaurant","aids","restaurant","unrelated","word","word",-0.00902751663689162,-0.292685612079695,0.938421444916303,0.0911475482380081,106,117,120,2,0.975,100,120,2,0.833333333333333,FALSE,TRUE,TRUE
"akfidommer","akfi","dommer","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"akfikultig","akfi","kultig","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"akigmyndighed","akig","myndighed","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"akigsendig","akig","sendig","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"akkerkardinal","akker","kardinal","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"akkerrovning","akker","rovning","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"akkugiskadministraleskop","akkugisk","administraleskop","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"akkugisksubjekt","akkugisk","subjekt","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"akkuratfinansiejestæt","akkurat","finansiejestæt","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"akkuratkristen","akkurat","kristen","unrelated","word","word",0.0444834919933959,0.117383244333195,0.85814975878074,0.119003959896577,52,54,56,0,0.964285714285714,52,55,1,0.945454545454545,FALSE,TRUE,TRUE
"akkuratnyligt","akkurat","nyligt","related","word","word",0.098726068431063,-0.143696073744956,0.801482140240031,0.112229947868226,51,55,59,0,0.932203389830508,50,59,0,0.847457627118644,FALSE,TRUE,TRUE
"aktivaktivitet","aktiv","aktivitet","related","word","word",0.439284764996358,-0.434875008410032,0.423832890180144,0.0611750083092308,48,51,51,0,1,50,51,0,0.980392156862745,TRUE,TRUE,FALSE
"aktivkøkge","aktiv","køkge","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aktivskibsdæk","aktiv","skibsdæk","unrelated","word","word",NA,0.681040094192701,0.891245453116706,0.0961054688145294,86,100,136,1,0.735294117647059,129,135,2,0.955555555555556,FALSE,TRUE,TRUE
"akuthuske","akut","huske","unrelated","word","word",0.0762596855618109,-0.698325052568109,0.552577874843209,0.0823734460674524,45,52,53,0,0.981132075471698,51,52,1,0.980769230769231,TRUE,TRUE,FALSE
"akutmedal","akut","medal","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"akutnødsituation","akut","nødsituation","related","word","word",0.376844915789462,-0.259328984386828,0.45912820008728,0.0642908074597845,51,54,56,0,0.964285714285714,49,56,0,0.875,TRUE,TRUE,TRUE
"alarligdynafund","alarlig","dynafund","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alarligforfriske","alarlig","forfriske","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alarstedfjerkelig","alarsted","fjerkelig","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alarstedurin","alarsted","urin","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"albummeter","album","meter","unrelated","word","word",0.0240154767331483,-0.790858846472304,0.497808677863028,0.0690336428233108,52,55,55,1,1,54,55,1,0.981818181818182,TRUE,TRUE,TRUE
"albumromanster","album","romanster","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"albumsang","album","sang","related","word","word",0.366461918993853,-0.644595218154976,0.641639967058769,0.0889794539083622,52,56,56,1,1,54,56,1,0.964285714285714,TRUE,TRUE,TRUE
"aldomhurligt","aldom","hurligt","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aldomvision","aldom","vision","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aldrigguitar","aldrig","guitar","unrelated","word","word",0.123663713219394,-0.435061415578069,0.907024230746399,0.13373342686114,46,52,52,0,1,51,52,0,0.980769230769231,FALSE,TRUE,FALSE
"aldriglegeding","aldrig","legeding","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aldrignogensinde","aldrig","nogensinde","related","word","word",0.568265988024288,-0.360832846736932,0.798033697384079,0.112859007807131,50,52,54,0,0.962962962962963,52,54,0,0.962962962962963,FALSE,TRUE,TRUE
"aleneensom","alene","ensom","related","word","word",0.494667591289431,-0.701117086615771,0.448573608774407,0.0661385703571601,46,47,50,0,0.94,49,50,0,0.98,TRUE,TRUE,FALSE
"aleneopere","alene","opere","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alenevæske","alene","væske","unrelated","word","word",0.0537767094373288,-0.292426668755298,0.972950509346785,0.134923959613025,52,57,59,1,0.966101694915254,54,59,1,0.915254237288136,FALSE,TRUE,TRUE
"algflamme","alg","flamme","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alglyknel","alg","lyknel","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alirepartikel","alire","partikel","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aliretransvitrice","alire","transvitrice","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alkoholfirn","alkohol","firn","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alkohollykkelig","alkohol","lykkelig","unrelated","word","word",0.102819376846132,-0.666418886093799,0.386661704836052,0.0516698437172293,56,58,59,0,0.983050847457627,57,59,0,0.966101694915254,TRUE,TRUE,TRUE
"alkoholmedicin","alkohol","medicin","related","word","word",0.316880171441445,-0.593119595196566,0.628198945676841,0.0689537923985221,83,92,95,3,0.968421052631579,91,96,2,0.947916666666667,TRUE,TRUE,TRUE
"alkosektuegnet","alkosekt","uegnet","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alkosektundlængde","alkosekt","undlængde","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alleredeføgrænse","allerede","føgrænse","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alleredestadig","allerede","stadig","related","word","word",0.411163659132512,-0.548728510174108,0.626952133785133,0.0904927458024643,48,54,56,0,0.964285714285714,55,56,0,0.982142857142857,FALSE,TRUE,FALSE
"alleredetomat","allerede","tomat","unrelated","word","word",0.0760287862773213,-0.578080370957978,0.328762340706253,0.0479549160319456,47,50,52,0,0.961538461538462,51,52,0,0.980769230769231,TRUE,TRUE,FALSE
"almindekomstjuice","almindekomst","juice","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"almindekomstsædvanster","almindekomst","sædvanster","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"almindeligsædvanlig","almindelig","sædvanlig","related","word","word",0.472380932873332,-0.553860480266882,0.537297149386132,0.0628858747493636,73,80,80,0,1,79,80,0,0.9875,TRUE,TRUE,TRUE
