"word_combo","en_cue","en_target","type","cue_type","target_type","en_cosine","M_Z","SD_Z","SE_Z","sampleN","target_correct","target_answeredN","target_timeoutN","target_prop_correct","cue_correct","cue_answeredN","cue_timeoutN","cue_prop_correct","done_both","done_totalN","done"
"abhoarselyinvestibling","abhoarsely","investibling","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"abhoarselystill","abhoarsely","still","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"absolutelycompletely","absolutely","completely","related","word","word",0.623705129487914,-0.44543439237293,0.716874023368885,0.0441205461904145,264,296,303,7,0.976897689768977,292,303,7,0.963696369636964,TRUE,TRUE,TRUE
"absolutelydolted","absolutely","dolted","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"absolutelyrob","absolutely","rob","unrelated","word","word",0.1194109302294,-0.163651368885033,0.747623785034157,0.0485633834360254,237,260,290,6,0.896551724137931,278,290,6,0.958620689655172,TRUE,TRUE,TRUE
"accidenshilyattibler","accidenshily","attibler","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"accidenshilyleft","accidenshily","left","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"accidentallyintentionally","accidentally","intentionally","related","word","word",0.579188820690093,-0.175740723534958,0.754999789608845,0.0471874868505528,256,290,297,5,0.976430976430976,290,297,5,0.976430976430976,TRUE,TRUE,TRUE
"accidentallypreporacy","accidentally","preporacy","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"accidentallyreturn","accidentally","return","unrelated","word","word",0.101390045893246,-0.285603127123074,0.946545494957003,0.058255848127014,264,286,295,4,0.969491525423729,288,295,4,0.976271186440678,TRUE,TRUE,TRUE
"accistbracker","accist","bracker","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"accistbusiness","accist","business","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"acknowlallymayonlythe","acknowlally","mayonlythe","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"acknowlallymovie","acknowlally","movie","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aclessimportance","acless","importance","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aclessthrae","acless","thrae","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"activeactivity","active","activity","related","word","word",0.544325656866643,-0.515927133201866,0.635713980153494,0.0380592004693705,279,309,312,6,0.990384615384615,298,310,8,0.961290322580645,TRUE,TRUE,TRUE
"activedeck","active","deck","unrelated","word","word",0.112463536234518,-0.215154654943449,0.713173144761933,0.0470252445806286,230,260,284,4,0.915492957746479,272,286,2,0.951048951048951,TRUE,TRUE,TRUE
"activeworlus","active","worlus","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"actuallyraptle","actually","raptle","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"actuallyreally","actually","really","related","word","word",0.640400781819076,-0.546628213598074,0.824632202546092,0.0505614443987143,266,297,304,7,0.976973684210526,289,303,8,0.953795379537954,TRUE,TRUE,TRUE
"actuallysecure","actually","secure","unrelated","word","word",0.121203262879327,-0.313611083607168,0.852696849150405,0.0551563739948858,239,275,284,5,0.96830985915493,272,283,6,0.96113074204947,TRUE,TRUE,TRUE
"acurtsycapter","acurtsy","capter","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"acurtsycowboy","acurtsy","cowboy","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"adackcrazy","adack","crazy","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"adackroga","adack","roga","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"adelistryabsence","adelistry","absence","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"adelistrytighttually","adelistry","tighttually","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"adinsentreprebaden","adins","entreprebaden","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"adinsfinancial","adins","financial","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"adlakeevent","adlake","event","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"adlakehet","adlake","het","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"administrationgovernment","administration","government","related","word","word",0.640263573340592,-0.282642397812962,0.988213771466413,0.061643081419022,257,299,305,4,0.980327868852459,282,306,3,0.92156862745098,TRUE,TRUE,TRUE
"administrationkeep","administration","keep","unrelated","word","word",0.136879298318824,-0.405817466567869,0.729699232316888,0.0452540253051872,260,291,299,13,0.973244147157191,275,297,15,0.925925925925926,TRUE,TRUE,TRUE
"administrationstreplite","administration","streplite","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"administraverseddeio","administraversed","deio","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"administraversedentrance","administraversed","entrance","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"admireappreciate","admire","appreciate","related","word","word",0.601250058261769,-0.345944183029018,0.581526409694838,0.0359955811023899,261,304,315,4,0.965079365079365,292,316,3,0.924050632911392,TRUE,TRUE,TRUE
"admirerity","admire","rity","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"admiretelephone","admire","telephone","unrelated","word","word",0.145942047550322,-0.334033263703408,0.656690012649149,0.0790561873856724,69,74,74,1,1,72,74,1,0.972972972972973,TRUE,TRUE,TRUE
"admitconfess","admit","confess","related","word","word",0.589056870455624,-0.321257558550667,0.801657864556649,0.050399798128616,253,293,306,6,0.957516339869281,280,306,6,0.915032679738562,TRUE,TRUE,TRUE
"admitmission","admit","mission","unrelated","word","word",0.0972261817015708,-0.407344214966131,0.764692351918275,0.0479810655355873,254,300,310,4,0.967741935483871,285,308,6,0.925324675324675,TRUE,TRUE,TRUE
"admitzaah","admit","zaah","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"adsasaccept","adsas","accept","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"adsasginpid","adsas","ginpid","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"adultemperor","adult","emperor","unrelated","word","word",0.0871284638443478,0.188488207780745,1.16056746213955,0.0782454423353799,220,253,297,4,0.851851851851852,288,300,1,0.96,TRUE,TRUE,TRUE
"adultfifooting","adult","fifooting","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"adultparent","adult","parent","related","word","word",0.521622195155757,-0.590137330478254,0.485838018187073,0.0441670925624612,121,126,131,2,0.961832061068702,125,131,2,0.954198473282443,TRUE,TRUE,TRUE
"adverdreamingoppojack","adverdreaming","oppojack","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"adverdreamingsurgery","adverdreaming","surgery","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"advertisingfift","advertising","fift","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"advertisingmarketing","advertising","marketing","related","word","word",0.690352202019615,-0.43494113648063,0.74183563184868,0.0500145480962713,220,251,262,3,0.958015267175573,247,262,3,0.942748091603053,TRUE,TRUE,TRUE
"advertisingtraitor","advertising","traitor","unrelated","word","word",0.0472300207854931,-0.237051959863859,0.870247613718589,0.056057576698634,241,285,302,2,0.943708609271523,282,300,4,0.94,TRUE,TRUE,TRUE
"adviceadvise","advice","advise","related","word","word",0.540822556393448,-0.122275378140178,1.27254391554945,0.0798465067104748,254,286,302,3,0.947019867549669,280,301,4,0.930232558139535,TRUE,TRUE,TRUE
"advicedefurl","advice","defurl","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"advicelength","advice","length","unrelated","word","word",0.108729254015293,-0.71691584111067,0.485747013415628,0.0602495018865081,65,69,69,0,1,67,69,0,0.971014492753623,TRUE,TRUE,TRUE
"africaaccep","africa","accep","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"africaamerica","africa","america","related","word","word",0.528233127936665,-0.485608389804323,0.688764284972206,0.0430477678107629,256,285,287,2,0.993031358885017,263,286,3,0.91958041958042,TRUE,TRUE,TRUE
"africaoxygen","africa","oxygen","unrelated","word","word",0.143754332927661,-0.308415036381663,0.593424601337783,0.0397386505484539,223,257,270,3,0.951851851851852,244,270,3,0.903703703703704,TRUE,TRUE,TRUE
"agentdetective","agent","detective","related","word","word",0.440200970644247,-0.151282616524315,0.680926244861401,0.0808110777984327,71,77,78,0,0.987179487179487,78,78,0,1,TRUE,TRUE,TRUE
"agentgrem","agent","grem","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"agentwestern","agent","western","unrelated","word","word",0.124979382935721,-0.26110478197082,0.65004602575589,0.0411949930478567,249,273,290,3,0.941379310344828,272,287,6,0.947735191637631,TRUE,TRUE,TRUE
"ahtheelth","aht","heelth","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ahtjuly","aht","july","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aidshiv","aids","hiv","related","word","word",0.737660541691828,0.403730976716935,1.37151222583801,0.102799187511084,178,204,297,8,0.686868686868687,269,301,4,0.893687707641196,FALSE,TRUE,TRUE
"aidsrestaurant","aids","restaurant","unrelated","word","word",0.0131125487836172,-0.286906696992783,0.756566860508175,0.0488361808506765,240,279,291,3,0.958762886597938,254,291,3,0.872852233676976,TRUE,TRUE,TRUE
"aidssobed","aids","sobed","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ainyfantasy","ainy","fantasy","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ainyposiity","ainy","posiity","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"airfamily","air","family","unrelated","word","word",0.0434243020410014,-0.565753829642218,0.671539264986922,0.0426427859694769,248,293,301,2,0.973421926910299,281,302,1,0.93046357615894,TRUE,TRUE,TRUE
"airinfecness","air","infecness","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"airoxygen","air","oxygen","related","word","word",0.487171745327995,-0.367701104141694,0.606843668361223,0.0368631276005558,271,291,303,3,0.96039603960396,285,304,2,0.9375,TRUE,TRUE,TRUE
"akassgipy","akass","gipy","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"akassmixture","akass","mixture","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alberintiling","alber","intiling","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alberliver","alber","liver","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"albumdeflubber","album","deflubber","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"albummeter","album","meter","unrelated","word","word",0.109659418126473,-0.151901123153464,0.898857037932595,0.0567353531528124,251,289,308,7,0.938311688311688,285,308,7,0.925324675324675,TRUE,TRUE,TRUE
"albumsong","album","song","related","word","word",0.581556507440908,-0.521244395675349,0.721634137821796,0.0461035139158282,245,283,290,3,0.975862068965517,275,289,4,0.951557093425606,TRUE,TRUE,TRUE
"alcoholcobut","alcohol","cobut","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alcoholdrug","alcohol","drug","related","word","word",0.529816473782741,-0.621449758215942,0.429357117948097,0.0273193392025568,247,283,294,5,0.962585034013605,281,293,6,0.959044368600683,TRUE,TRUE,TRUE
"alcoholhappy","alcohol","happy","unrelated","word","word",0.0906542171375985,-0.601109912806547,0.581234614136093,0.036834247022228,249,281,287,4,0.979094076655052,277,286,5,0.968531468531469,TRUE,TRUE,TRUE
"alcolawadevice","alcolawa","device","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alcolawahelicoigne","alcolawa","helicoigne","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aldadministrative","ald","administrative","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aldexgad","aldex","gad","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aldexnavy","aldex","navy","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aldgibil","ald","gibil","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alertalarm","alert","alarm","related","word","word",0.507431735213287,-0.457234719535445,0.804122629370814,0.0501597914787488,257,291,300,6,0.97,288,302,4,0.95364238410596,TRUE,TRUE,TRUE
"alertnators","alert","nators","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alertwash","alert","wash","unrelated","word","word",0.0903531589445633,-0.472796461784339,0.716003745563721,0.0470079488720863,232,260,270,1,0.962962962962963,258,270,1,0.955555555555556,TRUE,TRUE,TRUE
"alexanabilityability","alexanability","ability","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alexanabilitykost","alexanability","kost","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alivecentimeter","alive","centimeter","unrelated","word","word",0.106939437735402,0.173419767603667,0.998319397966612,0.0661153172646236,228,265,283,2,0.936395759717314,274,284,1,0.964788732394366,TRUE,TRUE,TRUE
"alivedead","alive","dead","related","word","word",0.512706553272443,-0.55081193962066,0.703897842506506,0.0441664787504933,254,293,307,2,0.954397394136808,293,306,3,0.957516339869281,TRUE,TRUE,TRUE
"alivesentrate","alive","sentrate","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"allowhell","allow","hell","unrelated","word","word",0.097663575164263,-0.514571142162912,0.745963671618242,0.0467140571434409,255,292,300,3,0.973333333333333,285,300,3,0.95,TRUE,TRUE,TRUE
"allowlet","allow","let","related","word","word",0.584988130510302,-0.498544203488614,0.783911201404904,0.0488990372414865,257,289,302,6,0.956953642384106,287,304,4,0.944078947368421,TRUE,TRUE,TRUE
"allowsignacles","allow","signacles","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alonefluid","alone","fluid","unrelated","word","word",0.0837349352849557,-0.33995055072181,0.741481869527073,0.047275157316913,246,272,277,6,0.981949458483754,266,277,6,0.96028880866426,TRUE,TRUE,TRUE
"aloneginpid","alone","ginpid","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alonelonely","alone","lonely","related","word","word",0.494003870383371,-0.586572279331669,0.551482583999566,0.0333162813080953,274,307,314,3,0.977707006369427,297,314,3,0.945859872611465,TRUE,TRUE,TRUE
"alreadyimgrave","already","imgrave","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alreadystill","already","still","related","word","word",0.42879900174996,-0.552838423827579,0.734318498468769,0.0453663483411104,262,299,309,4,0.967637540453074,299,306,7,0.977124183006536,TRUE,TRUE,TRUE
"alreadytomato","already","tomato","unrelated","word","word",0.136839460264611,-0.400994324567636,0.836702102707961,0.0538967203782842,241,272,282,4,0.964539007092199,272,282,4,0.964539007092199,TRUE,TRUE,TRUE
"alrellsjourit","alrells","jourit","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alrellsremove","alrells","remove","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"altorsdad","altors","dad","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"altorstuxeing","altors","tuxeing","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alwayscomputer","always","computer","unrelated","word","word",0.105844862225079,-0.571690772840329,0.738371475023005,0.0462386153503777,255,291,302,5,0.963576158940397,292,304,3,0.960526315789474,TRUE,TRUE,TRUE
"alwaysconstantly","always","constantly","related","word","word",0.540387009142469,-0.190751725170744,0.911737527909471,0.0556932335917457,268,308,317,6,0.971608832807571,302,314,9,0.961783439490446,TRUE,TRUE,TRUE
"alwaysenerness","always","enerness","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"amaddance","amad","dance","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"amadrectness","amad","rectness","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"amateurmedalhood","amateur","medalhood","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"amateurprofessional","amateur","professional","related","word","word",0.533485431994627,-0.22973889555225,0.784814808377737,0.0488604357728294,258,288,300,4,0.96,237,298,6,0.795302013422819,TRUE,TRUE,TRUE
"amateurrear","amateur","rear","unrelated","word","word",0.0919454398876246,-0.0118109515537922,1.02531694749121,0.063465525767681,261,293,318,3,0.921383647798742,250,318,3,0.786163522012579,TRUE,TRUE,TRUE
"amawichbuild","amawich","build","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"amawichimme","amawich","imme","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ambassadorinsect","ambassador","insect","unrelated","word","word",0.119331336209196,-0.128116862121585,0.822842628981615,0.0533369656003335,238,274,291,2,0.941580756013746,270,292,1,0.924657534246575,TRUE,TRUE,TRUE
"ambassadorminister","ambassador","minister","related","word","word",0.438043915685471,-0.159135699886032,0.83713687338276,0.0520171543124822,259,291,305,6,0.954098360655738,275,305,6,0.901639344262295,TRUE,TRUE,TRUE
"ambassadorsplse","ambassador","splse","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ambasstilldefinipressed","ambasstill","definipressed","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ambasstillparagraph","ambasstill","paragraph","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ambucombeinforerin","ambucombe","inforerin","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ambucombeyellow","ambucombe","yellow","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ambulancefinansors","ambulance","finansors","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ambulancehelicopter","ambulance","helicopter","related","word","word",0.525793511490785,-0.289216913737952,0.680840428918939,0.0404717625965277,283,314,320,3,0.98125,305,319,4,0.956112852664577,TRUE,TRUE,TRUE
"ambulancestrawberry","ambulance","strawberry","unrelated","word","word",0.138361945292609,-0.347900612051062,0.735851190390713,0.0474003420335117,241,286,298,3,0.959731543624161,272,298,3,0.912751677852349,TRUE,TRUE,TRUE
"ammironic","amm","ironic","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ammvilhard","amm","vilhard","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"analystactivate","analyst","activate","unrelated","word","word",0.128384040421958,-0.310418977734974,0.670407768178127,0.0432746353553661,240,272,281,6,0.96797153024911,245,276,11,0.88768115942029,TRUE,TRUE,TRUE
"analystinvestigator","analyst","investigator","related","word","word",0.500673382583493,-0.10758255586001,0.863189395290058,0.0545928908244001,250,288,309,3,0.932038834951456,259,309,3,0.838187702265372,TRUE,TRUE,TRUE
"analystpeenedy","analyst","peenedy","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anameiexhibition","anamei","exhibition","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anameipoworing","anamei","poworing","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anarchycapitalism","anarchy","capitalism","related","word","word",0.543061830462749,-0.11111127853101,1.04623197365094,0.0679600696453481,237,276,278,2,0.992805755395683,228,279,1,0.817204301075269,TRUE,TRUE,TRUE
"anarchycloset","anarchy","closet","unrelated","word","word",0.126556530331264,-0.0781525535637611,1.15840471339925,0.0779227335140768,221,247,263,0,0.939163498098859,207,263,0,0.787072243346008,TRUE,TRUE,TRUE
"anarchyoads","anarchy","oads","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anarthyamazing","anarthy","amazing","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anarthyconnecness","anarthy","connecness","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anasilscretion","anasils","cretion","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anasilsuniform","anasils","uniform","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anatomyinvestigate","anatomy","investigate","unrelated","word","word",0.141824108270471,-0.177219968072953,0.804052893642799,0.0508527700632073,250,286,297,0,0.962962962962963,273,297,0,0.919191919191919,TRUE,TRUE,TRUE
"anatomypsychology","anatomy","psychology","related","word","word",0.498376074994787,-0.165576107370937,0.980856477411212,0.0578981272009567,287,320,334,4,0.958083832335329,310,334,4,0.92814371257485,TRUE,TRUE,TRUE
"anatomyselage","anatomy","selage","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anchoramerica","anchor","america","unrelated","word","word",0.136705984979648,-0.321201686867017,0.850660322002033,0.0518656752152504,269,308,313,6,0.984025559105431,284,313,6,0.907348242811502,TRUE,TRUE,TRUE
"anchornewa","anchor","newa","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anchorsail","anchor","sail","related","word","word",0.467522021221718,-0.35888699068063,0.800154490010446,0.0501076178265391,255,280,292,4,0.958904109589041,261,291,5,0.896907216494845,TRUE,TRUE,TRUE
"andeipp","ande","ipp","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"andesyndrome","ande","syndrome","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"angelalyin","angel","alyin","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"angelbaseball","angel","baseball","unrelated","word","word",0.144534386929658,-0.401171348734482,0.761063268053328,0.0483275658489764,248,289,303,3,0.953795379537954,275,301,5,0.913621262458472,TRUE,TRUE,TRUE
"angeldevil","angel","devil","related","word","word",0.453142421868024,-0.427156048913729,0.874264686655074,0.0554042733310504,249,282,291,4,0.969072164948454,281,291,4,0.965635738831615,TRUE,TRUE,TRUE
"angererell","anger","erell","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"angerrage","anger","rage","related","word","word",0.775119676813252,-0.359427667286621,0.974597431967807,0.0595330133672945,268,299,314,5,0.952229299363057,299,312,7,0.958333333333333,TRUE,TRUE,TRUE
"angerrent","anger","rent","unrelated","word","word",0.14845501656674,-0.383423578324891,0.688459288494991,0.0453956611561554,230,266,285,3,0.933333333333333,272,286,2,0.951048951048951,TRUE,TRUE,TRUE
"ankermisery","anker","misery","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ankermusitary","anker","musitary","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anniversarybirthday","anniversary","birthday","related","word","word",0.692294958839716,-0.444594891271928,0.673977735212727,0.0421236084507954,256,297,304,3,0.976973684210526,296,304,3,0.973684210526316,TRUE,TRUE,TRUE
"anniversaryexplosive","anniversary","explosive","unrelated","word","word",0.0890128383434515,-0.250695626758375,0.852475038366486,0.0514999004689684,274,300,310,3,0.967741935483871,294,309,4,0.951456310679612,TRUE,TRUE,TRUE
"anniversaryniy","anniversary","niy","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"announcsarypackage","announcsary","package","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
