"word_combo","he_cue","he_target","type","cue_type","target_type","he_cosine","M_Z","SD_Z","SE_Z","sampleN","target_correct","target_answeredN","target_timeoutN","target_prop_correct","cue_correct","cue_answeredN","cue_timeoutN","cue_prop_correct","done_both","done_totalN","done"
"אימוןשפק","אימון","שפק","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"אימוןתרגיל","אימון","תרגיל","related","word","word",0.417192692916685,-0.257077459574537,0.335261350974415,0.237065574743772,2,3,3,0,1,2,3,0,0.666666666666667,FALSE,FALSE,FALSE
"אינטלילאתאונה","אינטלי","לאתאונה","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"אינטלימשטח","אינטלי","משטח","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"אינטמלטילד","אינטמלט","ילד","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"אינטמלטמכליה","אינטמלט","מכליה","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"אינטרנטאתגר","אינטרנט","אתגר","unrelated","word","word",0.137764964397607,-0.222635343186118,0.493079714102825,0.174330004753816,8,8,8,0,1,7,8,0,0.875,FALSE,FALSE,FALSE
"אינטרנטצלדן","אינטרנט","צלדן","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"אינטרנטרשת","אינטרנט","רשת","related","word","word",0.427142411070977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"אינסטיחוטבאטר","אינסטיחוט","באטר","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"אינסטיחוטסחיטה","אינסטיחוט","סחיטה","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"אינסטינקטאינטואיציה","אינסטינקט","אינטואיציה","related","word","word",0.496196686445885,NA,NA,NA,NA,1,1,0,1,1,1,0,1,FALSE,FALSE,NA
"אינסטינקטבית ספר","אינסטינקט","בית ספר","unrelated","word","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"אינסטינקטרחנה","אינסטינקט","רחנה","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"איפובלהסתובב","איפוב","להסתובב","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"איפובמטל","איפוב","מטל","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"אירבןבדיקה","אירבן","בדיקה","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"אירבןקענים","אירבן","קענים","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"אירוניהאירוני","אירוניה","אירוני","related","word","word",0.680833423158182,-1.01745921457241,0.250734083853918,0.177295770967702,2,2,2,0,1,2,2,0,1,FALSE,FALSE,FALSE
"אירוניהבקביעות","אירוניה","בקביעות","unrelated","word","word",0.123913184185939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"אירוניהלר","אירוניה","לר","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"אירוסיןחיפלי","אירוסין","חיפלי","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"אירוסיןחתונה","אירוסין","חתונה","related","word","word",0.548690743005609,-0.612994995396444,0.371348677947676,0.131291584180731,8,8,8,0,1,8,8,0,1,FALSE,FALSE,FALSE
"אירוסיןפנטסטי","אירוסין","פנטסטי","unrelated","word","word",0.10436880123973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"איש קשרחיבור","איש קשר","חיבור","related","word","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"איש קשרמנט","איש קשר","מנט","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"איש קשרשיווק","איש קשר","שיווק","unrelated","word","word",NA,-0.573297733042372,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"אישבן אנוש","איש","בן אנוש","related","word","word",NA,-1.42463088153414,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"אישורהלה","אישור","הלה","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"אישורלאשר","אישור","לאשר","related","word","word",0.417787335183537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"אישורמקצוען","אישור","מקצוען","unrelated","word","word",0.136837256028496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"אישיאינטימי","אישי","אינטימי","related","word","word",0.444871142313062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"אישיכוקן","אישי","כוקן","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"אישיצמא","אישי","צמא","unrelated","word","word",0.136315195152807,-0.208736263625383,0.496265227989569,0.350912507978513,2,2,2,0,1,2,2,0,1,FALSE,FALSE,FALSE
"אישסדל","איש","סדל","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"אישראשוני","איש","ראשוני","unrelated","word","word",0.138562547083663,0.0418026478646092,1.21802668482396,0.861274928505191,2,2,2,0,1,2,2,0,1,FALSE,FALSE,FALSE
"אכעהטלויואה","אכעה","טלויואה","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"אכעהמחריד","אכעה","מחריד","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"אלאגםלהתחות","אלאגם","להתחות","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"אלאגםמעיל","אלאגם","מעיל","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"אלבוםהושרה","אלבום","הושרה","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"אלבוםמטר","אלבום","מטר","unrelated","word","word",0.0713907070012338,-0.855393820719382,0.442506516557925,0.312899358577346,2,2,2,0,1,2,2,0,1,FALSE,FALSE,FALSE
"אלבוםשיר","אלבום","שיר","related","word","word",0.516753016645524,-0.840227616777375,0.34610963937101,0.244736473033272,2,4,4,1,1,4,4,1,1,FALSE,FALSE,FALSE
"אלוארדתולת","אלואר","דתולת","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"אלוארלהאמין","אלואר","להאמין","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"אלוהיםאלוהי","אלוהים","אלוהי","related","word","word",0.614654889871514,-0.501696342963185,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"אלוהיםעסק","אלוהים","עסק","unrelated","word","word",0.13766026150516,-1.03932651255994,0.433242386286353,0.163750230217981,7,7,7,0,1,7,7,0,1,FALSE,FALSE,FALSE
"אלוהיםציניין","אלוהים","ציניין","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"אלוףארבעה","אלוף","ארבעה","unrelated","word","word",0.094612745752916,-0.643468136490476,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"אלוףלוחם","אלוף","לוחם","related","word","word",0.403254568348565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"אלוףמתשמש","אלוף","מתשמש","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"אליבדאישינה","אליבד","אישינה","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"אליבדקומוניסט","אליבד","קומוניסט","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"אלכוהולהוצבה מטורג","אלכוהול","הוצבה מטורג","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"אלכוהולסם","אלכוהול","סם","related","word","word",0.395727217280142,-0.32239732591064,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"אלכוהולשמח","אלכוהול","שמח","unrelated","word","word",0.0759383625074614,-0.813082717327905,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"אלכונבלזאב","אלכונבל","זאב","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"אלכונבלחקף","אלכונבל","חקף","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"אלל רפשיםמבף","אלל רפשים","מבף","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"אלל רפשיםערום","אלל רפשים","ערום","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"אלמנהאשה","אלמנה","אשה","related","word","word",0.481050274298606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"אלמנהריז","אלמנה","ריז","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"אלמנהרכב מסחרי","אלמנה","רכב מסחרי","unrelated","word","word",NA,-0.052845914525179,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"אלנבהושפה","אלנב","הושפה","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"אלנבהיקף","אלנב","היקף","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"אלףמאה","אלף","מאה","related","word","word",0.640227815887469,-0.745781356088843,0.102175406394524,0.0722489227320596,2,3,3,0,1,3,3,0,1,FALSE,FALSE,FALSE
"אלףמושלם","אלף","מושלם","unrelated","word","word",0.124694070056531,-0.87917467089376,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"אלףתווקה","אלף","תווקה","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"אמאאבא","אמא","אבא","related","word","word",0.739856839647642,-0.675111878233038,NA,NA,1,2,2,0,1,2,2,0,1,FALSE,FALSE,FALSE
"אמאמדלד","אמא","מדלד","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"אמאפראנורמלית","אמא","פראנורמלית","unrelated","word","word",NA,NA,NA,NA,NA,2,3,2,0.666666666666667,4,5,0,0.8,FALSE,FALSE,NA
"אמבובסארון","אמבובס","ארון","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"אמבובסלהשתצג","אמבובס","להשתצג","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"אמבולנסמסוק","אמבולנס","מסוק","related","word","word",0.48846923712555,-0.278013710004634,0.0585862085158651,0.0414267053255772,2,2,2,0,1,1,2,0,0.5,FALSE,FALSE,FALSE
"אמבולנסרגות","אמבולנס","רגות","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"אמבולנסתות","אמבולנס","תות","unrelated","word","word",0.097846523765582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"אמוןלהאמין","אמון","להאמין","related","word","word",0.351999467841407,-0.747314696315382,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"אמוןמאהבת","אמון","מאהבת","unrelated","word","word",0.144207623827354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"אמוןפשורגל","אמון","פשורגל","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"אמןלעתיהסתפוכות","אמן","לעתיהסתפוכות","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"אמןצייר","אמן","צייר","related","word","word",0.42549701015629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"אמןתקיפה","אמן","תקיפה","unrelated","word","word",0.0702868822493735,0.526661856880777,NA,NA,1,3,3,0,1,2,3,0,0.666666666666667,FALSE,FALSE,FALSE
"אמרגיטרה","אמר","גיטרה","unrelated","word","word",0.126647624670035,2.00893016094224,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"אמרווח","אמר","ווח","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"אמרסיפר","אמר","סיפר","related","word","word",0.550632435701843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"אנביהנב","אנבי","הנב","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"אנבישדה קרב","אנבי","שדה קרב","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"אנגליתלהפחית","אנגלית","להפחית","unrelated","word","word",0.00657600520930804,-0.196549986064535,0.0951558497693602,0.067285346641483,2,2,2,1,1,1,2,1,0.5,FALSE,FALSE,FALSE
"אנגליתסוון","אנגלית","סוון","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"אנגליתצרפתית","אנגלית","צרפתית","related","word","word",0.679822666187766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"אנדרטהדך","אנדרטה","דך","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"אנדרטהחדר אמבטיה","אנדרטה","חדר אמבטיה","unrelated","word","word",NA,-0.059927035247013,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"אנדרטהפסל","אנדרטה","פסל","related","word","word",0.367402463536457,-0.686508430546953,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"אנדרלתקוף","אנדר","לתקוף","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"אנדרתננון","אנדר","תננון","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"אנואידיתטרגי","אנואידית","טרגי","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"אנואידיתנוונית","אנואידית","נוונית","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"אנטומיהיצור","אנטומיה","יצור","unrelated","word","word",0.130158899561976,-0.577204400270873,0.317980963078533,0.105993654359511,9,9,9,0,1,9,9,0,1,FALSE,FALSE,FALSE
"אנטומיהעיג","אנטומיה","עיג","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"אנטומיהפסיכולוגיה","אנטומיה","פסיכולוגיה","related","word","word",0.528846710275198,-0.798918267676757,NA,NA,1,2,2,0,1,2,2,0,1,FALSE,FALSE,FALSE
"אנעותמסון","אנעות","מסון","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"אנעותפרס","אנעות","פרס","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"אנעישברל תיב","אנעיש","ברל תיב","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"אנעישתכשיט","אנעיש","תכשיט","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"אנרכיהארון","אנרכיה","ארון","unrelated","word","word",0.0419308242174466,-0.56047390368056,NA,NA,1,2,2,1,1,2,2,1,1,FALSE,FALSE,FALSE
"אנרכיהקפיטליזם","אנרכיה","קפיטליזם","related","word","word",0.359430245424224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"אנרכיהראמעני","אנרכיה","ראמעני","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"אסורכן","אסור","כן","unrelated","word","word",0.111088073253587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"אסורלאסור","אסור","לאסור","related","word","word",0.42169517451257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"אסורקיען","אסור","קיען","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"אסטרונאוטטייס","אסטרונאוט","טייס","related","word","word",0.500607763634425,-0.389765107641171,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"אסטרונאוטמנהרה","אסטרונאוט","מנהרה","unrelated","word","word",0.127019193528886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"אסטרונאוטמששין","אסטרונאוט","מששין","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"אסטריקאוטכתובת","אסטריקאוט","כתובת","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"אסטריקאוטלחף","אסטריקאוט","לחף","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"אסיאהמדינה","אסיאה","מדינה","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"אסיאהפייץ","אסיאה","פייץ","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"אסיר תודהגדוקה","אסיר תודה","גדוקה","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"אסיר תודהלהודות","אסיר תודה","להודות","related","word","word",NA,-1.13668060202117,0.225767193886398,0.15964151376653,2,2,2,1,1,3,3,0,1,FALSE,FALSE,FALSE
"אסיר תודהפסקה","אסיר תודה","פסקה","unrelated","word","word",NA,NA,NA,NA,NA,2,2,0,1,2,2,0,1,FALSE,FALSE,NA
"אסירכבודהלמות","אסירכבודה","למות","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"אסירכבודהצדע","אסירכבודה","צדע","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"אסמפריןמירעם","אסמפרין","מירעם","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"אסמפריןמצמרר","אסמפרין","מצמרר","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"אסעידביבון","אסעי","דביבון","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"אסעיפצבנייה","אסעי","פצבנייה","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"אסעתירם","אסעת","ירם","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"אסעתתיאור","אסעת","תיאור","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"אספיריןלמבה","אספירין","למבה","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"אספיריןמורפין","אספירין","מורפין","related","word","word",0.493021839416014,-0.531477191474573,0.425000588095469,0.300520797850577,2,2,2,0,1,2,2,0,1,FALSE,FALSE,FALSE
"אספיריןמסלול","אספירין","מסלול","unrelated","word","word",0.0388478776523769,-0.41581669440336,0.534582322264586,0.378006785175741,2,2,2,0,1,1,2,0,0.5,FALSE,FALSE,FALSE
"אסרושיםארוחת בוקר","אסרושים","ארוחת בוקר","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"אסרושיםתלחה","אסרושים","תלחה","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"אפטאבען","אפט","אבען","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"אפטעדול","אפט","עדול","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"אפטתאגיד","אפט","תאגיד","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"אפטתהליך","אפט","תהליך","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"אפראבק","אפר","אבק","related","word","word",0.404059437476396,0.299147348019121,NA,NA,1,2,2,0,1,2,2,0,1,FALSE,FALSE,FALSE
"אפרהסטפה","אפר","הסטפה","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"אפריקהאמריקה","אפריקה","אמריקה","related","word","word",0.4615041220461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"אפריקהחובחה","אפריקה","חובחה","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"אפריקהחמצן","אפריקה","חמצן","unrelated","word","word",0.130468803916699,0.113345978354524,0.179029312123288,0.12659284063354,2,2,2,1,1,2,2,1,1,FALSE,FALSE,FALSE
"אפרלברך","אפר","לברך","unrelated","word","word",0.0944284940074857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"אצבעאגודל","אצבע","אגודל","related","word","word",0.534647296493208,-0.83679330022939,NA,NA,1,1,1,2,1,2,2,1,1,FALSE,FALSE,FALSE
"אצבעמוסך","אצבע","מוסך","unrelated","word","word",0.133157531864663,NA,NA,NA,NA,1,1,0,1,1,1,0,1,FALSE,FALSE,NA
"אצבעסיכור","אצבע","סיכור","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"אצודהבאופפלישיר","אצודה","באופפלישיר","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"אצודהמתימטיקה","אצודה","מתימטיקה","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"אצטדיוןבייסבול","אצטדיון","בייסבול","related","word","word",0.437667783719433,-0.32861652479897,0.497724801958949,0.248862400979475,4,5,5,0,1,4,5,0,0.8,FALSE,FALSE,FALSE
"אצטדיוןלשבור","אצטדיון","לשבור","unrelated","word","word",0.108376455397978,NA,NA,NA,NA,0,0,1,NA,0,0,1,NA,FALSE,FALSE,NA
"אצטדיוןמוגוע","אצטדיון","מוגוע","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"אציליאמיץ","אצילי","אמיץ","related","word","word",0.495099640727811,0.97427760394211,3.29992730984605,1.90521392064582,3,3,3,1,1,2,2,2,1,FALSE,FALSE,FALSE
"אצילידריר","אצילי","דריר","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"אצילישמאל","אצילי","שמאל","unrelated","word","word",0.143980650029284,-0.985764506041106,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"אקדחמזלום","אקדח","מזלום","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"אקדחנשק","אקדח","נשק","related","word","word",0.570420007393965,-1.23940232261808,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
