"word_combo","zh_cue","zh_target","type","cue_type","target_type","zh_cosine","M_Z","SD_Z","SE_Z","sampleN","target_correct","target_answeredN","target_timeoutN","target_prop_correct","cue_correct","cue_answeredN","cue_timeoutN","cue_prop_correct","done_both","done_totalN","done"
"一三","一","三","related","word","word",0.774655994802897,0.279936617817996,1.32179199573165,0.467324041749974,8,9,10,0,0.9,6,8,2,0.75,FALSE,FALSE,FALSE
"一丝中","一","丝中","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"一松和援","一松","和援","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"一松脸颊","一松","脸颊","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"一般地态","一般","地态","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"一般睡梦","一般","睡梦","unrelated","word","word",NA,-0.0881454131559957,0.960891589386092,0.289719715109265,11,14,16,0,0.875,15,16,0,0.9375,FALSE,FALSE,FALSE
"一般通常","一般","通常","related","word","word",0.734443081075779,-0.465817665636425,0.452472024961084,0.085509175232917,28,30,30,1,1,27,30,1,0.9,FALSE,FALSE,FALSE
"一表现","一","表现","unrelated","word","word",0.509686512050833,-0.0680594537174563,0.854224156921816,0.201342564670926,18,20,20,0,1,13,20,0,0.65,FALSE,FALSE,FALSE
"万公美丽","万公","美丽","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"万公降不","万公","降不","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"丈夫妻子","丈夫","妻子","related","word","word",0.642943934870595,-0.567717273946757,0.752321231779975,0.201066306722601,14,15,17,1,0.88235294117647,17,17,1,1,FALSE,FALSE,FALSE
"丈夫已婚","丈夫","已婚","unrelated","word","word",0.746502978119642,-0.427820713012148,0.548233434621331,0.137058358655333,16,19,20,2,0.95,20,20,2,1,FALSE,FALSE,FALSE
"丈夫躞吃闷","丈夫","躞吃闷","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"三明治妇搅","三明治","妇搅","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"三明治宗教","三明治","宗教","unrelated","word","word",0.712971410693287,0.0557735807400475,1.18391307855668,0.174558460219764,46,47,49,1,0.959183673469388,49,49,1,1,FALSE,FALSE,FALSE
"三明治汉堡包","三明治","汉堡包","related","word","word",0.944913152420135,-0.612492761763708,0.5066380177601,0.0811270104313938,39,42,42,2,1,42,42,2,1,FALSE,FALSE,FALSE
"上仙怹产品","上仙怹","产品","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"上仙怹鞋去","上仙怹","鞋去","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"上仪已婚","上仪","已婚","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"上仪调记","上仪","调记","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"上帝团体","上帝","团体","unrelated","word","word",0.529134413656685,-0.550556044588464,0.588601183200795,0.177469934166934,11,15,16,0,0.9375,14,16,0,0.875,FALSE,FALSE,FALSE
"上帝惊回","上帝","惊回","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"上帝神圣","上帝","神圣","related","word","word",0.574448692333842,-0.445518657946141,0.572777001755093,0.0982304454031667,34,39,39,0,1,39,39,0,1,FALSE,FALSE,FALSE
"上湛图落","上湛","图落","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"上湛癌症","上湛","癌症","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"上铜消耗","上铜","消耗","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"上铜范鲜","上铜","范鲜","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"下上","下","上","related","word","word",0.660418303146379,-0.694983665533519,0.418799174679805,0.126272702265766,11,12,13,0,0.923076923076923,12,13,0,0.923076923076923,FALSE,FALSE,FALSE
"下仿眼光","下仿","眼光","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"下仿软医","下仿","软医","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"下入家庭","下入","家庭","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"下入直家","下入","直家","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"下出不同","下出","不同","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"下出岸提","下出","岸提","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"下击泻","下","击泻","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"下匠太头","下匠","太头","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"下匠组织","下匠","组织","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"下炮冷静","下炮","冷静","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"下炮辱队","下炮","辱队","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"下父亲","下","父亲","unrelated","word","word",0.382370675534242,-0.179774798243121,1.0375785154568,0.0984825944166828,111,117,119,0,0.983193277310924,101,117,2,0.863247863247863,FALSE,TRUE,TRUE
"下白宣同卜","下白宣","同卜","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"下白宣氧气","下白宣","氧气","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"不会咖啡","不会","咖啡","unrelated","word","word",0.689588673143875,-0.72208956475112,0.249733504906134,0.075297484850366,11,12,12,1,1,11,12,1,0.916666666666667,FALSE,FALSE,FALSE
"不会尖众","不会","尖众","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"不会无法","不会","无法","related","word","word",0.704238994846499,-0.378210742850563,0.933595719363069,0.160110344965869,34,37,40,0,0.925,40,40,0,1,FALSE,FALSE,FALSE
"不合理不可靠","不合理","不可靠","related","word","word",0.935978146920493,-0.594909204162428,0.82191479198118,0.21221748675631,15,18,18,0,1,17,18,0,0.944444444444444,FALSE,FALSE,FALSE
"不合理兔量","不合理","兔量","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"不合理托辞","不合理","托辞","unrelated","word","word",NA,0.575363619058841,1.84619430478775,0.461548576196938,16,17,19,1,0.894736842105263,19,19,1,1,FALSE,FALSE,FALSE
"不子港口","不子","港口","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"不子转城","不子","转城","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"不幸不可靠","不幸","不可靠","unrelated","word","word",0.900654473213604,-0.161834108835503,0.636585289626143,0.0909407556608776,49,50,50,1,1,45,50,1,0.9,FALSE,TRUE,FALSE
"不幸厄运","不幸","厄运","related","word","word",-0.266610297226094,-0.266634286253971,0.547170252229347,0.128969265271642,18,20,21,0,0.952380952380952,20,21,0,0.952380952380952,FALSE,FALSE,FALSE
"不幸竭污","不幸","竭污","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"不线法携","不线","法携","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"不线演讲","不线","演讲","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"不蝌一级棒","不蝌","一级棒","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"不蝌谈持","不蝌","谈持","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"不适hiv","不适","hiv","unrelated","word","word",0.654435484331553,2.28354209503115,1.55051318811648,0.447594603270558,12,16,33,2,0.484848484848485,32,34,1,0.941176470588235,FALSE,FALSE,FALSE
"不适素训","不适","素训","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"不适难受","不适","难受","related","word","word",0.909204772022281,-0.80159187961772,0.255899686301721,0.0305858626187514,70,75,75,0,1,73,75,0,0.973333333333333,TRUE,TRUE,TRUE
"与杯婚礼","与杯","婚礼","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"与杯色铐","与杯","色铐","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"专家学者","专家","学者","related","word","word",0.903668298730109,-0.338712246428477,0.557190452213159,0.131331049057441,18,20,21,0,0.952380952380952,21,21,0,1,FALSE,FALSE,FALSE
"专家材窝","专家","材窝","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"专家牧师","专家","牧师","unrelated","word","word",0.874537503915848,-0.25333551857643,0.852105202058703,0.213026300514676,16,20,21,1,0.952380952380952,20,21,1,0.952380952380952,FALSE,FALSE,FALSE
"专辑仪表","专辑","仪表","unrelated","word","word",NA,-0.577769173062213,0.231189499792463,0.0817378315211881,8,12,13,0,0.923076923076923,12,13,0,0.923076923076923,FALSE,FALSE,FALSE
"专辑何多","专辑","何多","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"专辑歌曲","专辑","歌曲","related","word","word",0.842405144148314,-0.335246881230704,1.77411803175859,0.443529507939648,16,19,19,1,1,15,19,1,0.789473684210526,FALSE,FALSE,FALSE
"世纪十年","世纪","十年","related","word","word",0.815146175249721,-0.472407483029946,0.561767723157361,0.177646552114418,10,12,13,1,0.923076923076923,13,13,1,1,FALSE,FALSE,FALSE
"世纪美嘱","世纪","美嘱","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"世纪轮船","世纪","轮船","unrelated","word","word",0.793279283913661,-0.537641243347637,0.386770357349895,0.107270796558044,13,13,14,1,0.928571428571429,14,15,0,0.933333333333333,FALSE,FALSE,FALSE
"世酱果汁","世酱","果汁","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"世酱湾出","世酱","湾出","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"世鸡位置","世鸡","位置","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"世鸡蚀软","世鸡","蚀软","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"业余专业","业余","专业","related","word","word",0.935176341469077,-0.493563084947468,0.667488242558985,0.235992731337875,8,10,11,2,0.909090909090909,9,11,2,0.818181818181818,FALSE,FALSE,FALSE
"业余后部","业余","后部","unrelated","word","word",NA,1.29118820427082,2.26751707310836,0.92570996869411,6,9,14,1,0.642857142857143,12,14,1,0.857142857142857,FALSE,FALSE,FALSE
"业余撤编","业余","撤编","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"业右材窝","业右","材窝","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"业右过来","业右","过来","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"丛林外星人","丛林","外星人","unrelated","word","word",0.925184288332667,-0.369387616915092,0.489597826369442,0.130850523113121,14,16,17,1,0.941176470588235,16,17,1,0.941176470588235,FALSE,FALSE,FALSE
"丛林嫂隐","丛林","嫂隐","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"丛林断聚","丛林","断聚","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"丛林树木","丛林","树木","related","word","word",0.486622667698005,-0.576372968852197,0.364962303259365,0.0860224398373861,18,21,22,1,0.954545454545455,20,23,0,0.869565217391304,FALSE,FALSE,FALSE
"丛林森林","丛林","森林","related","word","word",0.846732399538885,-0.639164475291251,0.352973933354483,0.0831967539523478,18,20,20,1,1,17,20,1,0.85,FALSE,FALSE,FALSE
"丛林蝙蝠侠","丛林","蝙蝠侠","unrelated","word","word",0.800457653973775,-0.446603513855763,0.649227826820748,0.12984556536415,25,29,30,0,0.966666666666667,24,30,0,0.8,FALSE,FALSE,FALSE
"东有心子","东有","心子","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"东有通常","东有","通常","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"丝绸棉花","丝绸","棉花","related","word","word",0.86193301522311,-0.664771370917473,0.369754297354262,0.098820992713356,14,15,16,0,0.9375,14,16,0,0.875,FALSE,FALSE,FALSE
"丝绸缠称","丝绸","缠称","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"丝绸长度","丝绸","长度","unrelated","word","word",0.877462568341886,-0.527930317184007,0.542977156587102,0.0783720018798453,48,50,51,1,0.980392156862745,50,51,1,0.980392156862745,TRUE,TRUE,FALSE
"两个四个","两个","四个","related","word","word",0.892175836689667,-0.825704880948226,0.560707000541555,0.0909586864658182,38,40,41,1,0.975609756097561,38,41,1,0.926829268292683,FALSE,FALSE,FALSE
"两个有趣","两个","有趣","unrelated","word","word",0.680682614851912,-0.687151612629711,0.463309670658231,0.112369100558472,17,17,18,1,0.944444444444444,18,18,1,1,FALSE,FALSE,FALSE
"两个泛僧","两个","泛僧","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"个拿团体","个拿","团体","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"个拿霄炮","个拿","霄炮","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"中断打扰","中断","打扰","related","word","word",0.805908809104429,-0.346046306602226,1.19645074502279,0.140033967761132,73,77,78,2,0.987179487179487,61,77,3,0.792207792207792,FALSE,TRUE,TRUE
"中断挫伤","中断","挫伤","unrelated","word","word",NA,0.0559198417877686,0.821440597246123,0.0988898270587583,69,72,79,1,0.911392405063291,68,79,1,0.860759493670886,FALSE,TRUE,TRUE
"中断然分","中断","然分","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"中柳撑瞇","中柳","撑瞇","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"中柳玩具","中柳","玩具","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"义混分准","义混","分准","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"义混引擎","义混","引擎","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"主人夫人","主人","夫人","related","word","word",0.806848022861674,-0.653254176152559,0.257725333318126,0.068879992654896,14,17,19,0,0.894736842105263,18,19,0,0.947368421052632,FALSE,FALSE,FALSE
"主人打缺","主人","打缺","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"主人沃森","主人","沃森","unrelated","word","word",0.721050754864093,0.777429589017342,0.736512719759997,0.368256359879999,4,6,14,1,0.428571428571429,14,14,1,1,FALSE,FALSE,FALSE
"主支击泻","主支","击泻","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"主支知道","主支","知道","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"主教中午","主教","中午","unrelated","word","word",0.864744834734799,-0.530379519625908,0.342314700006261,0.088385275485749,15,16,17,0,0.941176470588235,14,17,0,0.823529411764706,FALSE,FALSE,FALSE
"主教红衣主教","主教","红衣主教","related","word","word",0.926148219962922,0.702777729617118,1.89485061700111,0.446620573538999,18,19,23,0,0.826086956521739,14,22,1,0.636363636363636,FALSE,FALSE,FALSE
"主教转管","主教","转管","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"主水准备","主水","准备","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"主水接迈","主水","接迈","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"乐观切实","乐观","切实","related","word","word",0.960287248853268,0.666854542189614,2.37976451323315,0.519307191336222,21,21,25,1,0.84,26,26,0,1,FALSE,FALSE,FALSE
"乐观还爹","乐观","还爹","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"乐观迷人","乐观","迷人","unrelated","word","word",0.919294923090913,-0.603055228308779,0.479362705007558,0.13838009338779,12,13,13,2,1,13,13,2,1,FALSE,FALSE,FALSE
"乐趣包裹","乐趣","包裹","unrelated","word","word",0.88535036461879,-0.550169538169581,0.413511626868469,0.119370524542775,12,14,15,0,0.933333333333333,13,15,0,0.866666666666667,FALSE,FALSE,FALSE
"乐趣喜悦","乐趣","喜悦","related","word","word",0.885646578461847,-0.6000455580746,0.522122713936299,0.15072384472057,12,16,17,0,0.941176470588235,15,17,0,0.88235294117647,FALSE,FALSE,FALSE
"乐趣钟调","乐趣","钟调","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"乘客司机","乘客","司机","related","word","word",0.581192351119774,-0.223819020765365,1.11158185948487,0.320886042899948,12,14,14,0,1,12,14,0,0.857142857142857,FALSE,FALSE,FALSE
"乘客声响","乘客","声响","unrelated","word","word",NA,0.253318700600193,1.38173227072863,0.52224570954579,7,9,9,2,1,10,10,1,1,FALSE,FALSE,FALSE
"乘客母室","乘客","母室","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"乘瞒炸药","乘瞒","炸药","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"乘瞒遮力","乘瞒","遮力","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"九月代弱","九月","代弱","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"九月十月","九月","十月","related","word","word",0.940836540463842,-1.00642599360503,0.358493452782647,0.126746575736795,8,11,12,0,0.916666666666667,10,11,1,0.909090909090909,FALSE,FALSE,FALSE
"九月消失","九月","消失","unrelated","word","word",0.864334345433171,-0.768498802870924,0.183979078973359,0.0695375556288888,7,9,9,0,1,8,9,0,0.888888888888889,FALSE,FALSE,FALSE
"习讳卫犯","习讳","卫犯","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"习讳危险","习讳","危险","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"书止幻觉","书止","幻觉","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"书止掠庶","书止","掠庶","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"乳踪余水","乳踪","余水","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"乳踪音乐","乳踪","音乐","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"了病湿润","了病","湿润","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"了病片赶","了病","片赶","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"事故到法","事故","到法","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"事故意外","事故","意外","related","word","word",0.852677932872109,-0.555201026304968,0.550520151254581,0.0532207918172742,107,112,113,1,0.991150442477876,104,112,2,0.928571428571429,TRUE,TRUE,TRUE
"事故灰尘","事故","灰尘","unrelated","word","word",0.876689424616835,-0.401667460961534,0.348684001451644,0.10513218211044,11,16,19,0,0.842105263157895,17,19,0,0.894736842105263,FALSE,FALSE,FALSE
"事敌来衣","事敌","来衣","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"事敌蚂蚁","事敌","蚂蚁","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"事活吸引","事活","吸引","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"事活涉将","事活","涉将","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"于守东方","于守","东方","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"于守粗寄","于守","粗寄","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"于阴捞案","于阴","捞案","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"于阴男孩","于阴","男孩","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"云朵姿刀","云朵","姿刀","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"云朵手帕","云朵","手帕","unrelated","word","word",0.871478732460048,-0.309894500698352,0.574381960876487,0.181635524328342,10,13,13,0,1,10,13,0,0.769230769230769,FALSE,FALSE,FALSE
"云朵烟雾","云朵","烟雾","related","word","word",0.593104004809998,-0.479134547513314,0.500060075746959,0.12501501893674,16,21,21,1,1,21,22,0,0.954545454545455,FALSE,FALSE,FALSE
"交沫动作","交沫","动作","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"交沫机集","交沫","机集","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"产意尖族","产意","尖族","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"产意山谷","产意","山谷","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"产近夫人","产近","夫人","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"产近用政","产近","用政","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"亲吻可怜","亲吻","可怜","unrelated","word","word",0.806440121123384,-0.80958308331794,0.426259862459335,0.161111084279428,7,8,9,1,0.888888888888889,8,9,1,0.888888888888889,FALSE,FALSE,FALSE
"亲吻拥抱","亲吻","拥抱","related","word","word",0.902884525348094,-0.641575949094618,0.75391556839011,0.139998606429146,29,30,30,1,1,28,30,1,0.933333333333333,FALSE,FALSE,FALSE
"亲吻黠焊收","亲吻","黠焊收","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"亲戚天国","亲戚","天国","unrelated","word","word",0.907786883485672,0.592694392146032,1.90579248271347,0.462222570984456,17,19,19,0,1,17,19,0,0.894736842105263,FALSE,FALSE,FALSE
"亲戚表哥","亲戚","表哥","related","word","word",0.897224823618753,-0.299443345845632,1.19869577924378,0.309501919345351,15,19,19,0,1,18,19,0,0.947368421052632,FALSE,FALSE,FALSE
"亲戚进山","亲戚","进山","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"亲灯满镇","亲灯","满镇","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"亲灯能力","亲灯","能力","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"亲紧坚定","亲紧","坚定","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"亲紧晋同","亲紧","晋同","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"人短工警","人短","工警","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"人短录制","人短","录制","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"人群提升","人群","提升","unrelated","word","word",0.880242847254877,-0.613207456975273,0.357990138853125,0.103342851517042,12,18,18,0,1,18,18,0,1,FALSE,FALSE,FALSE
"人群王损","人群","王损","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
