"word_combo","pl_cue","pl_target","type","cue_type","target_type","pl_cosine","M_Z","SD_Z","SE_Z","sampleN","target_correct","target_answeredN","target_timeoutN","target_prop_correct","cue_correct","cue_answeredN","cue_timeoutN","cue_prop_correct","done_both","done_totalN","done"
"palićmożliwość","palić","możliwość","unrelated","word","word",0.0912466523485367,-0.24439271770442,1.11993519997037,0.19206730224621,34,37,39,0,0.948717948717949,32,37,2,0.864864864864865,FALSE,FALSE,FALSE
"palićświętazja","palić","świętazja","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pan młodypanna młoda","pan młody","panna młoda","related","word","word",NA,-0.573122113782035,0.412187031856801,0.0706894927775316,34,36,36,1,1,34,36,1,0.944444444444444,FALSE,FALSE,FALSE
"pan młodyuszczękane","pan młody","uszczękane","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pan młodywyrok","pan młody","wyrok","unrelated","word","word",NA,-0.476761326296527,0.520023539184969,0.0742890770264241,49,54,56,0,0.964285714285714,55,56,0,0.982142857142857,TRUE,TRUE,FALSE
"pańbaalpię","pańba","alpię","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pańbastatek","pańba","statek","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pansadoft","pansa","doft","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pansaprzeszłość","pansa","przeszłość","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"papierdługopis","papier","długopis","related","word","word",0.516262691167022,-0.620337703995185,0.473934167534507,0.070649934364462,45,49,49,2,1,47,49,2,0.959183673469388,FALSE,FALSE,FALSE
"papierzagrożenie","papier","zagrożenie","unrelated","word","word",0.0283420842847956,-0.576466972762855,0.430807738723909,0.0861615477447818,25,25,25,0,1,24,25,0,0.96,FALSE,FALSE,FALSE
"papierziwasz","papier","ziwasz","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"paranoicznypokojówka","paranoiczny","pokojówka","unrelated","word","word",0.115312421312191,-0.0638051061716256,0.903617558334113,0.127790820619456,50,51,52,2,0.980769230769231,46,52,2,0.884615384615385,FALSE,TRUE,TRUE
"paranoicznyzagaj","paranoiczny","zagaj","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"paranoicznyzwariowany","paranoiczny","zwariowany","related","word","word",0.556164330595742,-0.223502109125248,0.613839947075599,0.110248909090612,31,33,33,1,1,31,33,1,0.93939393939394,FALSE,FALSE,FALSE
"parlamentsenat","parlament","senat","related","word","word",0.551604118988186,-0.205853225236305,0.772655894100571,0.116482258763099,44,50,51,2,0.980392156862745,48,51,2,0.941176470588235,FALSE,TRUE,FALSE
"parlamentzamózgachnie","parlament","zamózgachnie","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"parlamentzamrozić","parlament","zamrozić","unrelated","word","word",0.0889605012390222,-0.156763368687158,0.671313376100308,0.100073489544345,45,48,49,0,0.979591836734694,39,49,0,0.795918367346939,FALSE,FALSE,FALSE
"parlazłambudynek","parlazłam","budynek","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"parlazłamćwierćdopodobne","parlazłam","ćwierćdopodobne","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pasatrowkogranta","pasatrow","kogranta","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pasatrowwynik","pasatrow","wynik","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pasażerkierowca","pasażer","kierowca","related","word","word",0.563852310457048,-0.516800272005162,0.564687860684443,0.084178696170623,45,47,50,1,0.94,46,49,2,0.938775510204082,TRUE,TRUE,FALSE
"pasażeruczciwość","pasażer","uczciwość","unrelated","word","word",0.065528037184069,-0.436254941802078,0.556982171801838,0.083029999893625,45,50,50,0,1,49,50,0,0.98,TRUE,TRUE,FALSE
"pasażerwrażlina","pasażer","wrażlina","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pastoliwej","pasto","liwej","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pastonerwowy","pasto","nerwowy","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"patrzyćmedaność","patrzyć","medaność","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"patrzyćoglądać","patrzyć","oglądać","related","word","word",0.556748066177956,0.260958239803552,1.48666468516507,0.262807670057695,32,35,35,0,1,30,35,0,0.857142857142857,FALSE,FALSE,FALSE
"patrzyćprawdopodobne","patrzyć","prawdopodobne","unrelated","word","word",0.0748103840968565,0.319419699238289,1.07502499625703,0.260731859396881,17,19,21,1,0.904761904761905,19,21,1,0.904761904761905,FALSE,FALSE,FALSE
"paznokiećpolityka","paznokieć","polityka","unrelated","word","word",0.0750939927595641,-0.565123048613756,0.670253483262918,0.0977665186375798,47,49,51,0,0.96078431372549,43,50,1,0.86,FALSE,TRUE,FALSE
"paznokiećtruczynka","paznokieć","truczynka","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"paznokiećząb","paznokieć","ząb","related","word","word",0.495511116331737,-0.518088122537174,0.645477178860378,0.0941525232065541,47,49,51,1,0.96078431372549,47,51,1,0.92156862745098,FALSE,TRUE,FALSE
"pazowynawrzeć","pazowy","nawrzeć","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pazowyżółty","pazowy","żółty","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pękaćotwór","pękać","otwór","related","word","word",0.144560145811848,-0.368127688784543,0.925549242935225,0.142815348739783,42,43,44,0,0.977272727272727,40,44,0,0.909090909090909,FALSE,FALSE,FALSE
"pękaćpsychologia","pękać","psychologia","unrelated","word","word",0.0572444430713448,-0.495267186353254,0.454885332610329,0.0992641175815237,21,24,24,0,1,19,24,0,0.791666666666667,FALSE,FALSE,FALSE
"pękaćspłów","pękać","spłów","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pęlessamoupiorny","pęles","samoupiorny","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pęlesunikalny","pęles","unikalny","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"permaokrucieństwo","perma","okrucieństwo","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"permasyścid","perma","syścid","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pertyzpaerekcja","pertyzpa","erekcja","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
