"word_combo","pl_cue","pl_target","type","cue_type","target_type","pl_cosine","M_Z","SD_Z","SE_Z","sampleN","target_correct","target_answeredN","target_timeoutN","target_prop_correct","cue_correct","cue_answeredN","cue_timeoutN","cue_prop_correct","done_both","done_totalN","done"
"jośinfekcja","joś","infekcja","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"jośtradystansny","joś","tradystansny","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"jurysdykcjaautorytet","jurysdykcja","autorytet","related","word","word",0.34374143953233,-0.102587178412878,0.50559278608195,0.10111855721639,25,28,29,1,0.96551724137931,13,29,1,0.448275862068966,FALSE,FALSE,FALSE
"jurysdykcjacebula","jurysdykcja","cebula","unrelated","word","word",0.119752738811379,-0.226949420530071,0.903586410755953,0.137795635812252,43,44,44,2,1,24,44,2,0.545454545454545,FALSE,FALSE,FALSE
"jurysdykcjatraczalny","jurysdykcja","traczalny","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"juśneelement","juśne","element","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"juśnewytron","juśne","wytron","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"jutrorano","jutro","rano","related","word","word",0.560410837706443,-0.753848099438766,0.440925284164866,0.0636420828762744,48,49,50,0,0.98,46,50,0,0.92,TRUE,TRUE,FALSE
"jutrorodzic","jutro","rodzic","unrelated","word","word",0.121250820121134,-0.658676648484931,0.375927610207265,0.0542604767372443,48,49,49,1,1,48,49,1,0.979591836734694,FALSE,FALSE,FALSE
"jutrosponcja","jutro","sponcja","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"jużdziedzinisz","już","dziedzinisz","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"jużjeszcze","już","jeszcze","related","word","word",0.449119609408773,-0.503173569686973,0.747421506824631,0.155848157549194,23,25,25,1,1,25,25,1,1,FALSE,FALSE,FALSE
"jużpomidor","już","pomidor","unrelated","word","word",0.101287797479931,-0.588285477292325,0.567519455229673,0.0810742078899533,49,51,51,1,1,49,51,1,0.96078431372549,TRUE,TRUE,FALSE
"jyrnyphon","jyrny","phon","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"jyrnypiękno","jyrny","piękno","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kabeldezorientacja","kabel","dezorientacja","unrelated","word","word",0.0917956840374701,0.797481783683024,1.33688861100846,0.236330750633787,32,37,40,3,0.925,41,41,2,1,FALSE,FALSE,FALSE
"kabelprzewód","kabel","przewód","related","word","word",0.677090179056082,-0.674167357940662,0.580859716790582,0.0885802763743654,43,45,46,2,0.978260869565217,43,47,1,0.914893617021277,FALSE,FALSE,FALSE
"kabelzbawignąć","kabel","zbawignąć","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kabinadetakesyw","kabina","detakesyw","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kabinakamień","kabina","kamień","unrelated","word","word",0.0492338313070197,-0.635405031869701,0.670233282670021,0.0977635720782686,47,50,50,0,1,46,50,0,0.92,FALSE,TRUE,FALSE
"kabinapokład","kabina","pokład","related","word","word",0.335125326344161,-0.290095294338845,1.00671676915107,0.14530704941677,48,51,52,0,0.980769230769231,50,52,0,0.961538461538462,FALSE,TRUE,FALSE
"kacwoj liachgoły","kacwoj liach","goły","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kacwoj liachzioma","kacwoj liach","zioma","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kaczworakapitaśmach","kaczwora","kapitaśmach","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kaczworapoinformować","kaczwora","poinformować","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kadonnalusznik","kadon","nalusznik","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kadonoglądać","kadon","oglądać","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kaela zywitezakachów","kaela zywite","zakachów","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kaela zywitezaufanie","kaela zywite","zaufanie","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kajkabadacz","kajka","badacz","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kajkaprowent","kajka","prowent","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kakoczetikchwata","kakoczetik","chwata","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kakoczetikpotroić","kakoczetik","potroić","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kałąbar","kałą","bar","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kałąpamste","kałą","pamste","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kalendarzharmonogram","kalendarz","harmonogram","related","word","word",0.460917012422089,0.0330645117100877,1.05030775004554,0.182835111160031,33,37,38,0,0.973684210526316,38,38,0,1,FALSE,FALSE,FALSE
"kalendarzksiążę","kalendarz","książę","unrelated","word","word",0.114329081468434,-0.575200232770524,0.469062175442231,0.0871026592948086,29,33,33,1,1,33,33,1,1,FALSE,FALSE,FALSE
"kalendarzsymcii","kalendarz","symcii","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kalenmiaćcygaro","kalenmiać","cygaro","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kalenmiaćoświecedura","kalenmiać","oświecedura","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kaliberkrzesło","kaliber","krzesło","unrelated","word","word",0.0850253625736912,-0.687755725853511,0.412207544928366,0.0740346606045746,31,32,33,1,0.96969696969697,28,33,1,0.848484848484849,FALSE,FALSE,FALSE
"kaliberpocisk","kaliber","pocisk","related","word","word",0.557709878018765,-0.606253547517046,0.471457132359334,0.0808542311549703,34,36,37,0,0.972972972972973,28,37,0,0.756756756756757,FALSE,FALSE,FALSE
"kaliberzamiępamiesz","kaliber","zamiępamiesz","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kaliengabinet","kalien","gabinet","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kalieninfragment","kalien","infragment","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kalisciegrudzień","kaliscie","grudzień","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kaliscieskóka","kaliscie","skóka","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kamedyczczliny","kamedycz","czliny","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kamedyczstal","kamedycz","stal","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kamerabudować","kamera","budować","unrelated","word","word",0.117563029466962,-0.464672351706382,0.825959941757545,0.121781149518317,46,47,50,1,0.94,48,50,1,0.96,FALSE,TRUE,FALSE
"kamerakogranta","kamera","kogranta","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kameramikrofon","kamera","mikrofon","related","word","word",0.472997854408749,-0.539402120571857,0.502070155610012,0.0756899238451709,44,49,50,0,0.98,48,50,0,0.96,TRUE,TRUE,FALSE
"kampaniaelekcja","kampania","elekcja","related","word","word",0.496093600672078,0.422701151415573,1.32266793775028,0.20409209368232,42,46,52,0,0.884615384615385,48,49,3,0.979591836734694,FALSE,TRUE,FALSE
"kampaniakoniak","kampania","koniak","unrelated","word","word",0.0738319974957082,-0.328701590548858,0.594969227095986,0.0952713239057198,39,41,43,1,0.953488372093023,43,43,1,1,FALSE,FALSE,FALSE
"kampaniapolining","kampania","polining","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kanał telewizyjnyczibiokiczny","kanał telewizyjny","czibiokiczny","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kanał telewizyjnyprzechadzka","kanał telewizyjny","przechadzka","unrelated","word","word",NA,0.138488419709322,1.06277135026374,0.162071111505672,43,44,49,0,0.897959183673469,46,49,0,0.938775510204082,FALSE,FALSE,FALSE
"kanał telewizyjnywiadomości","kanał telewizyjny","wiadomości","related","word","word",NA,-0.487036890217376,1.18046527345729,0.168637896208184,49,49,50,0,0.98,48,50,0,0.96,FALSE,TRUE,FALSE
"kanapkahamburger","kanapka","hamburger","related","word","word",0.525409847062117,-0.0731162788293858,0.690727827312645,0.105335006154125,43,46,50,0,0.92,50,50,0,1,FALSE,TRUE,FALSE
"kanapkareputastycz","kanapka","reputastycz","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kanapkaużyć","kanapka","użyć","unrelated","word","word",0.0995018513352057,-0.307682447720352,1.22922502934176,0.191972697039935,41,42,42,0,1,41,42,0,0.976190476190476,FALSE,FALSE,FALSE
"kancbaszłwozan","kancbasz","łwozan","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kancbaszwiedział","kancbasz","wiedział","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kancleciekardynał","kanclecie","kardynał","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kanclecieklaczpiernia","kanclecie","klaczpiernia","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kanclerzprezydent","kanclerz","prezydent","related","word","word",0.485952246806421,-0.596995688317731,0.519661865132388,0.0758004735393158,47,50,50,2,1,46,50,2,0.92,TRUE,TRUE,FALSE
"kanclerzsznubuszny","kanclerz","sznubuszny","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kanclerztechnika","kanclerz","technika","unrelated","word","word",0.0999554480403491,-0.616341054091853,0.53071254679625,0.072220829985764,54,58,58,3,1,58,58,3,1,TRUE,TRUE,TRUE
"kandydatociężale","kandydat","ociężale","unrelated","word","word",0.0978926722708418,0.824500028190495,1.15507112988053,0.218287925446734,28,28,38,1,0.736842105263158,36,38,1,0.947368421052632,FALSE,FALSE,FALSE
"kandydatwyborca","kandydat","wyborca","related","word","word",0.619506100825892,-0.413726367968874,0.671909924491156,0.103677952221762,42,44,44,0,1,43,44,0,0.977272727272727,FALSE,FALSE,FALSE
"kandydatzwiąwowy","kandydat","zwiąwowy","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kandyoperfotograf","kandyoper","fotograf","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kandyopersgiuk","kandyoper","sgiuk","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kapłannauty","kapłanna","uty","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kapłannaw środku","kapłanna","w środku","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kapsułainprzedracja","kapsuła","inprzedracja","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kapsułarealistyczny","kapsuła","realistyczny","unrelated","word","word",0.113684543126207,0.114060471320983,1.00806214182369,0.141156934065834,51,56,59,3,0.949152542372881,56,60,2,0.933333333333333,FALSE,TRUE,TRUE
"kapsułasonda","kapsuła","sonda","related","word","word",0.527301884811835,-0.138486109439974,1.00221049973497,0.152835668381909,43,46,48,1,0.958333333333333,44,48,1,0.916666666666667,FALSE,FALSE,FALSE
"karabincyrk","karabin","cyrk","unrelated","word","word",0.142262952225247,-0.39697386801234,0.56227200527188,0.0725890037485547,60,62,63,3,0.984126984126984,62,63,3,0.984126984126984,TRUE,TRUE,TRUE
"karabinpistolet","karabin","pistolet","related","word","word",0.710484482894588,-0.63626202368413,0.420819699833882,0.0634409567608624,44,48,49,3,0.979591836734694,43,49,3,0.877551020408163,FALSE,FALSE,FALSE
"karabintechpota","karabin","techpota","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"karaćaresztować","karać","aresztować","related","word","word",0.478421662489045,-0.224461665191526,0.624142733860878,0.086553024236295,52,54,55,2,0.981818181818182,50,55,2,0.909090909090909,TRUE,TRUE,TRUE
"karaćprosztor","karać","prosztor","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"karaćwyścigi","karać","wyścigi","unrelated","word","word",0.0882071327428743,-0.203304347215198,0.847766222940079,0.126377526901484,45,47,50,0,0.94,47,50,0,0.94,FALSE,TRUE,FALSE
"karasepremin","kara","sepremin","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"karauwięzienie","kara","uwięzienie","related","word","word",0.344964828578461,-0.203795817167293,0.917894583822806,0.143351050172784,41,44,44,1,1,44,44,1,1,FALSE,FALSE,FALSE
"karawschód","kara","wschód","unrelated","word","word",0.0318217814387197,-0.534734809987038,0.870278258681827,0.161606615554058,29,31,31,1,1,29,31,1,0.935483870967742,FALSE,FALSE,FALSE
"karaznaćpodejrzany","karaznać","podejrzany","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"karaznaćsysra","karaznać","sysra","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"karchiflota","karchi","flota","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"karchitworny","karchi","tworny","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"karierahalucinocta","kariera","halucinocta","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"karierareputacja","kariera","reputacja","related","word","word",0.578968359786101,-0.243917345225417,0.867670929375903,0.123952989910843,49,51,51,2,1,48,51,2,0.941176470588235,FALSE,TRUE,FALSE
"karierazamek","kariera","zamek","unrelated","word","word",0.0433385155355364,-0.574248354448792,0.711505645954208,0.0875802908007167,66,71,76,0,0.93421052631579,71,76,0,0.93421052631579,TRUE,TRUE,TRUE
"karmićjeść","karmić","jeść","related","word","word",0.463307619767558,-0.598747486994033,0.420373985818846,0.0896240349138412,22,24,25,0,0.96,24,25,0,0.96,FALSE,FALSE,FALSE
"karmićnauwyż","karmić","nauwyż","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"karmićsłoneczny","karmić","słoneczny","unrelated","word","word",0.116722278690111,-0.541423897749318,0.645111971241755,0.0951165709788261,46,51,51,1,1,51,51,1,1,FALSE,TRUE,FALSE
"karnanychwysłać","karnanych","wysłać","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"karnanychzłanić","karnanych","złanić","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"karnawałfestiwal","karnawał","festiwal","related","word","word",0.512403735808307,-0.368507108767971,0.833642295246733,0.131810420341512,40,42,43,1,0.976744186046512,43,44,0,0.977272727272727,FALSE,FALSE,FALSE
"karnawałgodny","karnawał","godny","unrelated","word","word",0.128708185610927,-0.29414171467964,0.863940430848295,0.143990071808049,36,42,43,1,0.976744186046512,39,43,1,0.906976744186046,FALSE,FALSE,FALSE
"karnawałstripsymalny","karnawał","stripsymalny","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"karolentiatruskawka","karolentia","truskawka","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"karolentiaurudny","karolentia","urudny","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"karontgazeta","karont","gazeta","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"karontmukój","karont","mukój","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"karstwampir","karst","wampir","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"karstwaniczej","karst","waniczej","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kaskanaliza","kask","analiza","unrelated","word","word",0.066281109461775,-0.430834677288153,0.537770483248476,0.0820092298624665,43,48,50,3,0.96,43,50,3,0.86,TRUE,TRUE,FALSE
"kaskczapka","kask","czapka","related","word","word",0.391563499447675,-0.543594305149062,0.647270795214934,0.0934254919639814,48,50,50,0,1,42,50,0,0.84,FALSE,TRUE,FALSE
"kasksiecjach","kask","siecjach","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kaśrodkagwiazda","kaśrodka","gwiazda","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kaśrodkaskledemia","kaśrodka","skledemia","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kaszelgorączka","kaszel","gorączka","related","word","word",0.467725661699315,-0.618140883107306,0.606133714473278,0.0802843717527881,57,63,66,1,0.954545454545455,63,66,1,0.954545454545455,TRUE,TRUE,TRUE
"kaszelinfromacje","kaszel","infromacje","unrelated","word","word",0.121397605397047,-0.320478904117751,0.902512365502116,0.14094875127145,41,47,63,1,0.746031746031746,59,63,1,0.936507936507937,FALSE,TRUE,FALSE
"kaszelpęż","kaszel","pęż","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"katniejfunkcjonalny","katniej","funkcjonalny","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"katniejmupeje","katniej","mupeje","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"katolikchrześcijanin","katolik","chrześcijanin","related","word","word",0.547415513424413,0.0792441382194331,1.10101979930876,0.162336512975356,46,48,50,1,0.96,48,51,0,0.941176470588235,FALSE,TRUE,FALSE
"katolikczyowyszczający","katolik","czyowyszczający","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"katoliksugerować","katolik","sugerować","unrelated","word","word",0.116964662898989,0.114228204368955,0.875951323752031,0.126432683141311,48,49,50,1,0.98,48,50,1,0.96,FALSE,TRUE,FALSE
"kawaleriaakcent","kawaleria","akcent","unrelated","word","word",0.124809685194507,-0.454185011540793,0.594099485885909,0.0866583164576516,47,48,50,1,0.96,48,50,1,0.96,TRUE,TRUE,FALSE
"kawaleriaartyleria","kawaleria","artyleria","related","word","word",0.684101154665685,0.238997838978277,0.892930273543754,0.109912118711084,66,72,76,0,0.947368421052632,71,76,0,0.93421052631579,FALSE,TRUE,TRUE
"kawaleriaplatypr","kawaleria","platypr","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"keczupmajonez","keczup","majonez","related","word","word",0.545675449069209,-0.638363452686381,0.579078224246571,0.0863238849136799,45,50,50,0,1,46,50,0,0.92,TRUE,TRUE,FALSE
"keczupmianam","keczup","mianam","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"keczupprzeszłość","keczup","przeszłość","unrelated","word","word",0.147676855340356,-0.392543383600013,0.78220234838101,0.117921440896121,44,50,50,2,1,45,50,2,0.9,FALSE,TRUE,FALSE
"kedruklipiec","kedruk","lipiec","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kedrukposchylić","kedruk","poschylić","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kelnerkelnerka","kelner","kelnerka","related","word","word",0.700065792925052,-0.659187069858363,0.597672362065305,0.08133290669022,54,59,60,2,0.983333333333333,56,60,2,0.933333333333333,TRUE,TRUE,TRUE
"kelnersugniarz","kelner","sugniarz","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kelnerzabić","kelner","zabić","unrelated","word","word",0.0732971556175579,-0.563492193046452,0.492447504367495,0.0601620379832261,67,73,75,1,0.973333333333333,70,75,1,0.933333333333333,TRUE,TRUE,TRUE
"keszinfromacje","kesz","infromacje","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kesznieodpochrzony","kesz","nieodpochrzony","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kiekiethalucynacja","kiekiet","halucynacja","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kiekietwatpork","kiekiet","watpork","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kiękikomeżysz","kięki","komeżysz","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kiękiokrutny","kięki","okrutny","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kieliszekbutelka","kieliszek","butelka","related","word","word",0.531096169523949,-0.649121305122145,0.392397484063269,0.0578558526405484,46,49,50,0,0.98,47,50,0,0.94,TRUE,TRUE,FALSE
"kieliszekgłupi","kieliszek","głupi","unrelated","word","word",0.147529701085932,-0.506444640486778,0.500925733098563,0.081260884304218,38,42,43,3,0.976744186046512,43,43,3,1,FALSE,FALSE,FALSE
"kieliszekopły","kieliszek","opły","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kierownictwoadministracyjny","kierownictwo","administracyjny","related","word","word",0.401107851969667,-0.138861646659141,0.645612406064476,0.09417224812153,47,49,50,2,0.98,50,50,2,1,FALSE,TRUE,FALSE
"kierownictwoprawdopodobnie","kierownictwo","prawdopodobnie","unrelated","word","word",0.117493292585207,0.0353150917073665,1.09049853861077,0.155785505515824,49,51,51,3,1,50,51,3,0.980392156862745,FALSE,TRUE,FALSE
"kierownictwoprawiuczciwy","kierownictwo","prawiuczciwy","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kieszeńkról","kieszeń","król","unrelated","word","word",0.0644537935646726,-0.685530249108071,0.695621450215245,0.100404307883962,48,49,50,1,0.98,47,50,1,0.94,FALSE,TRUE,FALSE
"kieszeńportfel","kieszeń","portfel","related","word","word",0.451952992698378,-0.506519098964171,0.582374171597743,0.0970623619329572,36,37,38,1,0.973684210526316,36,38,1,0.947368421052632,FALSE,FALSE,FALSE
"kieszeńroznas","kieszeń","roznas","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kijbeł","kij","beł","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kijmłot","kij","młot","related","word","word",0.488160846452469,-0.679828206158846,0.479836055766444,0.0799726759610741,36,38,40,1,0.95,35,40,1,0.875,FALSE,FALSE,FALSE
"kijpoznać","kij","poznać","unrelated","word","word",0.117671657040699,-0.605527950549253,0.535882357228986,0.0781664754810777,47,49,50,3,0.98,47,50,3,0.94,TRUE,TRUE,FALSE
"kilogramgram","kilogram","gram","related","word","word",0.360520127259289,-0.345685874389486,0.906249801048762,0.135095743982713,45,51,51,2,1,47,51,2,0.92156862745098,FALSE,TRUE,FALSE
"kilogramintymny","kilogram","intymny","unrelated","word","word",0.12409289100719,-0.197688149016364,0.964230037393892,0.148783924903951,42,49,51,3,0.96078431372549,50,51,3,0.980392156862745,FALSE,TRUE,FALSE
"kilogramwykrzyca","kilogram","wykrzyca","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kilometrdemostraczysz","kilometr","demostraczysz","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kilometrhonor","kilometr","honor","unrelated","word","word",0.132527278412054,-0.608852049156067,0.452086158903387,0.0922817007573411,24,24,27,0,0.888888888888889,23,27,0,0.851851851851852,FALSE,FALSE,FALSE
"kilometrmetr","kilometr","metr","related","word","word",0.561549981856873,-0.553553704943566,0.44270091383874,0.0638983729438224,48,50,50,2,1,46,50,2,0.92,TRUE,TRUE,FALSE
"kilostejarmia","kilostej","armia","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kilostejwłaścignąć","kilostej","właścignąć","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
