"url_lab","timestamp","uuid","url_special_code","keep","n_trials","correct.y","n_answered","start","end","study_length"
"1594",2023-01-07 18:47:26,"8ec8bad3-de9e-49ce-8383-fcc087462810",NA,"keep",800,0.98,799,2023-01-07 18:49:09,2023-01-07 19:09:36,20.4444166660309
"101",2023-01-03 21:21:40,"93eddbd2-2d0a-4a65-8c27-fe147841fa08",NA,"keep",800,0.9525,799,2023-01-03 21:23:11,2023-01-03 21:42:37,19.4253833333651
"101",2023-01-02 11:04:31,"1e2ee79f-fd9c-4953-8b03-f21690279263",NA,"keep",800,0.97,800,2023-01-02 11:18:47,2023-01-02 11:35:36,16.8186500032743
"1594",2023-01-04 11:50:01,"8f310eae-0f58-4090-aebf-e908b4686b2e",NA,"exclude",200,0.53,200,2023-01-04 11:50:53,2023-01-04 11:55:01,4.1343333363533
"101",2023-01-07 01:37:27,"929f7326-1783-447b-9324-68546b8ed66d",NA,"keep",800,0.9375,799,2023-01-07 01:38:42,2023-01-07 02:34:20,55.6311499993006
"1594",2023-01-06 18:29:59,"1322ca26-ce70-4947-b30b-2bbb6c334f7c",NA,"keep",800,0.9975,800,2023-01-06 18:31:15,2023-01-06 18:49:53,18.6314999977748
"365",2023-01-07 13:44:12,"b672f295-aed0-462b-bc65-fa900b2cbcd2",NA,"keep",800,0.95875,786,2023-01-07 13:46:41,2023-01-07 14:09:42,23.0039833347003
"365",2023-01-06 22:15:24,"94d75b25-348a-4b32-909a-3464ef106d7d",NA,"keep",800,0.94625,799,2023-01-06 22:16:43,2023-01-06 22:33:52,17.1495666662852
"101",2023-01-01 22:24:56,"745cd4db-9710-4872-94d5-dda967a6bf7d",NA,"keep",800,0.94125,782,2023-01-01 22:27:15,2023-01-01 22:45:12,17.9431499997775
"365",2023-01-05 23:48:48,"b63bf058-2191-415b-9311-6ed74780b979",NA,"keep",800,0.95375,798,2023-01-05 23:49:39,2023-01-06 00:06:43,17.0633333325386
"101",2023-01-04 11:37:40,"756e27c6-6f42-40a3-a32f-1351673b8388",NA,"keep",800,0.9875,800,2023-01-04 11:39:54,2023-01-04 11:58:19,18.4218499978383
"101",2023-01-04 17:33:47,"b4800856-9eb5-4ad7-94a3-86b4eadebddd",NA,"keep",800,0.9675,799,2023-01-04 17:35:07,2023-01-04 17:50:50,15.70321666797
"101",2023-01-04 12:09:10,"beec151a-9c2a-4bae-9cae-6aaeb368bfe5",NA,"keep",800,0.98625,799,2023-01-04 12:11:13,2023-01-04 12:34:10,22.9555666685104
"365",2023-01-04 21:34:20,"5dee85e3-a219-447f-a95b-bb2d72402726",NA,"keep",800,0.9775,794,2023-01-04 21:36:04,2023-01-04 21:58:52,22.7952333331108
"101",2023-01-02 18:31:23,"9e73d31c-d17b-4df0-9e2f-bd03c4299a7a",NA,"keep",800,0.96,796,2023-01-02 18:32:53,2023-01-02 18:53:33,20.6613499999046
"101",2023-01-03 10:07:45,"4fc9fc8d-c384-4760-99a9-f58345498d89",NA,"keep",800,0.9425,795,2023-01-03 10:09:46,2023-01-03 10:33:59,24.2056833346685
