"word_combo","ur_cue","ur_target","type","cue_type","target_type","ur_cosine","M_Z","SD_Z","SE_Z","sampleN","target_correct","target_answeredN","target_timeoutN","target_prop_correct","cue_correct","cue_answeredN","cue_timeoutN","cue_prop_correct","done_both","done_totalN","done"
"سور کا گوشتروانگی","سور کا گوشت","روانگی","unrelated","word","word",NA,-0.443247386119555,0.511353090094679,0.12783827252367,16,19,20,2,0.95,19,20,2,0.95,FALSE,FALSE,FALSE
"سور کا گوشتشاپو","سور کا گوشت","شاپو","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"سور کا گوشتگوشت","سور کا گوشت","گوشت","related","word","word",NA,-0.745404807517225,0.406739865706404,0.101684966426601,16,20,24,0,0.833333333333333,20,23,1,0.869565217391304,FALSE,FALSE,FALSE
"سولتخبریں","سولت","خبریں","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"سولتہیلیڈیاپٹر","سولت","ہیلیڈیاپٹر","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"سوموارغلط","سوموار","غلط","unrelated","word","word",0.107144451696313,-0.993294816342385,0.424361637015868,0.245005305364862,3,6,6,0,1,5,6,0,0.833333333333333,FALSE,FALSE,FALSE
"سوموارگگے ڑگاما","سوموار","گگے ڑگاما","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"سوموارمنگل","سوموار","منگل","related","word","word",0.3137421188528,-0.474051531301214,0.837056217819564,0.341726769946984,6,16,18,1,0.888888888888889,12,17,2,0.705882352941177,FALSE,FALSE,FALSE
"سیاتٹریکاوننگ","سیاتٹ","ریکاوننگ","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"سیاتٹمواد","سیاتٹ","مواد","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"سیارابولنا","سیارا","بولنا","unrelated","word","word",NA,-0.551998780410231,0.749324303106895,0.146954586290438,26,35,36,1,0.972222222222222,27,35,2,0.771428571428571,FALSE,FALSE,FALSE
"سیاراٹوخی","سیارا","ٹوخی","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"سیارامدار","سیارا","مدار","related","word","word",NA,-0.428912283608761,1.22411688728843,0.499743626563447,6,8,11,1,0.727272727272727,8,11,1,0.727272727272727,FALSE,FALSE,FALSE
"سیاسی افراتفریسرمایہ داری","سیاسی افراتفری","سرمایہ داری","related","word","word",NA,-0.62515777605375,0.207562595592005,0.0575675062519515,13,19,20,2,0.95,17,22,0,0.772727272727273,FALSE,FALSE,FALSE
"سیاسی افراتفریطاق","سیاسی افراتفری","طاق","unrelated","word","word",NA,-0.0211221932037638,0.79106300309565,0.204251589119352,15,27,40,2,0.675,34,40,2,0.85,FALSE,FALSE,FALSE
"سیاسی افراتفریفلاب طرما","سیاسی افراتفری","فلاب طرما","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"سیباگربی تاقل","سیب","اگربی تاقل","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"سیبپھل","سیب","پھل","related","word","word",0.430914035422442,-0.888730752167967,0.372088513375396,0.131553155504682,8,21,23,0,0.91304347826087,21,23,0,0.91304347826087,FALSE,FALSE,FALSE
"سیبسیاست","سیب","سیاست","unrelated","word","word",0.131665341767533,-0.59858729226137,0.305376761276897,0.136568639392774,5,6,8,0,0.75,6,8,0,0.75,FALSE,FALSE,FALSE
"سیٹھنروکنا","سیٹھن","روکنا","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"سیٹھنسسے میں ددپوس","سیٹھن","سسے میں ددپوس","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"سیٹی کی آواز نکالنابوتل","سیٹی کی آواز نکالنا","بوتل","unrelated","word","word",NA,-0.558149701681482,0.52762126373727,0.19942209289692,7,12,14,0,0.857142857142857,11,13,1,0.846153846153846,FALSE,FALSE,FALSE
"سیٹی کی آواز نکالناسیاسمہان","سیٹی کی آواز نکالنا","سیاسمہان","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"سیٹی کی آواز نکالناگھنٹی بجانا","سیٹی کی آواز نکالنا","گھنٹی بجانا","related","word","word",NA,-0.303588381288684,0.882347510737031,0.254711786421411,12,17,20,0,0.85,15,20,0,0.75,FALSE,FALSE,FALSE
"سیدھابراہ راست","سیدھا","براہ راست","related","word","word",NA,-0.370928779563159,1.05868819911797,0.334786604115464,10,19,21,2,0.904761904761905,19,22,1,0.863636363636364,FALSE,FALSE,FALSE
"سیدھاضرورت","سیدھا","ضرورت","unrelated","word","word",0.0837562830038097,-0.827398248974449,0.274399768407655,0.0733364228851114,14,22,25,0,0.88,22,25,0,0.88,FALSE,FALSE,FALSE
"سیدھاکممی","سیدھا","کممی","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"سیدیررحم","سیدیر","رحم","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"سیدیرگخھلا","سیدیر","گخھلا","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"سیزرپٹھا","سیزر","پٹھا","unrelated","word","word",0.07378927224479,0.333333137376529,1.02149858668712,0.25537464667178,16,30,38,0,0.789473684210526,26,37,1,0.702702702702703,FALSE,FALSE,FALSE
"سیزرروم","سیزر","روم","related","word","word",0.389913763293089,-0.791637965496152,0.364429430221358,0.0940952742743452,15,24,30,1,0.8,16,29,2,0.551724137931034,FALSE,FALSE,FALSE
"سیزرلیلڈر","سیزر","لیلڈر","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"سیکرٹریاسسٹنٹ","سیکرٹری","اسسٹنٹ","related","word","word",0.455877037487173,0.504490954634605,1.90089769307786,0.850107291998925,5,10,10,1,1,9,10,1,0.9,FALSE,FALSE,FALSE
"سیکرٹریخالگم","سیکرٹری","خالگم","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"سیکرٹریمصنوعی","سیکرٹری","مصنوعی","unrelated","word","word",0.100531760111493,-0.438731120571498,0.464664727279771,0.2682743053779,3,4,4,0,1,4,4,0,1,FALSE,FALSE,FALSE
"سیکشنپیراگراف","سیکشن","پیراگراف","related","word","word",0.197781726711891,-0.373057467189554,0.50679972589762,0.168933241965873,9,18,20,1,0.9,16,21,0,0.761904761904762,FALSE,FALSE,FALSE
"سیکشنجنگجو","سیکشن","جنگجو","unrelated","word","word",0.136802537354991,0.0112942645610964,0.884668913635291,0.228420531294459,15,23,26,1,0.884615384615385,22,26,1,0.846153846153846,FALSE,FALSE,FALSE
"سیکشنطنقا","سیکشن","طنقا","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"سیکنچھیخھڑک","سیکنچھی","خھڑک","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"سیکنچھیمشینی","سیکنچھی","مشینی","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"سیکنڈروایتی","سیکنڈ","روایتی","unrelated","word","word",0.135450777092006,-0.718618785177941,0.266448579031764,0.0646232726555116,17,34,37,1,0.918918918918919,34,37,1,0.918918918918919,FALSE,FALSE,FALSE
"سیکنڈریانعام","سیکنڈری","انعام","unrelated","word","word",0.142447937602414,-0.444400513360635,1.06625140108013,0.321486893597595,11,21,22,0,0.954545454545455,19,22,0,0.863636363636364,FALSE,FALSE,FALSE
"سیکنڈریپرائمری","سیکنڈری","پرائمری","related","word","word",0.505793618825709,-0.487263194102596,0.456180703897002,0.131688026097024,12,21,22,0,0.954545454545455,19,21,1,0.904761904761905,FALSE,FALSE,FALSE
"سیکنڈریجوڈیو","سیکنڈری","جوڈیو","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"سیکنڈلنصیل","سیکنڈ","لنصیل","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"سیکنڈمنٹ","سیکنڈ","منٹ","related","word","word",0.50475619070324,-0.818742025874901,0.379667712449305,0.126555904149768,9,16,19,1,0.842105263157895,15,19,1,0.789473684210526,FALSE,FALSE,FALSE
"سیکھناڑفعٹ، ججنجی","سیکھنا","ڑفعٹ، ججنجی","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"سیکھناسیکھانا","سیکھنا","سیکھانا","related","word","word",NA,-0.427235409614354,0.555411620200104,0.277705810100052,4,7,10,0,0.7,6,10,0,0.6,FALSE,FALSE,FALSE
"سیکھناکنیت","سیکھنا","کنیت","unrelated","word","word",0.0995702098220173,-0.166896701561583,0.852600753437875,0.257068799557068,11,20,26,2,0.769230769230769,22,25,3,0.88,FALSE,FALSE,FALSE
"سیکورٹیاسٹرشعیری","سیکورٹی","اسٹرشعیری","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"سیکورٹیحفاظت","سیکورٹی","حفاظت","related","word","word",0.331522581202411,-0.47335204524766,1.0357439802953,0.366190796019975,8,22,22,0,1,21,21,1,1,FALSE,FALSE,FALSE
"سیکورٹیسادہ","سیکورٹی","سادہ","unrelated","word","word",0.115773641441288,-0.622683569555318,0.726640357631518,0.187617733585938,15,20,23,0,0.869565217391304,17,23,0,0.739130434782609,FALSE,FALSE,FALSE
"سیکوشییروانگی","سیکوشیی","روانگی","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"سیکوشییہیتسوارٹر","سیکوشیی","ہیتسوارٹر","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"سیگاوچپھل","سیگاوچ","پھل","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"سیگاوچصرس","سیگاوچ","صرس","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"سیماٹریطنپا","سیماٹری","طنپا","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"سیماٹریعرشہ","سیماٹری","عرشہ","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"سیمنٹانیتف","سیمنٹ","انیتف","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"سیمنٹپلاسٹک","سیمنٹ","پلاسٹک","related","word","word",0.354500220072631,-0.674335643425942,0.352461809282957,0.143891931093567,6,11,13,1,0.846153846153846,10,14,0,0.714285714285714,FALSE,FALSE,FALSE
"سیمنٹپیارا","سیمنٹ","پیارا","unrelated","word","word",0.138821591357692,-0.731429255906932,0.509357157465157,0.141270257597324,13,22,24,0,0.916666666666667,19,24,0,0.791666666666667,FALSE,FALSE,FALSE
"سیمینارجنگرٹ","سیمینار","جنگرٹ","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"سیمینارگوشت","سیمینار","گوشت","unrelated","word","word",0.0877599441541532,-0.701325662898078,0.340862737105904,0.139156629706318,6,9,11,0,0.818181818181818,8,11,0,0.727272727272727,FALSE,FALSE,FALSE
"سیمینارلیکچر","سیمینار","لیکچر","related","word","word",0.281358708384088,-0.331956417675279,0.539817545971995,0.20403185428444,7,10,10,0,1,8,10,0,0.8,FALSE,FALSE,FALSE
"سینئرجونیئر","سینئر","جونیئر","related","word","word",0.417096498668968,-0.492784508151308,0.687103972220994,0.157632462032457,19,31,38,1,0.81578947368421,28,36,3,0.777777777777778,FALSE,FALSE,FALSE
"سینئرحقیقی","سینئر","حقیقی","unrelated","word","word",0.0900831825741491,-0.866647188413364,0.409833841527227,0.144898144251817,8,12,13,0,0.923076923076923,11,13,0,0.846153846153846,FALSE,FALSE,FALSE
"سینئرظلضی","سینئر","ظلضی","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"سیناڑاتوجہ مرکوز کرنا","سیناڑا","توجہ مرکوز کرنا","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"سیناڑامشاخلہ ھرما","سیناڑا","مشاخلہ ھرما","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"سینڈوچبہت","سینڈوچ","بہت","unrelated","word","word",0.147430646032155,-0.539072604579167,1.08717082097246,0.362390273657485,9,17,18,0,0.944444444444444,16,18,0,0.888888888888889,FALSE,FALSE,FALSE
"سینڈوچپروگی","سینڈوچ","پروگی","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"سینڈوچہیمبرگر","سینڈوچ","ہیمبرگر","related","word","word",0.497292369177857,1.09550392907325,1.3845940934094,0.619209302821621,5,9,18,1,0.5,16,19,0,0.842105263157895,FALSE,FALSE,FALSE
"سینسرٹرانسمیٹر","سینسر","ٹرانسمیٹر","related","word","word",0.36520636736831,0.234230996021957,1.05408159819893,0.241822903410261,19,31,36,0,0.861111111111111,27,35,1,0.771428571428571,FALSE,FALSE,FALSE
"سینسرحیغدکی","سینسر","حیغدکی","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"سینسرماں","سینسر","ماں","unrelated","word","word",0.113548599507226,-0.995931272346207,0.205534723771789,0.072667498474168,8,22,23,0,0.956521739130435,17,23,0,0.739130434782609,FALSE,FALSE,FALSE
"شؤاظہ ججبیصبیٹا","شؤاظہ ججبیص","بیٹا","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"شؤاظہ ججبیصجنرج","شؤاظہ ججبیص","جنرج","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"شا ندار دروازہدروازہ","شا ندار دروازہ","دروازہ","related","word","word",NA,-0.734349117256521,0.527980407696102,0.152414815255096,12,12,13,0,0.923076923076923,12,13,0,0.923076923076923,FALSE,FALSE,FALSE
"شا ندار دروازہرضاکارانہ","شا ندار دروازہ","رضاکارانہ","unrelated","word","word",NA,0.206778974476769,0.657162614161352,0.232342070407885,8,13,14,0,0.928571428571429,13,14,0,0.928571428571429,FALSE,FALSE,FALSE
"شا ندار دروازہوکو","شا ندار دروازہ","وکو","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"شائستہدوستانہ","شائستہ","دوستانہ","related","word","word",0.26379142938632,-0.353380751646185,0.513830287437533,0.107141021309815,23,40,45,1,0.888888888888889,35,45,1,0.777777777777778,FALSE,FALSE,FALSE
"شائستہفرارہونا","شائستہ","فرارہونا","unrelated","word","word",NA,-0.211343436574025,0.65032496924564,0.187732648027353,12,23,26,1,0.884615384615385,17,26,1,0.653846153846154,FALSE,FALSE,FALSE
"شائستہموسیاف","شائستہ","موسیاف","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"شاجھیمیزائل","شاجھی","میزائل","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"شاجھیوروک","شاجھی","وروک","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"شارکپاس ورڈ","شارک","پاس ورڈ","unrelated","word","word",NA,0.525434973726857,0.765937707421838,0.342537756065115,5,11,12,0,0.916666666666667,8,12,0,0.666666666666667,FALSE,FALSE,FALSE
"شارکخوینش","شارک","خوینش","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"شارکمچھلی","شارک","مچھلی","related","word","word",0.447351910665981,-0.737649157249458,0.295724866195263,0.0985749553984211,9,16,17,0,0.941176470588235,14,17,0,0.823529411764706,FALSE,FALSE,FALSE
"شاشت گدمی شےدھمارق","شاشت گدمی شے","دھمارق","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"شاشت گدمی شےمسئلہ","شاشت گدمی شے","مسئلہ","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"شاعرسوراخ","شاعر","سوراخ","unrelated","word","word",0.149506535563664,-0.686027312925055,0.387829100760858,0.116934873636791,11,13,13,1,1,13,14,0,0.928571428571429,FALSE,FALSE,FALSE
"شاعرگیاٹ","شاعر","گیاٹ","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"شاعرمصنف","شاعر","مصنف","related","word","word",0.402391758017179,-0.532333612817854,0.572965007874748,0.135049147483613,18,29,31,1,0.935483870967742,27,32,0,0.84375,FALSE,FALSE,FALSE
"شافقکنارہ","شافق","کنارہ","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"شافقمشنت","شافق","مشنت","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"شاکاتہکسارا","شاکاتہ","کسارا","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"شاکاتہلکھیں","شاکاتہ","لکھیں","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"شان وشوکتانگوٹھا","شان وشوکت","انگوٹھا","unrelated","word","word",NA,0.0455863873414672,1.42614891487039,0.713074457435193,4,4,6,0,0.666666666666667,3,6,0,0.5,FALSE,FALSE,FALSE
"شان وشوکتٹہطار","شان وشوکت","ٹہطار","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"شان وشوکترفعت، بلندی","شان وشوکت","رفعت، بلندی","related","word","word",NA,0.175873659214754,0.497338039896841,0.175835550276541,8,9,11,0,0.818181818181818,11,11,0,1,FALSE,FALSE,FALSE
"شاھانہبادشاھی","شاھانہ","بادشاھی","related","word","word",NA,-0.470451889361528,0.794700961504481,0.324435308964193,6,14,15,1,0.933333333333333,10,15,1,0.666666666666667,FALSE,FALSE,FALSE
"شاھانہضیصیت","شاھانہ","ضیصیت","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"شاھانہقیمت","شاھانہ","قیمت","unrelated","word","word",NA,-0.867274108963421,0.19556890016668,0.0874610710115132,5,8,9,0,0.888888888888889,7,9,0,0.777777777777778,FALSE,FALSE,FALSE
"شاہانہجنشنو","شاہانہ","جنشنو","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"شاہانہشہنشاہ","شاہانہ","شہنشاہ","related","word","word",0.262685276712799,-0.525963515372002,0.608934921445665,0.157226320645545,15,31,33,1,0.93939393939394,26,33,1,0.787878787878788,FALSE,FALSE,FALSE
"شاہانہقاتل","شاہانہ","قاتل","unrelated","word","word",0.114639656364081,-0.678864973840679,0.52490300857538,0.174967669525127,9,13,14,0,0.928571428571429,12,14,0,0.857142857142857,FALSE,FALSE,FALSE
"شاورباتھ روم","شاور","باتھ روم","related","word","word",NA,-0.693260167328619,0.271809749641128,0.0623574331870931,19,21,21,0,1,18,21,0,0.857142857142857,FALSE,FALSE,FALSE
"شاوربوگڈائگہ","شاور","بوگڈائگہ","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"شاوردنیا","شاور","دنیا","unrelated","word","word",0.132576824970334,-0.403912876607929,1.46707344506024,0.36676836126506,16,30,32,0,0.9375,22,32,0,0.6875,FALSE,FALSE,FALSE
"شایدبے بس","شاید","بے بس","unrelated","word","word",NA,-0.429832619953628,0.424856448458475,0.128099039027248,11,18,20,0,0.9,18,20,0,0.9,FALSE,FALSE,FALSE
"شایدصیط","شاید","صیط","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"شایدغالبا","شاید","غالبا","related","word","word",0.332844494408199,-0.256096232794922,1.34412766593132,0.308364034895359,19,23,25,2,0.92,25,26,1,0.961538461538462,FALSE,FALSE,FALSE
"شپاشی لطرتگریفتل فرقا","شپاشی لطرتگری","فتل فرقا","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"شپاشی لطرتگریقابل اعتماد","شپاشی لطرتگری","قابل اعتماد","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"شجاکصناطہ","شجاک","صناطہ","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"شجاکگاہک","شجاک","گاہک","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"شخصدھند","شخص","دھند","unrelated","word","word",0.142635097743466,-0.708351918431585,0.361360112329748,0.0903400280824371,16,24,26,1,0.923076923076923,24,26,1,0.923076923076923,FALSE,FALSE,FALSE
