"word_combo","nl_cue","nl_target","type","cue_type","target_type","nl_cosine","M_Z","SD_Z","SE_Z","sampleN","target_correct","target_answeredN","target_timeoutN","target_prop_correct","cue_correct","cue_answeredN","cue_timeoutN","cue_prop_correct","done_both","done_totalN","done"
"aanbiedenexkuparen","aanbieden","exkuparen","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aanbiedengeven","aanbieden","geven","related","word","word",0.414846024518116,-0.817797212732198,0.240066535284874,0.169752675035894,2,3,3,0,1,3,3,0,1,FALSE,FALSE,FALSE
"aanbiedenongeluk","aanbieden","ongeluk","unrelated","word","word",0.0258850351797139,-0.575138088316878,0.729616682794104,0.326294500049103,5,5,5,0,1,5,5,0,1,FALSE,FALSE,FALSE
"aandachtaantrekken","aandacht","aantrekken","related","word","word",0.27810672893777,-0.399659079250084,0.403541567749626,0.164745155164892,6,6,6,0,1,6,6,0,1,FALSE,FALSE,FALSE
"aandachtherfst","aandacht","herfst","unrelated","word","word",0.127519856895399,-0.279880930198812,0.395710122977461,0.279809311341525,2,2,2,0,1,2,2,0,1,FALSE,FALSE,FALSE
"aandachtslaptakening","aandacht","slaptakening","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aanhangerbiffel","aanhanger","biffel","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aanhangerbusje","aanhanger","busje","related","word","word",0.174477465625205,-0.552123350270545,0.735624819704456,0.424713187678938,3,3,4,0,0.75,4,4,0,1,FALSE,FALSE,FALSE
"aanhangerverwachten","aanhanger","verwachten","unrelated","word","word",0.124936636458272,-1.18001102650237,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"aankomenkomen","aankomen","komen","related","word","word",0.40720312734622,-0.430058860061374,1.25883677991041,0.445066011740846,8,9,9,0,1,8,9,0,0.888888888888889,FALSE,FALSE,FALSE
"aankomenonaangenaam","aankomen","onaangenaam","unrelated","word","word",0.137991443816936,-0.176528084025666,0.0492631680063549,0.0348343201600257,2,2,2,0,1,2,2,0,1,FALSE,FALSE,FALSE
"aankomenporiade","aankomen","poriade","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aankomstbido","aankomst","bido","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aankomstgorilla","aankomst","gorilla","unrelated","word","word",0.102741003534312,-0.0107158557978901,1.5459843947915,0.446287253247917,12,12,13,0,0.923076923076923,13,13,0,1,FALSE,FALSE,FALSE
"aankomstvertrek","aankomst","vertrek","related","word","word",0.577868080147303,-0.195802586087665,0.12959725153392,0.0916390953827732,2,2,3,0,0.666666666666667,3,3,0,1,FALSE,FALSE,FALSE
"aannachtcun","aannacht","cun","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aannachtneef","aannacht","neef","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aansluigermenselijk","aansluiger","menselijk","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aansluigerwierstond","aansluiger","wierstond","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aantrekkelijkcharmant","aantrekkelijk","charmant","related","word","word",0.607844473050736,-0.855600324297108,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"aantrekkelijkgrootmoeder","aantrekkelijk","grootmoeder","unrelated","word","word",0.0946534379398784,-0.513359207947598,0.37401666274296,0.11827445371228,10,10,10,0,1,10,10,0,1,FALSE,FALSE,FALSE
"aantrekkelijkzuspier","aantrekkelijk","zuspier","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aanvaardkelijkgooten","aanvaardkelijk","gooten","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aanvaardkelijkrazernij","aanvaardkelijk","razernij","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aanwezigheidafwezigheid","aanwezigheid","afwezigheid","related","word","word",0.672764373079053,-0.439747913159985,0.221612353077858,0.127947951705247,3,3,3,0,1,3,3,0,1,FALSE,FALSE,FALSE
"aanwezigheidspaghetti","aanwezigheid","spaghetti","unrelated","word","word",0.0497548238914539,0.051558711313756,0.762440733533082,0.241104929885406,10,10,10,0,1,10,10,0,1,FALSE,FALSE,FALSE
"aanwezigheidstaag","aanwezigheid","staag","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aanwezigtischhongerig","aanwezigtisch","hongerig","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aanwezigtischkaeu","aanwezigtisch","kaeu","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aapgorilla","aap","gorilla","related","word","word",0.620262402698269,-0.483157130734503,0.703999521651699,0.406454313334976,3,3,3,0,1,3,3,0,1,FALSE,FALSE,FALSE
"aapperiode","aap","periode","unrelated","word","word",0.146658780961955,-0.519764080972868,0.250109514684095,0.0945325109121676,7,7,7,0,1,7,7,0,1,FALSE,FALSE,FALSE
"aapreaccent","aap","reaccent","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aardappelfrier","aardappel","frier","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aardappelschuldig","aardappel","schuldig","unrelated","word","word",0.0674540354814012,-0.533275236240973,0.52742233334231,0.21531926593946,6,6,6,0,1,6,6,0,1,FALSE,FALSE,FALSE
"aardappeltomaat","aardappel","tomaat","related","word","word",0.558572357550796,-0.561802283692709,0.316204801228062,0.141411086071551,5,5,5,0,1,5,5,0,1,FALSE,FALSE,FALSE
"aardberechgrovine","aardberech","grovine","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aardberechreusachtig","aardberech","reusachtig","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aardbevingalalijk","aardbeving","alalijk","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aardbevingexplosie","aardbeving","explosie","related","word","word",0.58037522940474,-0.372523445548733,0.435872332004482,0.120889234046017,13,13,13,0,1,12,13,0,0.923076923076923,FALSE,FALSE,FALSE
"aardbevingwalglijk","aardbeving","walglijk","unrelated","word","word",NA,1.06337693183648,1.24119601100229,0.716604851069264,3,3,3,0,1,3,3,0,1,FALSE,FALSE,FALSE
"aarsbeambte","aars","beambte","unrelated","word","word",0.102007843598337,0.327490586500756,NA,NA,1,1,3,0,0.333333333333333,3,3,0,1,FALSE,FALSE,FALSE
"aarskont","aars","kont","related","word","word",0.50544656402717,0.00441746370048455,0.701605929389758,0.286429421252679,6,6,6,0,1,3,6,0,0.5,FALSE,FALSE,FALSE
"aarsvligheid","aars","vligheid","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"abeingkleuken","abeing","kleuken","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"abeinglosgeld","abeing","losgeld","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aberorengebruikelijk","aberoren","gebruikelijk","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aberorenspentig","aberoren","spentig","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"absoluutberoven","absoluut","beroven","unrelated","word","word",0.0952404913773221,-0.0298192182871928,0.663404298311109,0.221134766103703,9,9,9,0,1,9,9,0,1,FALSE,FALSE,FALSE
"absoluutdingsmatig","absoluut","dingsmatig","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"absoluutvolledig","absoluut","volledig","related","word","word",0.427886673526167,-0.435132609918848,0.161953515770416,0.080976757885208,4,4,4,0,1,4,4,0,1,FALSE,FALSE,FALSE
"absostinaanwijzen","absostin","aanwijzen","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"absostinonenigtisch","absostin","onenigtisch","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"acagenbewaren","acagen","bewaren","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"acagenlibewick","acagen","libewick","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aclijnster","aclijn","ster","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aclijnvorij","aclijn","vorij","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"actiefactiviteit","actief","activiteit","related","word","word",0.506070633487836,-0.432360580811632,0.468915749908791,0.156305249969597,9,9,9,0,1,9,9,0,1,FALSE,FALSE,FALSE
"actiefbluckwaard","actief","bluckwaard","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"actiefdek","actief","dek","unrelated","word","word",0.00296762844800435,-0.0438648995686546,0.762500514937849,0.381250257468924,4,4,9,0,0.444444444444444,8,9,0,0.888888888888889,FALSE,FALSE,FALSE
"adernerread","ader","nerread","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aderslagader","ader","slagader","related","word","word",0.781028608468294,-0.303997121109568,0.46117437173249,0.139049304905869,11,11,11,0,1,10,11,0,0.909090909090909,FALSE,FALSE,FALSE
"adertenprettig","aderten","prettig","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"adertenstuses","aderten","stuses","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aderzelden","ader","zelden","unrelated","word","word",0.073750139845556,0.498861673703774,1.86644023551644,0.622146745172146,9,9,9,0,1,7,9,0,0.777777777777778,FALSE,FALSE,FALSE
"adminichollstieatendejoors","adminichollstie","atendejoors","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"adminichollstieschrijver","adminichollstie","schrijver","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"administratiebewaren","administratie","bewaren","unrelated","word","word",0.14104548632256,-0.144375261542516,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"administratiefroma","administratie","froma","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"administratieregering","administratie","regering","related","word","word",0.337766912150942,-0.328301676538164,0.288378667925312,0.166495501555225,3,3,3,0,1,3,3,0,1,FALSE,FALSE,FALSE
"adolletje","adol","letje","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"adolrondslenteren","adol","rondslenteren","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"adrestbeloning","adrest","beloning","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"adrestperhekstief","adrest","perhekstief","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"adviesadviseren","advies","adviseren","related","word","word",0.474354706698569,-0.366775522800899,0.730330025389708,0.210828118378007,12,12,12,0,1,11,12,0,0.916666666666667,FALSE,FALSE,FALSE
"adviesgetjesten","advies","getjesten","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"advieslengte","advies","lengte","unrelated","word","word",0.0900913773884394,-0.765629689061595,0.277471064375168,0.0800989968546677,12,12,13,0,0.923076923076923,13,13,0,1,FALSE,FALSE,FALSE
"advocaataanklager","advocaat","aanklager","related","word","word",0.598104278472254,0.0186789270458403,0.517200920082857,0.258600460041429,4,4,4,0,1,4,4,0,1,FALSE,FALSE,FALSE
"advocaatbredoon","advocaat","bredoon","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"advocaatdans","advocaat","dans","unrelated","word","word",0.0836376907702413,-1.12861390941275,0.124126604293451,0.0877707636215581,2,2,2,0,1,2,2,0,1,FALSE,FALSE,FALSE
"advostokfantastisch","advostok","fantastisch","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"advostoksenalist","advostok","senalist","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aemberospten","aem","berospten","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aemongeluk","aem","ongeluk","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"af en toedeel","af en toe","deel","unrelated","word","word",NA,-0.783950250699433,0.290780684652013,0.145390342326007,4,4,4,0,1,4,4,0,1,FALSE,FALSE,FALSE
"af en toeoubol","af en toe","oubol","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"af en toezelden","af en toe","zelden","related","word","word",NA,1.07658151255256,1.77526097102788,0.793920841804125,5,5,5,0,1,5,5,0,1,FALSE,FALSE,FALSE
"afbeeldingbehoefte","afbeelding","behoefte","unrelated","word","word",0.0642410487927117,-0.54985126970931,0.557045574880544,0.249118354399669,5,5,5,0,1,5,5,0,1,FALSE,FALSE,FALSE
"afbeeldingfoto","afbeelding","foto","related","word","word",0.553207388119467,-0.412042315428919,1.14953246147316,0.406421099350869,8,8,8,0,1,7,8,0,0.875,FALSE,FALSE,FALSE
"afbeeldingtiginmost","afbeelding","tiginmost","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"afgeslotenduidelijk","afgesloten","duidelijk","unrelated","word","word",0.0927278451946603,-0.177356606489362,0.71160366777283,0.318238834835645,5,5,5,0,1,4,5,0,0.8,FALSE,FALSE,FALSE
"afgeslotengesloten","afgesloten","gesloten","related","word","word",0.732105567282669,-0.101166611227375,1.13984555177743,0.658090136153298,3,3,3,0,1,3,3,0,1,FALSE,FALSE,FALSE
"afgeslotenstomel","afgesloten","stomel","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"afhochenmengsel","afhochen","mengsel","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"afhochenthegeld","afhochen","thegeld","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"afneerdbogoorste","afneerd","bogoorste","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"afneerdtraditioneel","afneerd","traditioneel","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"afrikaamerika","afrika","amerika","related","word","word",0.51162803333055,-0.574822562525894,0.481568138725697,0.133562970523481,13,13,13,0,1,13,13,0,1,FALSE,FALSE,FALSE
"afrikaprototype","afrika","prototype","unrelated","word","word",0.112428371281917,-0.15756809478291,0.541713880218037,0.191524779082526,8,8,8,0,1,7,8,0,0.875,FALSE,FALSE,FALSE
"afrikaranins","afrika","ranins","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"afsprekenorganiseren","afspreken","organiseren","related","word","word",0.235708436281122,-0.589869236011287,0.50073599364459,0.204424613379128,6,6,6,0,1,6,6,0,1,FALSE,FALSE,FALSE
"afsprekenprogramma","afspreken","programma","unrelated","word","word",0.102472796121315,-0.341613515436085,0.401318128449781,0.231701129491158,3,3,3,0,1,3,3,0,1,FALSE,FALSE,FALSE
"afsprekensnuur","afspreken","snuur","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"afstandsigaret","afstand","sigaret","unrelated","word","word",0.118578002496648,0.293595417568639,1.47246096721023,0.65850456337943,5,5,5,0,1,5,5,0,1,FALSE,FALSE,FALSE
"afstandsnelheid","afstand","snelheid","related","word","word",0.429879001090748,-0.636979944754831,0.24811168519626,0.0877207275469489,8,8,8,0,1,8,8,0,1,FALSE,FALSE,FALSE
"afstandzolfschijnlijk","afstand","zolfschijnlijk","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"afvaarkendivikers","afvaarken","divikers","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"afvaarkentaart","afvaarken","taart","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"agentdetective","agent","detective","related","word","word",0.538628174183212,-0.306039250500852,0.418339389043383,0.209169694521691,4,4,4,0,1,4,4,0,1,FALSE,FALSE,FALSE
"agenthorinine","agent","horinine","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"agentwestelijk","agent","westelijk","unrelated","word","word",0.107889158580788,-0.117665305123518,0.464740898953813,0.328621441144973,2,2,2,0,1,2,2,0,1,FALSE,FALSE,FALSE
"aidsgaklonken","aids","gaklonken","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aidshiv","aids","hiv","related","word","word",0.568949540061816,0.251216714738092,0.821382954328465,0.31045357547152,7,7,7,0,1,6,7,0,0.857142857142857,FALSE,FALSE,FALSE
"aidsrestaurant","aids","restaurant","unrelated","word","word",0.104740591049692,-0.847026404944762,0.20901002234392,0.147792404135338,2,2,2,0,1,2,2,0,1,FALSE,FALSE,FALSE
"aishelder","ais","helder","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aisopmerkeraars","ais","opmerkeraars","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aisybiologie","aisy","biologie","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aisylantercet osberdaan","aisy","lantercet osberdaan","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aktenkarkhaszer","aktenkark","haszer","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aktenkarkluitenant","aktenkark","luitenant","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aktentasinstorten","aktentas","instorten","unrelated","word","word",0.122382429807341,0.530565626120063,1.44253137562591,0.545225611187723,7,7,7,0,1,2,7,0,0.285714285714286,FALSE,FALSE,FALSE
"aktentaskoffer","aktentas","koffer","related","word","word",0.571668859543606,-0.313040000691899,NA,NA,1,1,1,0,1,0,1,0,0,FALSE,FALSE,FALSE
"aktentasvinik","aktentas","vinik","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alakantfrint","alakant","frint","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alakantregering","alakant","regering","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"albuminschatteren","album","inschatteren","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"albumliedje","album","liedje","related","word","word",0.508558800216635,-0.580701951683081,0.459901246638798,0.229950623319399,4,4,4,0,1,3,4,0,0.75,FALSE,FALSE,FALSE
"albummeter","album","meter","unrelated","word","word",0.11046432647817,-0.250985996382203,NA,NA,1,1,1,0,1,0,1,0,0,FALSE,FALSE,FALSE
"alcoholdrugs","alcohol","drugs","related","word","word",0.621971592326325,-0.830644634646239,0.143079133454196,0.071539566727098,4,4,4,0,1,4,4,0,1,FALSE,FALSE,FALSE
"alcoholrukin","alcohol","rukin","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alcoholvrolijk","alcohol","vrolijk","unrelated","word","word",0.118174770111006,-0.431767662636301,0.289652987482425,0.102407795819882,8,8,8,0,1,8,8,0,1,FALSE,FALSE,FALSE
"alcotechdrugs","alcotech","drugs","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alcotechonduvudistreid","alcotech","onduvudistreid","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aldresaanvaarden","aldres","aanvaarden","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aldresantklimpen","aldres","antklimpen","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alertalarm","alert","alarm","related","word","word",0.360755090149136,-0.229098671945531,0.555542449321102,0.226799255215447,6,6,6,0,1,5,6,0,0.833333333333333,FALSE,FALSE,FALSE
"alertgudrek","alert","gudrek","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alertwassen","alert","wassen","unrelated","word","word",0.0167287356102924,-1.19725132782227,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"alflesdingsmatig","alfles","dingsmatig","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alflessteen","alfles","steen","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"algenarelarchirall","algenarel","archirall","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"algenarelwijk","algenarel","wijk","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alisbrui in stuut","alis","brui in stuut","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aliswandeling","alis","wandeling","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alleeneenzaam","alleen","eenzaam","related","word","word",0.238908641186832,-0.65602712912271,0.30389946145726,0.0961014477903496,10,10,12,0,0.833333333333333,11,12,0,0.916666666666667,FALSE,FALSE,FALSE
"alleenheno","alleen","heno","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alleenstaandgetrouwd","alleenstaand","getrouwd","related","word","word",0.471068196874874,0.154021917645754,1.38219142723934,0.564277287264269,6,6,6,0,1,6,6,0,1,FALSE,FALSE,FALSE
"alleenstaandpositie","alleenstaand","positie","unrelated","word","word",0.0591327888904288,-0.920223691248292,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"alleenstaandwetenhoofdper","alleenstaand","wetenhoofdper","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alleenvenus","alleen","venus","unrelated","word","word",0.0549142403735807,0.895499408734247,1.78706305796891,0.799198895539425,5,5,5,0,1,5,5,0,1,FALSE,FALSE,FALSE
"almighenergie","almigh","energie","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"almighprifier","almigh","prifier","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alnog steeds","al","nog steeds","related","word","word",NA,0.0714624893536845,0.903151125896326,0.521434545655157,3,3,3,0,1,1,3,0,0.333333333333333,FALSE,FALSE,FALSE
"alsiearresteren","alsie","arresteren","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alsiebruitret","alsie","bruitret","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"altijdstandbeeld","altijd","standbeeld","unrelated","word","word",0.103502711278035,-0.52096738300079,0.5100925850602,0.131705339130803,15,15,15,0,1,15,15,0,1,FALSE,FALSE,FALSE
"altijdvlows","altijd","vlows","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"altijdvoortdurend","altijd","voortdurend","related","word","word",0.504904489990176,1.04904797691835,NA,NA,1,1,1,0,1,0,1,0,0,FALSE,FALSE,FALSE
"altomaat","al","tomaat","unrelated","word","word",0.114087721151756,-0.526630297285441,0.309997379716574,0.0934677267739278,11,11,11,0,1,10,11,0,0.909090909090909,FALSE,FALSE,FALSE
"alwijsdenaar","al","wijsdenaar","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"amateurachterkant","amateur","achterkant","unrelated","word","word",0.00310081288862048,-0.761585466255022,0.105089788775357,0.0525448943876783,4,4,4,1,1,4,4,1,1,FALSE,FALSE,FALSE
"amateurkonment","amateur","konment","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"amateurprofessioneel","amateur","professioneel","related","word","word",0.421967915223416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ambassadeharmonie","ambassade","harmonie","unrelated","word","word",0.105394473526487,-0.437664790425789,0.102071015677136,0.0721751073479015,2,2,2,0,1,2,2,0,1,FALSE,FALSE,FALSE
"ambassadeministerie","ambassade","ministerie","related","word","word",0.476831408501244,-0.0947271153346101,0.32593951900894,0.16296975950447,4,4,4,0,1,4,4,0,1,FALSE,FALSE,FALSE
