"word_combo","nl_cue","nl_target","type","cue_type","target_type","nl_cosine","M_Z","SD_Z","SE_Z","sampleN","target_correct","target_answeredN","target_timeoutN","target_prop_correct","cue_correct","cue_answeredN","cue_timeoutN","cue_prop_correct","done_both","done_totalN","done"
"straffenintuischap","straffen","intuischap","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"straffenrace","straffen","race","unrelated","word","word",0.0585592116484844,-0.445031566212805,0.398536524148319,0.120163283259308,11,11,11,0,1,9,11,0,0.818181818181818,FALSE,FALSE,FALSE
"strafferentiedat","strafferentie","dat","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"strafferentiegevoud","strafferentie","gevoud","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"strafgaheeldelijk","straf","gaheeldelijk","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"strafgevangenisstraf","straf","gevangenisstraf","related","word","word",0.70304166322748,-0.0599058443490502,0.539676342227145,0.20397848428543,7,7,7,0,1,7,7,0,1,FALSE,FALSE,FALSE
"strafiendroefsouta","strafien","droefsouta","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"strafienverbetering","strafien","verbetering","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"strafoosten-","straf","oosten-","unrelated","word","word",NA,0.788991614943724,1.78142372431165,1.02850546677212,3,3,4,1,0.75,3,4,1,0.75,FALSE,FALSE,FALSE
"straitaatdrakken","strait","aatdrakken","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"straitbro","strait","bro","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"stranddamonistie","strand","damonistie","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"strandkust","strand","kust","related","word","word",0.513875620612144,-0.938892365764799,0.122638234273973,0.0708052175710187,3,3,3,0,1,3,3,0,1,FALSE,FALSE,FALSE
"strandmechanisch","strand","mechanisch","unrelated","word","word",0.0659777456237412,-0.00462684038069966,0.439712673197502,0.219856336598751,4,4,4,0,1,4,4,0,1,FALSE,FALSE,FALSE
"strofbiennejasje","strofbienne","jasje","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"strofbiennewindde","strofbienne","windde","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"stroomelektriciteit","stroom","elektriciteit","related","word","word",0.686326523862846,-0.493472248806594,0.0119267142963672,0.00843346055623581,2,2,2,0,1,2,2,0,1,FALSE,FALSE,FALSE
"stroomenergie","stroom","energie","related","word","word",0.561360869697978,-0.749303074379359,0.341183450095978,0.139287560236246,6,6,6,0,1,6,6,0,1,FALSE,FALSE,FALSE
"stroomgemeenseerd","stroom","gemeenseerd","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"stroomkind","stroom","kind","unrelated","word","word",0.0948732918904067,-0.74962646939425,0.520952424247121,0.196901508493443,7,7,7,0,1,7,7,0,1,FALSE,FALSE,FALSE
"stroomregisdoek","stroom","regisdoek","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"stroomvader","stroom","vader","unrelated","word","word",0.0437937569383706,-0.584082012704813,0.359281907365642,0.179640953682821,4,4,4,0,1,4,4,0,1,FALSE,FALSE,FALSE
"strowealalijk","strowe","alalijk","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"stroweheroïne","strowe","heroïne","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"strucondergangdriehoek","strucondergang","driehoek","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"strucondergangliteramaakt","strucondergang","literamaakt","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"struikamanthaven","struik","amanthaven","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"struikboom","struik","boom","related","word","word",0.620323442452305,-0.462957542352189,0.851101610569161,0.3474607775259,6,6,6,0,1,6,6,0,1,FALSE,FALSE,FALSE
"struiktest","struik","test","unrelated","word","word",0.0733762249810643,-0.206335087781214,1.41820391649166,0.501410803228285,8,8,9,0,0.888888888888889,8,9,0,0.888888888888889,FALSE,FALSE,FALSE
"stuaatlantische oceaan","stua","atlantische oceaan","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"stuavliejes","stua","vliejes","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"stubonkennis","stubon","kennis","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"stubonkisgen","stubon","kisgen","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"studentdefinitie","student","definitie","unrelated","word","word",0.145362391789503,-0.203656703886483,0.341863231295705,0.241733809087538,2,2,2,0,1,2,2,0,1,FALSE,FALSE,FALSE
"studentdocent","student","docent","related","word","word",0.622516354662706,-0.409809807074018,1.10843499933174,0.307424555816115,13,13,13,0,1,12,13,0,0.923076923076923,FALSE,FALSE,FALSE
"studentspette","student","spette","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"stulaatiets","stulaat","iets","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"stulaatoktotijd","stulaat","oktotijd","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"subderheza","subder","heza","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"subderstrijd","subder","strijd","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"succesmislukking","succes","mislukking","related","word","word",0.512997023535093,0.0771284340042621,0.501883196564056,0.250941598282028,4,4,4,0,1,4,4,0,1,FALSE,FALSE,FALSE
"successtation","succes","station","unrelated","word","word",0.115621257339119,-0.380919546856904,0.284246697425671,0.107435153197107,7,7,8,0,0.875,8,8,0,1,FALSE,FALSE,FALSE
"succesvadeospal","succes","vadeospal","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"suikerchocolade","suiker","chocolade","related","word","word",0.524753194601012,-0.809056922905858,0.307836462223712,0.153918231111856,4,4,4,0,1,4,4,0,1,FALSE,FALSE,FALSE
"suikerooit","suiker","ooit","unrelated","word","word",0.0875073048974037,-0.693884208938338,0.347826433661698,0.104873615693027,11,11,11,0,1,11,11,0,1,FALSE,FALSE,FALSE
"suikerreparagraaf","suiker","reparagraaf","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sumpinteressant","sump","interessant","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sumpkaldons","sump","kaldons","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"superfectbiolowoerd","superfect","biolowoerd","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"superfectwaarschijnlijk","superfect","waarschijnlijk","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"supermanafershinven","superman","afershinven","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"supermanbatman","superman","batman","related","word","word",0.556647215342402,-0.176295677940477,0.746230695190808,0.282048691451103,7,7,7,0,1,6,7,0,0.857142857142857,FALSE,FALSE,FALSE
"supermanopmerkelijk","superman","opmerkelijk","unrelated","word","word",0.101981984371026,-0.427202487964306,0.548083300718884,0.223754070550276,6,6,6,0,1,4,6,0,0.666666666666667,FALSE,FALSE,FALSE
"surteurborgsel","surteur","borgsel","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"surteurvierde","surteur","vierde","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"symptoomdorp","symptoom","dorp","unrelated","word","word",0.120769316115765,-0.523012440033087,0.545693081059375,0.151348029571193,13,13,13,0,1,13,13,0,1,FALSE,FALSE,FALSE
"symptoomspeldel","symptoom","speldel","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"symptoomsyndroom","symptoom","syndroom","related","word","word",0.445706666192378,0.234815250345824,0.30343682619433,0.175189333285342,3,3,3,0,1,3,3,0,1,FALSE,FALSE,FALSE
"taakkoesie","taak","koesie","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"taakmissie","taak","missie","related","word","word",0.507301096444407,-0.56356943974878,0.190928248135039,0.135006658976354,2,2,2,0,1,2,2,0,1,FALSE,FALSE,FALSE
"taakweten","taak","weten","unrelated","word","word",0.138509739273265,-0.451031653420674,0.947333176734613,0.315777725578204,9,9,9,0,1,9,9,0,1,FALSE,FALSE,FALSE
"taanbido","taan","bido","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"taanhandtekening","taan","handtekening","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"taardurdans","taardur","dans","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"taardurspakristi","taardur","spakristi","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"taastoerkardivers","taastoer","kardivers","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"taastoervertrouwen","taastoer","vertrouwen","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tabakgozersla","tabak","gozersla","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tabakkoning","tabak","koning","unrelated","word","word",0.128000831904053,-0.335081577818013,0.572186656128581,0.286093328064291,4,4,4,0,1,4,4,0,1,FALSE,FALSE,FALSE
"tabaksigaret","tabak","sigaret","related","word","word",0.450588701139601,-0.195349610381584,0.459103344651468,0.20531725746764,5,5,6,0,0.833333333333333,5,6,0,0.833333333333333,FALSE,FALSE,FALSE
"tabletgevoelig","tablet","gevoelig","unrelated","word","word",0.135712803714353,-0.702298994342869,0.456315103083987,0.204070317931124,5,5,6,0,0.833333333333333,5,6,0,0.833333333333333,FALSE,FALSE,FALSE
"tabletoverden","tablet","overden","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tabletpil","tablet","pil","related","word","word",0.374499549081823,-0.164639363787816,0.42596035858477,0.190495263503146,5,5,5,0,1,5,5,0,1,FALSE,FALSE,FALSE
"tachtbuudemocratie","tachtbuu","democratie","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tachtbuuquistage","tachtbuu","quistage","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tackerbehoefte","tacker","behoefte","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tackerstaag","tacker","staag","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tafelconcert","tafel","concert","unrelated","word","word",0.141369428543444,-0.633927011169613,0.571000287063013,0.158366985639258,13,13,13,0,1,13,13,0,1,FALSE,FALSE,FALSE
"tafelsoerdum","tafel","soerdum","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tafelstoel","tafel","stoel","related","word","word",0.53166840709908,-0.466531908572079,0.454362724142597,0.171732967585594,7,7,7,0,1,7,7,0,1,FALSE,FALSE,FALSE
"tageelektrisch","tage","elektrisch","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tagespelma","tage","spelma","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"taklingenade","taklin","genade","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"taklinversnipting","taklin","versnipting","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"talingsërenmarteling","talingsëren","marteling","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"talingsërensponnur","talingsëren","sponnur","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"taltaaldranis","taltaal","dranis","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"taltaalstrijd","taltaal","strijd","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tamemoeilijk","tame","moeilijk","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tamepoman","tame","poman","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tankgevangenisstraf","tank","gevangenisstraf","unrelated","word","word",0.0666890152811449,1.05556234881078,1.46368249452616,0.731841247263081,4,4,4,0,1,4,4,0,1,FALSE,FALSE,FALSE
"tankmotor","tank","motor","related","word","word",0.515888615488949,-0.905350370460485,0.240177158606109,0.0849154487682484,8,8,8,0,1,8,8,0,1,FALSE,FALSE,FALSE
"tankstraftimeter","tank","straftimeter","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tapoessendramdeg","tapoessen","dramdeg","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tapoessenschrijf","tapoessen","schrijf","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tarogmarkevers","tarog","markevers","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tarogzand","tarog","zand","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tatoeërenlitteken","tatoeëren","litteken","related","word","word",0.431848697755497,-0.247056463495978,0.415287843844272,0.125213996184287,11,11,11,0,1,9,10,1,0.9,FALSE,FALSE,FALSE
"tatoeërenminus","tatoeëren","minus","unrelated","word","word",0.0609087409499994,0.861949428877764,1.15697873133597,0.472334589170957,6,7,7,0,1,7,7,0,1,FALSE,FALSE,FALSE
"tatoeërenvazo","tatoeëren","vazo","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"taviablijm","tavia","blijm","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"taviavrij","tavia","vrij","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tavluchtstoemfrispagne","tavluchtstoem","frispagne","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tavluchtstoemoceaan","tavluchtstoem","oceaan","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tavoeligmaaiheid","tavoelig","maaiheid","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tavoeligredelijk","tavoelig","redelijk","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"taxibescheiden","taxi","bescheiden","unrelated","word","word",0.147808280523302,-0.195600862859585,0.481180794941765,0.145081468467889,11,11,11,0,1,11,11,0,1,FALSE,FALSE,FALSE
"taxigemontren","taxi","gemontren","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"taxilimousine","taxi","limousine","related","word","word",0.608532607919951,0.960983509133528,2.18272362215731,0.824991983573479,7,7,7,0,1,7,7,0,1,FALSE,FALSE,FALSE
"technischmechanisch","technisch","mechanisch","related","word","word",0.560755928403352,-0.36552535677793,0.590314133428845,0.131998253042578,20,20,20,0,1,20,20,0,1,FALSE,FALSE,FALSE
"technischquistage","technisch","quistage","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"technischverleden","technisch","verleden","unrelated","word","word",0.107544585508276,-0.392412195317565,1.07729779992548,0.298788650505837,13,13,13,0,1,13,13,0,1,FALSE,FALSE,FALSE
"technologiedoculaas","technologie","doculaas","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"technologiewetenschap","technologie","wetenschap","related","word","word",0.57975299632096,-0.520756970784726,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"technologiewreed","technologie","wreed","unrelated","word","word",0.114855044317851,-0.0362694152454789,0.487787549637905,0.172458942063666,8,8,9,0,0.888888888888889,9,9,0,1,FALSE,FALSE,FALSE
"tegengifoktober","tegengif","oktober","unrelated","word","word",0.0324914940332857,0.161659538601755,0.407253282662571,0.287971557831186,2,2,2,0,1,2,2,0,1,FALSE,FALSE,FALSE
"tegengifvaccin","tegengif","vaccin","related","word","word",0.617137515882773,-0.217878454230363,0.22116094284058,0.11058047142029,4,4,4,0,1,4,4,0,1,FALSE,FALSE,FALSE
"tegengifzida","tegengif","zida","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tegennuudalibi","tegennuud","alibi","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tegennuuddoneska","tegennuud","doneska","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tegenovergesteldechemaal","tegenovergestelde","chemaal","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tegenovergesteldedruk","tegenovergestelde","druk","unrelated","word","word",0.102224055542287,-0.611902816574717,0.20215860905921,0.0673862030197365,9,9,10,0,0.9,10,10,0,1,FALSE,FALSE,FALSE
"tegenovergesteldetegendeel","tegenovergestelde","tegendeel","related","word","word",0.475949702454413,-0.0966010227858958,1.60937884360216,0.657026161609291,6,6,6,0,1,6,6,0,1,FALSE,FALSE,FALSE
"teitsbinatiefrans","teitsbinatie","frans","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"teitsbinatiegaheeldelijk","teitsbinatie","gaheeldelijk","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tejaardenbegroeten","tejaarden","begroeten","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tejaardenfinancieteerd","tejaarden","financieteerd","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tekstdomheid","tekst","domheid","unrelated","word","word",0.143321611381052,0.14743242117901,0.824474653647177,0.368716274256136,5,5,5,0,1,4,5,0,0.8,FALSE,FALSE,FALSE
"tekstgedicht","tekst","gedicht","related","word","word",0.479096776267301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tekstregevech","tekst","regevech","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"telefaangevroogdtrali","telefaangevroogd","trali","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"telefaangevroogdverwachten","telefaangevroogd","verwachten","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"telefoongesprekextern","telefoongesprek","extern","unrelated","word","word",0.14898238283073,-0.126440335949858,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"telefoongesprekgooten","telefoongesprek","gooten","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"telefoongesprektelefoon","telefoongesprek","telefoon","related","word","word",0.520273907966757,-0.492997524330057,0.379767630187362,0.155039485797503,6,6,6,0,1,6,6,0,1,FALSE,FALSE,FALSE
"telegooidgrondcum","telegooid","grondcum","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"telegooidslecht","telegooid","slecht","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"telegrambrief","telegram","brief","related","word","word",0.595280185541684,-0.87525888252076,0.220592729334873,0.127359271662763,3,3,3,0,1,3,3,0,1,FALSE,FALSE,FALSE
"telegramsalaslag","telegram","salaslag","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"telegramselecteren","telegram","selecteren","unrelated","word","word",0.0651410311699911,0.0879345841242123,1.06883005453209,0.436348042559123,6,6,6,0,1,6,6,0,1,FALSE,FALSE,FALSE
"telescoopmicroscoop","telescoop","microscoop","related","word","word",0.538002521692494,0.343434264532431,1.54771426260126,0.77385713130063,4,4,4,0,1,4,4,0,1,FALSE,FALSE,FALSE
"telescoopsnee","telescoop","snee","unrelated","word","word",0.144986145794015,0.0733631562490409,2.23149651404315,0.743832171347716,9,9,9,0,1,9,9,0,1,FALSE,FALSE,FALSE
"telescoopsymtock","telescoop","symtock","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"teliherkowiel","teliher","kowiel","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"teliherschip","teliher","schip","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tellenberekenen","tellen","berekenen","related","word","word",0.408104143026953,-0.254609355890175,0.930530616160168,0.35170751395593,7,7,7,0,1,7,7,0,1,FALSE,FALSE,FALSE
"tellenelgawek","tellen","elgawek","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tellenkogel","tellen","kogel","unrelated","word","word",0.105748121696774,-0.0187831966494374,0.732910988920622,0.299209658289023,6,6,6,0,1,6,6,0,1,FALSE,FALSE,FALSE
"tempelklooster","tempel","klooster","related","word","word",0.521138148081991,-0.391069850478404,0.705893074867001,0.352946537433501,4,4,4,0,1,4,4,0,1,FALSE,FALSE,FALSE
"tempelkreeft","tempel","kreeft","unrelated","word","word",0.0351979550801279,-0.511621124176455,0.405801602840896,0.234289664637773,3,3,3,0,1,2,3,0,0.666666666666667,FALSE,FALSE,FALSE
"tempelsatelboom","tempel","satelboom","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tenmelktebov","tenmelkte","bov","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tenmelktesaus","tenmelkte","saus","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tenotblitew","tenot","blitew","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tenotprofessor","tenot","professor","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tenslotteboot","tenslotte","boot","unrelated","word","word",0.136933595493116,0.0731263902949469,1.50764893033578,0.533034391144537,8,8,8,0,1,8,8,0,1,FALSE,FALSE,FALSE
"tenslottekrypteken","tenslotte","krypteken","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tenslotteuiteindelijk","tenslotte","uiteindelijk","related","word","word",0.344521473495239,-0.757483706790502,0.259009244618804,0.0668758993948261,15,15,15,0,1,15,15,0,1,FALSE,FALSE,FALSE
"terdegenelijk","terde","genelijk","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"terdezuurstof","terde","zuurstof","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"termicheslokaal","termiches","lokaal","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"termichespupleit","termiches","pupleit","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"terminalgeven","terminal","geven","unrelated","word","word",0.04080153346928,-0.119637809734344,1.15182285808066,0.407230876837254,8,8,8,0,1,6,8,0,0.75,FALSE,FALSE,FALSE
"terminalluchthaven","terminal","luchthaven","related","word","word",0.513851458259405,-0.0407571844353064,0.989633522048379,0.442577565622543,5,5,5,0,1,5,5,0,1,FALSE,FALSE,FALSE
"terminalsenalist","terminal","senalist","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tersterleeuw","terster","leeuw","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tersterposinaas","terster","posinaas","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
