"word_combo","fa_cue","fa_target","type","cue_type","target_type","fa_cosine","M_Z","SD_Z","SE_Z","sampleN","target_correct","target_answeredN","target_timeoutN","target_prop_correct","cue_correct","cue_answeredN","cue_timeoutN","cue_prop_correct","done_both","done_totalN","done"
"معنیشکلات","معنی","شکلات","unrelated","word","word",0.0727760964728818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"معنینهگ","معنی","نهگ","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"معوکیسه","معو","کیسه","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"معوگرکش","معو","گرکش","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"معیالدفاع","معیال","دفاع","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"معیالهمبرسم","معیال","همبرسم","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"مغازهریاضیات","مغازه","ریاضیات","unrelated","word","word",0.0521042558148785,-0.184075760358092,0.110851084939633,0.063999903729859,3,3,3,0,1,3,3,0,1,FALSE,FALSE,FALSE
"مغازهفروشگاه","مغازه","فروشگاه","related","word","word",0.618683455871929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"مغازهکسرک","مغازه","کسرک","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"مغرورهروئین","مغرور","هروئین","unrelated","word","word",0.143072899397031,0.42376316926997,0.642889061582376,0.454591214995554,2,2,2,0,1,2,2,0,1,FALSE,FALSE,FALSE
"مغرورهیجان زده","مغرور","هیجان زده","related","word","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"مغروريز","مغرور","يز","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"مغزامضا","مغز","امضا","unrelated","word","word",0.106513510980793,-0.795108856104958,0.437402457308883,0.218701228654442,4,4,4,0,1,4,4,0,1,FALSE,FALSE,FALSE
"مغزخرپاشدهی","مغز","خرپاشدهی","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"مغزمخ","مغز","مخ","related","word","word",0.317943544506653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"مغنااسسیموسیقی","مغنااسسی","موسیقی","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"مغنااسسیهناپ","مغنااسسی","هناپ","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"مغناطیسیبرقی","مغناطیسی","برقی","related","word","word",0.431438957395959,-0.531312734687976,0.508373969053658,0.293509847882128,3,3,3,0,1,3,3,0,1,FALSE,FALSE,FALSE
"مغناطیسیدچر","مغناطیسی","دچر","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"مغناطیسیسفارش","مغناطیسی","سفارش","unrelated","word","word",0.0546105341578227,-0.931043506383263,0.166956143639817,0.11805582132847,2,2,2,0,1,2,2,0,1,FALSE,FALSE,FALSE
"مغيرهدکنه","مغيره","دکنه","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"مغيرهسندرم","مغيره","سندرم","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"مفآخر","مف","آخر","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"مفبتمپاراگراف","مفبتم","پاراگراف","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"مفبتمکجعه","مفبتم","کجعه","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"مفعولتاریک","مفعول","تاریک","unrelated","word","word",0.139284660301063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"مفعولسانیرایی","مفعول","سانیرایی","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"مفعولفاعل","مفعول","فاعل","related","word","word",0.329736482451897,1.21929801014706,NA,NA,1,1,1,0,1,0,1,0,0,FALSE,FALSE,FALSE
"مفملدهات","مف","ملدهات","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"مفهومتعریف","مفهوم","تعریف","related","word","word",0.13053484213677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"مفهومگذرنامه","مفهوم","گذرنامه","unrelated","word","word",0.0392118570056295,-0.937654415568239,0.305117408657191,0.215750588719567,2,2,2,0,1,2,2,0,1,FALSE,FALSE,FALSE
"مفهوممشجمع","مفهوم","مشجمع","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"مفیدتاثير گذار","مفید","تاثير گذار","related","word","word",NA,-0.760226959918952,0.138436272103652,0.0978892267666781,2,2,2,0,1,2,2,0,1,FALSE,FALSE,FALSE
"مفیدسرکار خانم","مفید","سرکار خانم","unrelated","word","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"مفیدفترنپ","مفید","فترنپ","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"مقالهاز قرج","مقاله","از قرج","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"مقالهروان","مقاله","روان","unrelated","word","word",0.146385041052487,-0.0162523468024419,0.507733710668743,0.293140194531246,3,3,3,0,1,3,3,0,1,FALSE,FALSE,FALSE
"مقالهروزنامه","مقاله","روزنامه","related","word","word",0.53636531881027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"مقاومتخوراژ","مقاومت","خوراژ","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"مقاومتشگفت انگیز","مقاومت","شگفت انگیز","unrelated","word","word",NA,-0.972410873241822,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"مقاومتمقاومت کردن","مقاومت","مقاومت کردن","related","word","word",NA,-0.621227603564367,0.0888062209528836,0.0627954810473348,2,2,2,0,1,2,2,0,1,FALSE,FALSE,FALSE
"مقناستاد","مقن","استاد","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"مقنشیریو","مقن","شیریو","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"مکچتخت پادشاهی","مکچ","تخت پادشاهی","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"مکچمقدیو","مکچ","مقدیو","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"مکرتانتخابات","مکرت","انتخابات","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"مکرتحملهسگننده","مکرت","حملهسگننده","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"مکیدنخطبه","مکیدن","خطبه","unrelated","word","word",0.133550113401466,0.34148743442681,0.418052082075345,0.241362482121484,3,3,3,0,1,3,3,0,1,FALSE,FALSE,FALSE
"مکیدنصحیب","مکیدن","صحیب","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"مکیدنلیسیدن","مکیدن","لیسیدن","related","word","word",0.60072322045092,-0.220396319389254,0.594798368622741,0.34340699823789,3,3,3,0,1,3,3,0,1,FALSE,FALSE,FALSE
"مگنجذب کردن","مگن","جذب کردن","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"مگنمیونن","مگن","میونن","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ملشوسیله","ملش","وسیله","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ملشيز","ملش","يز","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ملکهپادشاه","ملکه","پادشاه","related","word","word",0.530801158925214,-0.797573407234427,0.704888165544766,0.49843120183485,2,2,2,0,1,2,2,0,1,FALSE,FALSE,FALSE
"ملکهمحلهبه","ملکه","محلهبه","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ملکهنوشابه","ملکه","نوشابه","unrelated","word","word",0.0756272738535509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ملیبزپيراه","ملی","بزپيراه","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ملیجهانی","ملی","جهانی","related","word","word",0.46085338717079,-0.884053478383808,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"ملیکپی 🀄","ملی","کپی 🀄","unrelated","word","word",NA,0.70811868975562,0.634852332981324,0.448908389703194,2,2,2,0,1,2,2,0,1,FALSE,FALSE,FALSE
"ممتازطوجون","ممتاز","طوجون","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ممتازعالی","ممتاز","عالی","related","word","word",0.237921256050368,-0.882358630129205,0.40773377827036,0.20386688913518,4,4,4,0,1,3,4,0,0.75,FALSE,FALSE,FALSE
"ممتازگروه موسیقی","ممتاز","گروه موسیقی","unrelated","word","word",NA,-0.539106453424379,0.165372633652708,0.0675130949782249,6,7,7,0,1,7,7,0,1,FALSE,FALSE,FALSE
"ممنوعپیامد","ممنوع","پیامد","unrelated","word","word",0.136537816202345,-1.24159204194093,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"ممنوعکرنی","ممنوع","کرنی","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ممنوعممنوع کردن","ممنوع","ممنوع کردن","related","word","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"منبعفکر کردن","منبع","فکر کردن","unrelated","word","word",NA,-1.08961420952169,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"منبعمخبر","منبع","مخبر","related","word","word",0.291372642005239,-0.405855662765361,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"منبعهناپ","منبع","هناپ","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"منشیجرم","منشی","جرم","unrelated","word","word",0.0890321063766487,-0.815840034558352,0.166831302753048,0.117967545490866,2,3,3,0,1,3,3,0,1,FALSE,FALSE,FALSE
"منشیدستیار","منشی","دستیار","related","word","word",0.455384485089006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"منشیيبش","منشی","يبش","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"منطقه ایجنیب","منطقه ای","جنیب","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"منطقه ایکیک","منطقه ای","کیک","unrelated","word","word",NA,-0.758215881567676,0.417048561776504,0.240783099406811,3,3,3,0,1,3,3,0,1,FALSE,FALSE,FALSE
"منطقه ایمحلی","منطقه ای","محلی","related","word","word",NA,-0.707364194047154,0.319375481624286,0.120712585604191,7,7,7,0,1,7,7,0,1,FALSE,FALSE,FALSE
"منطقیکایپیروزی","منطقیکای","پیروزی","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"منطقیکایصويخه","منطقیکای","صويخه","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"منظرهچشم انداز","منظره","چشم انداز","related","word","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"منظرهرجنواره","منظره","رجنواره","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"منظرهکمیته","منظره","کمیته","unrelated","word","word",0.0702907610093851,-0.428531534925459,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"مهتابآفتاب","مهتاب","آفتاب","related","word","word",0.447109873738355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"مهتابرأمتدهنده","مهتاب","رأمتدهنده","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"مهتابسیستم","مهتاب","سیستم","unrelated","word","word",0.0439692567461498,-1.07266575298573,0.381760448729651,0.269945402085556,2,2,2,0,1,2,2,0,1,FALSE,FALSE,FALSE
"مهرامضاء","مهر","امضاء","related","word","word",0.341964111250119,-0.62842658844931,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"مهردرمانگاه","مهر","درمانگاه","unrelated","word","word",0.0895770020687873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"مهرموآمد","مهر","موآمد","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"مهسیسبازیوت","مهسیس","بازیوت","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"مهسیسعنوان","مهسیس","عنوان","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"مهلامباردسی","مهلام","باردسی","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"مهلامکشنده","مهلام","کشنده","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"مهمان نوازیتشيهی","مهمان نوازی","تشيهی","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"مهمان نوازیحق شناسی","مهمان نوازی","حق شناسی","related","word","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"مهمان نوازینیاز داشتن","مهمان نوازی","نیاز داشتن","unrelated","word","word",NA,-0.487989226100811,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"مهنبرضوری","مهنب","رضوری","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"مهنبرقت انگیز","مهنب","رقت انگیز","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"مهندسدیوارد","مهندس","دیوارد","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"مهندسرأی دهنده","مهندس","رأی دهنده","unrelated","word","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"مهندسمعمار","مهندس","معمار","related","word","word",0.360960273989344,-0.00393075380114047,0.654724817707915,0.462960358412393,2,2,3,0,0.666666666666667,3,3,0,1,FALSE,FALSE,FALSE
"مهیجتماشایی","مهیج","تماشایی","related","word","word",0.544177575814096,-0.540688115560456,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"مهیجنگهداری کردن","مهیج","نگهداری کردن","unrelated","word","word",NA,-0.11888491956076,0.246070441601921,0.173998077906286,2,2,2,0,1,2,2,0,1,FALSE,FALSE,FALSE
"مهیجیوتر","مهیج","یوتر","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"مواریتخواب","مواریت","خواب","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"مواریتيجر","مواریت","يجر","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"مودرطيفتن","مو","درطيفتن","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"موربعدريوهایت","موربع","دريوهایت","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"موربعوزیر","موربع","وزیر","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"موریش","مو","ریش","related","word","word",0.262148633191035,-0.78682149887808,0.167663705446333,0.0968006854727707,3,3,3,0,1,3,3,0,1,FALSE,FALSE,FALSE
"موزتوت فرنگی","موز","توت فرنگی","related","word","word",NA,-0.906463093373047,0.156975466539441,0.110998416869961,2,2,2,0,1,2,2,0,1,FALSE,FALSE,FALSE
"موزعصبانیت","موز","عصبانیت","unrelated","word","word",0.133037254402233,-0.218699472502977,0.385562600546579,0.22260467121502,3,3,3,0,1,3,3,0,1,FALSE,FALSE,FALSE
"موزهمراهینتردن","موز","همراهینتردن","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"موسورخائن","موسور","خائن","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"موسورمحئد","موسور","محئد","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"موشذار","موش","ذار","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"موشکراکت","موشک","راکت","related","word","word",0.478955171854807,0.602036646420503,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"موشکشیک","موشک","شیک","unrelated","word","word",0.114139418779694,-0.115856439159773,NA,NA,1,2,2,0,1,2,2,0,1,FALSE,FALSE,FALSE
"موشککهث","موشک","کهث","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"موشمس","مو","شمس","unrelated","word","word",0.104588328439777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"موشموش صحرایی","موش","موش صحرایی","related","word","word",NA,-0.016126790131612,0.288782529537593,0.144391264768797,4,4,4,0,1,4,4,0,1,FALSE,FALSE,FALSE
"موشوسیله","موش","وسیله","unrelated","word","word",0.0597499536725536,-0.23747882993061,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"موفقیتشکست","موفقیت","شکست","related","word","word",0.170404151703267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"موفقیتشوریف","موفقیت","شوریف","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"موفقیتمتاهل","موفقیت","متاهل","unrelated","word","word",0.00977184159962342,-0.32277508018188,0.219273737884448,0.155049946994215,2,2,2,0,1,2,2,0,1,FALSE,FALSE,FALSE
"مولاناشمس","مولانا","شمس","related","word","word",0.321810470594551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"مولانامحرب","مولانا","محرب","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"مولانانبرد","مولانا","نبرد","unrelated","word","word",0.00471240242950304,-1.27074072282339,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"ميعبربوت","ميع","بربوت","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ميعدستگاه","ميع","دستگاه","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"میراثبه ارث بردن","میراث","به ارث بردن","related","word","word",NA,-0.323799275285596,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"میراثرمنده","میراث","رمنده","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"میراثشهریور","میراث","شهریور","unrelated","word","word",NA,-0.721556968472424,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"میز مطالعهبلتگاه","میز مطالعه","بلتگاه","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"میز مطالعهدفتر","میز مطالعه","دفتر","related","word","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"میز مطالعهفولاد","میز مطالعه","فولاد","unrelated","word","word",NA,-1.01228153314281,0.473750943984834,0.273520235038483,3,3,3,0,1,3,3,0,1,FALSE,FALSE,FALSE
"میزچنبول","میز","چنبول","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"میزصندلی","میز","صندلی","related","word","word",0.539057072684636,-1.17949323772903,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"میزکنسرت","میز","کنسرت","unrelated","word","word",0.0602141013642723,-0.581708944628072,0.402922024046452,0.180192207079934,5,5,5,0,1,4,5,0,0.8,FALSE,FALSE,FALSE
"میفتروکرامه","میفت","روکرامه","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"میفتعدالت","میفت","عدالت","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"میکلمطالعهتماشایی","میکلمطالعه","تماشایی","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"میکلمطالعهقاكس","میکلمطالعه","قاكس","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"میگوارادرامفکردن","میگوار","ادرامفکردن","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"میگواراهانت","میگوار","اهانت","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"میلآرزو","میل","آرزو","related","word","word",0.168604309369798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
