"word_combo","pt_cue","pt_target","type","cue_type","target_type","pt_cosine","M_Z","SD_Z","SE_Z","sampleN","target_correct","target_answeredN","target_timeoutN","target_prop_correct","cue_correct","cue_answeredN","cue_timeoutN","cue_prop_correct","done_both","done_totalN","done"
"alertaalarme","alerta","alarme","related","word","word",0.453476479489858,-0.486414921707486,0.695451705604095,0.139090341120819,25,27,29,1,0.931034482758621,28,29,1,0.96551724137931,FALSE,FALSE,FALSE
"alertainqueinmante","alerta","inqueinmante","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alertalavagem","alerta","lavagem","unrelated","word","word",0.0862985399424641,-0.557894674068493,0.546189664924441,0.103220144433126,28,30,30,1,1,30,30,1,1,FALSE,FALSE,FALSE
"alheaçãocomissário","alheação","comissário","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alheaçãomaratomas","alheação","maratomas","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alhocebola","alho","cebola","related","word","word",0.621415606787323,-0.710325040949592,0.489481059218495,0.0879133934773235,31,35,35,1,1,34,35,1,0.971428571428571,FALSE,FALSE,FALSE
"alhocosei","alho","cosei","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alhoqualidade","alho","qualidade","unrelated","word","word",0.143647661054264,-0.525778689584277,0.513281504436132,0.0907362081111055,32,32,33,0,0.96969696969697,32,33,0,0.96969696969697,FALSE,FALSE,FALSE
"alimentaramarelo","alimentar","amarelo","unrelated","word","word",0.131935552402671,-0.657006426047437,0.459605201861702,0.0776874583697553,35,39,39,0,1,38,39,0,0.974358974358974,FALSE,FALSE,FALSE
"alimentarcomer","alimentar","comer","related","word","word",0.49814590717883,-0.672241092985999,0.609362668253238,0.0728327694556614,70,74,74,0,1,73,74,0,0.986486486486487,TRUE,TRUE,TRUE
"alimentarpisxo","alimentar","pisxo","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alimentureiacete","alimenturei","acete","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alimentureipermanecer","alimenturei","permanecer","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"almacompleto","alma","completo","unrelated","word","word",0.126394783479543,-0.516014934057111,0.855793586629055,0.146767389280916,34,39,39,0,1,38,39,0,0.974358974358974,FALSE,FALSE,FALSE
"almaespírito","alma","espírito","related","word","word",0.523111149137407,-0.5555791694138,0.402079732915241,0.0710783264305107,32,33,34,0,0.970588235294118,34,34,0,1,FALSE,FALSE,FALSE
"almatranveja","alma","tranveja","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"almôndeimportância","almônde","importância","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"almôndelusco","almônde","lusco","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alopeausência","alope","ausência","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alopeseaviário","alope","seaviário","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aluiprofesquem","alui","profesquem","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aluisíndrome","alui","síndrome","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"álvacumfruton","álvacum","fruton","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"álvacumvoar","álvacum","voar","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"amadoguedemofluência","amadogue","demofluência","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"amadoguesalvador","amadogue","salvador","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"amadorescreada","amador","escreada","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"amadorprofissional","amador","profissional","related","word","word",0.548072845650943,-0.604606760148271,0.300462808922583,0.0803020634611451,14,15,15,0,1,15,15,0,1,FALSE,FALSE,FALSE
"amadortraseira","amador","traseira","unrelated","word","word",0.0523002072739291,-0.0982430813995532,0.726326129216144,0.117825656885849,38,40,42,0,0.952380952380952,40,42,0,0.952380952380952,FALSE,FALSE,FALSE
"amaempregada","ama","empregada","related","word","word",0.349844055836094,-0.0640346150596023,1.65395475877592,0.301969443491528,30,36,36,0,1,34,36,0,0.944444444444444,FALSE,FALSE,FALSE
"amaimportância","ama","importância","unrelated","word","word",0.126080843750777,-0.375891868972841,0.514266777537998,0.060606920956012,72,74,74,1,1,72,73,2,0.986301369863014,TRUE,TRUE,TRUE
"amanhãmanhã","amanhã","manhã","related","word","word",0.574608878884347,-0.780953560325358,0.428794752992565,0.0746435854870482,33,36,36,0,1,36,36,0,1,FALSE,FALSE,FALSE
"amanhãparente","amanhã","parente","unrelated","word","word",0.0850359945522593,-0.54980882872799,0.52498522112753,0.0636638093705014,68,70,71,0,0.985915492957746,69,70,1,0.985714285714286,TRUE,TRUE,TRUE
"amanhãtransoas","amanhã","transoas","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"amantenamorado","amante","namorado","related","word","word",0.51003487914721,-0.738065969867666,0.508436805837359,0.0749649172338078,46,47,48,0,0.979166666666667,46,48,0,0.958333333333333,FALSE,FALSE,FALSE
"amantepartícula","amante","partícula","unrelated","word","word",0.0751547255592885,-0.293493048005449,0.80518622580399,0.152165893755147,28,29,30,1,0.966666666666667,29,30,1,0.966666666666667,FALSE,FALSE,FALSE
"amanteprossezarde","amante","prossezarde","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"amaregresna","ama","regresna","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"amascoceiro","amasco","ceiro","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"amascofilme","amasco","filme","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"amasrifelenda","amasrife","lenda","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"amasrifeuniriquíssidade","amasrife","uniriquíssidade","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ambienteamar","ambiente","amar","unrelated","word","word",0.115845512241952,-0.62207379884902,0.578647812986335,0.129389584486903,20,20,20,0,1,20,20,0,1,FALSE,FALSE,FALSE
"ambienteatmosfera","ambiente","atmosfera","related","word","word",0.448195719483648,0.0584373996684836,1.23351653279603,0.218056976261447,32,33,34,0,0.970588235294118,33,34,0,0.970588235294118,FALSE,FALSE,FALSE
"ambientedenharsão","ambiente","denharsão","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ambulânciaestúpido","ambulância","estúpido","unrelated","word","word",0.118768077350907,-0.551384145662806,0.541390234379202,0.0957051764994271,32,34,34,1,1,32,34,1,0.941176470588235,FALSE,FALSE,FALSE
"ambulânciahelicóptero","ambulância","helicóptero","related","word","word",0.490254673636482,-0.338271638339123,0.525881690462788,0.11759072079973,20,20,20,1,1,20,21,0,0.952380952380952,FALSE,FALSE,FALSE
"ambulânciaperturling","ambulância","perturling","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ambulânlõesconhemamento","ambulânlões","conhemamento","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ambulânlõesescritor","ambulânlões","escritor","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"amburgentegravilhiam","amburgente","gravilhiam","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"amburgenteir","amburgente","ir","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anadomissãofarço","anadomissão","farço","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anadomissãolamber","anadomissão","lamber","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"analistaativar","analista","ativar","unrelated","word","word",0.131788001642749,-0.404880564989188,0.75850526947143,0.126417544911905,36,38,41,0,0.926829268292683,39,41,0,0.951219512195122,FALSE,FALSE,FALSE
"analistagrecro","analista","grecro","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"analistainvestigador","analista","investigador","related","word","word",0.545632863595939,-0.42000671737804,0.342197590538022,0.057032931756337,36,37,37,0,1,33,37,0,0.891891891891892,FALSE,FALSE,FALSE
"anarquiaarmário","anarquia","armário","unrelated","word","word",-0.0135912160479121,-0.303943560365315,0.697494930326069,0.113148618828997,38,41,41,0,1,33,41,0,0.804878048780488,FALSE,FALSE,FALSE
"anarquiacapitalismo","anarquia","capitalismo","related","word","word",0.398543341585267,-0.213349306274067,0.522132250547361,0.108872100283185,23,26,26,0,1,18,26,0,0.692307692307692,FALSE,FALSE,FALSE
"anarquiasobriaulo","anarquia","sobriaulo","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anatomiainvestigar","anatomia","investigar","unrelated","word","word",0.082926454920502,-0.339377494962881,0.556965731126095,0.101687564898373,30,35,35,1,1,30,34,2,0.88235294117647,FALSE,FALSE,FALSE
"anatomiapsicologia","anatomia","psicologia","related","word","word",0.49742850091074,-0.251165897991696,0.748232433090248,0.116854273842769,41,44,44,0,1,43,44,0,0.977272727272727,FALSE,FALSE,FALSE
"anatomiasumptude","anatomia","sumptude","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anatomitaasmanganatura","anatomita","asmanganatura","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anatomitavisão","anatomita","visão","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"âncoraamérica","âncora","américa","unrelated","word","word",0.110598492047124,-0.506865068852561,0.545114272736155,0.136278568184039,16,16,17,0,0.941176470588235,14,17,0,0.823529411764706,FALSE,FALSE,FALSE
"âncorastargénio","âncora","stargénio","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"âncoravelejar","âncora","velejar","related","word","word",0.340525227131401,0.270916393645885,0.601048224743401,0.117875254868342,26,29,39,0,0.743589743589744,36,39,0,0.923076923076923,FALSE,FALSE,FALSE
"anelarrogância","anel","arrogância","unrelated","word","word",0.141821692703632,-0.241990475340807,0.591722693960849,0.11834453879217,25,27,29,0,0.931034482758621,28,29,0,0.96551724137931,FALSE,FALSE,FALSE
"anelcolar","anel","colar","related","word","word",0.617970933440982,-0.581682415138932,0.477154009763184,0.099493488760754,23,26,26,0,1,23,26,0,0.884615384615385,FALSE,FALSE,FALSE
"anelmutens","anel","mutens","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anessicadistrito","anessica","distrito","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anessicapoeimentarado","anessica","poeimentarado","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aniversáriodia de nascimento","aniversário","dia de nascimento","related","word","word",NA,0.256032729285399,0.839970409662026,0.158739486615626,28,30,30,0,1,30,30,0,1,FALSE,FALSE,FALSE
"aniversárioexplosivo","aniversário","explosivo","unrelated","word","word",0.105437551801922,-0.391736768602362,0.652682617255276,0.107300361308577,37,40,42,0,0.952380952380952,39,41,1,0.951219512195122,FALSE,FALSE,FALSE
"aniversáriorestaucluíste","aniversário","restaucluíste","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anjobasebol","anjo","basebol","unrelated","word","word",0.0854942827874559,-0.402278661098897,0.645048489877773,0.0995331428761289,42,43,43,1,1,44,44,0,1,FALSE,FALSE,FALSE
"anjodiabo","anjo","diabo","related","word","word",0.403726906087779,-0.534243320629805,0.567397976976699,0.0908563905260202,39,39,39,0,1,38,39,0,0.974358974358974,FALSE,FALSE,FALSE
"anjotanhisto","anjo","tanhisto","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anlanuncido","anl","anuncido","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anllaranja","anl","laranja","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anónimocancro","anónimo","cancro","unrelated","word","word",0.0694557136688128,-0.310152671499946,0.735430561137158,0.113479399247965,42,49,49,0,1,44,49,0,0.897959183673469,FALSE,FALSE,FALSE
"anónimodesconhecido","anónimo","desconhecido","related","word","word",0.439463162029348,-0.0793500181370993,0.751620968942447,0.110820465947914,46,49,50,0,0.98,47,50,0,0.94,FALSE,TRUE,FALSE
"anónimoprofarma","anónimo","profarma","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ansuconcripto","ansu","concripto","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ansureceita","ansu","receita","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"antídotoabtutar","antídoto","abtutar","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"antídotooutubro","antídoto","outubro","unrelated","word","word",0.04261681360578,-0.562026863376888,0.534602747733388,0.113977688782436,22,22,23,0,0.956521739130435,18,23,0,0.782608695652174,FALSE,FALSE,FALSE
"antídotovacina","antídoto","vacina","related","word","word",0.633828834005631,-0.448552276775172,1.54101143879938,0.253340719964589,37,42,42,0,1,34,42,0,0.80952380952381,FALSE,FALSE,FALSE
"anúnciomarketing","anúncio","marketing","related","word","word",0.226200839290965,-0.0969440440751335,1.02253460170464,0.17042243361744,36,37,42,0,0.880952380952381,40,42,0,0.952380952380952,FALSE,FALSE,FALSE
"anúncioquistar","anúncio","quistar","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anúnciotraidor","anúncio","traidor","unrelated","word","word",0.0736925479290247,-0.522752151063536,0.355257834686285,0.0600495341021507,35,37,38,2,0.973684210526316,35,38,2,0.921052631578947,FALSE,FALSE,FALSE
"aostelutador","aoste","lutador","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aostevontri","aoste","vontri","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"apalbidofinanciamento","apalbido","financiamento","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"apalbidotrabrosidor","apalbido","trabrosidor","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"apermigotenente","apermigo","tenente","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"apermigozarlha","apermigo","zarlha","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aperminarratazana","aperminar","ratazana","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aperminarsobreviatão","aperminar","sobreviatão","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aperpanhachento","aperpanha","chento","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aperpanharealista","aperpanha","realista","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aperversoepetacovai","aperverso","epetacovai","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aperversofogão","aperverso","fogão","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aplaucenáriodefinitiva","aplaucenário","definitiva","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aplaucenáriotordativo","aplaucenário","tordativo","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aplaunologiadescloper","aplaunologia","descloper","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aplaunologialixo","aplaunologia","lixo","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aplicancigarro","aplican","cigarro","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aplicancomuaguenta","aplican","comuaguenta","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aplicarcemitério","aplicar","cemitério","unrelated","word","word",0.00177358257829534,-0.252789758845375,0.731471926508751,0.121911987751459,36,37,37,1,1,34,37,1,0.918918918918919,FALSE,FALSE,FALSE
"aplicáriometal","aplicário","metal","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aplicárioraftil","aplicário","raftil","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aplicarorganichiva","aplicar","organichiva","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aplicarusar","aplicar","usar","related","word","word",0.418883016855079,-0.610077118545554,0.448678398954186,0.0805850193570564,31,32,34,0,0.941176470588235,33,34,0,0.970588235294118,FALSE,FALSE,FALSE
"apodeavaliação","apode","avaliação","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"apodequelta","apode","quelta","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"apoioassistência","apoio","assistência","related","word","word",0.535612106909315,-0.0708394472748689,1.31243378084279,0.239616528999796,30,35,36,0,0.972222222222222,34,36,0,0.944444444444444,FALSE,FALSE,FALSE
"apoioguarfício","apoio","guarfício","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"apoiovelejar","apoio","velejar","unrelated","word","word",0.128432301903037,0.320030203058905,0.99760185221209,0.203634625364585,24,26,31,0,0.838709677419355,29,31,0,0.935483870967742,FALSE,FALSE,FALSE
"aponoriaboné","aponoria","boné","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aponoriasenconais","aponoria","senconais","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"apontarindicar","apontar","indicar","related","word","word",0.483631292937571,-0.401568133686046,0.9181250045931,0.170491533216723,29,33,33,0,1,30,33,0,0.909090909090909,FALSE,FALSE,FALSE
"apontarvaqueiro","apontar","vaqueiro","unrelated","word","word",0.143918577336041,-0.227757725040602,0.462474769373424,0.100920268460046,21,26,27,0,0.962962962962963,24,27,0,0.888888888888889,FALSE,FALSE,FALSE
"apontarvolfo","apontar","volfo","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"apóstrocaminho","apóstro","caminho","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"apóstroesalastor","apóstro","esalastor","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"apotomala","apoto","mala","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"apotostarnico","apoto","starnico","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aprecadogechiroso","aprecado","gechiroso","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aprecadomatemática","aprecado","matemática","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aprempiraçãoapresonese","aprempiração","apresonese","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aprempiraçãocompaixão","aprempiração","compaixão","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aprenderapelido","aprender","apelido","unrelated","word","word",0.111540742416463,-0.363315124218697,0.840127762538107,0.131205913142634,41,44,44,1,1,43,44,1,0.977272727272727,FALSE,FALSE,FALSE
"aprenderensinar","aprender","ensinar","related","word","word",0.727819347728048,-0.591400117983959,0.434703690549874,0.0535083254040025,66,68,68,0,1,65,67,1,0.970149253731343,TRUE,TRUE,TRUE
"aprenderperigoblins","aprender","perigoblins","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aprenéticocarrigão","aprenético","carrigão","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aprenéticoepisódio","aprenético","episódio","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aprenginaçãochiperadamente","aprenginação","chiperadamente","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aprenginaçãoótimo","aprenginação","ótimo","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"apresçarinofotógrafo","apresçarino","fotógrafo","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"apresçarinovilos","apresçarino","vilos","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"apresriosocharuto","apresrioso","charuto","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"apresriosooutugues","apresrioso","outugues","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aprogadamanter","aprogada","manter","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aprogadasidiu","aprogada","sidiu","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aprontemunhamatramento","aprontemunha","matramento","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aprontemunhapor","aprontemunha","por","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
