"word_combo","tr_cue","tr_target","type","cue_type","target_type","tr_cosine","M_Z","SD_Z","SE_Z","sampleN","target_correct","target_answeredN","target_timeoutN","target_prop_correct","cue_correct","cue_answeredN","cue_timeoutN","cue_prop_correct","done_both","done_totalN","done"
"projeprogram","proje","program","related","word","word",0.461510274833627,-0.280787310845868,1.03193439676624,0.0905066338082594,130,138,140,7,0.985714285714286,133,141,6,0.943262411347518,FALSE,TRUE,TRUE
"prosuray ile ilgili","prosur","ay ile ilgili","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"prosurseltmek","prosur","seltmek","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"proteingömmek","protein","gömmek","unrelated","word","word",0.0827339234660569,0.319864577637699,1.1476208532317,0.104762971463055,120,133,147,2,0.904761904761905,137,146,3,0.938356164383562,FALSE,TRUE,TRUE
"proteinsınka","protein","sınka","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"proteinvitamin","protein","vitamin","related","word","word",0.59356015765295,-0.492991720071708,0.730353699466798,0.0693221053576329,111,119,122,7,0.975409836065574,115,122,7,0.942622950819672,TRUE,TRUE,TRUE
"protestoakiztan","protesto","akiztan","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"protestogösteri","protesto","gösteri","related","word","word",0.356630673682571,-0.364764934794533,0.765943748586858,0.0737029715717889,108,121,125,4,0.968,117,124,5,0.943548387096774,TRUE,TRUE,TRUE
"protestohayatta kalmak","protesto","hayatta kalmak","unrelated","word","word",NA,0.0333844346160476,0.881572122414928,0.0747739714946818,139,151,156,8,0.967948717948718,142,155,9,0.916129032258065,TRUE,TRUE,TRUE
"proyorktoböeritme","proyorkto","böeritme","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"proyorktopsikolojik","proyorkto","psikolojik","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pubkomir","pub","komir","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pubrestoran","pub","restoran","related","word","word",0.423690567444229,0.141984006694972,1.02548376892646,0.0798338031364027,165,174,181,9,0.961325966850829,76,182,8,0.417582417582418,TRUE,TRUE,TRUE
"pubstrateji","pub","strateji","unrelated","word","word",0.115304306944393,0.130127588372713,1.00389581530418,0.0936137674743477,115,123,135,7,0.911111111111111,49,135,7,0.362962962962963,FALSE,TRUE,TRUE
"pusulahamilelik","pusula","hamilelik","unrelated","word","word",0.0903410942037604,-0.246555306666233,0.765798782713677,0.0669081503043024,131,146,147,6,0.993197278911565,140,148,5,0.945945945945946,TRUE,TRUE,TRUE
"pusulaharita","pusula","harita","related","word","word",0.531305187718374,-0.513352681865153,0.864098391891233,0.0805775905231298,115,130,135,8,0.962962962962963,128,135,8,0.948148148148148,TRUE,TRUE,TRUE
"pusulakelmak","pusula","kelmak","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"puuzaklaitiugh","puuzakla","itiugh","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"puuzaklatenis","puuzakla","tenis","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"quaybaanılmak","quay","baanılmak","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"quaybiruden","quay","biruden","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"quayfransızca","quay","fransızca","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"quayyudumlamak","quay","yudumlamak","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"raakılsızbaşparmak","raakılsız","başparmak","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"raakılsızilyong","raakılsız","ilyong","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rabilhatırlamak","rabil","hatırlamak","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rabiloch","rabil","och","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"radarbaslu","radar","baslu","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"radaröğle yemeği","radar","öğle yemeği","unrelated","word","word",NA,-0.0460423444285419,0.67736007323621,0.0570440086929632,141,158,163,10,0.969325153374233,156,164,9,0.951219512195122,TRUE,TRUE,TRUE
"radaruydu","radar","uydu","related","word","word",0.470132124223201,-0.56774159391124,0.602820549838523,0.0513154929925622,138,143,146,8,0.979452054794521,128,144,10,0.888888888888889,TRUE,TRUE,TRUE
"radvetayırlamak","radvet","ayırlamak","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"radveton yıl","radvet","on yıl","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"radyoint","radyo","int","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"radyotavşan","radyo","tavşan","unrelated","word","word",0.122547461508316,-0.446652991363638,0.719859479939366,0.0617274411555118,136,145,148,3,0.97972972972973,137,147,4,0.931972789115646,TRUE,TRUE,TRUE
"radyotelevizyon","radyo","televizyon","related","word","word",0.636052448822261,-0.549505408584841,0.725295328595152,0.0608654319016723,142,156,159,4,0.981132075471698,155,160,3,0.96875,TRUE,TRUE,TRUE
"rahatat","rahat","at","unrelated","word","word",0.130756249906601,-0.364833872575751,0.778065660939899,0.0641737741129792,147,156,166,5,0.939759036144578,161,166,5,0.969879518072289,TRUE,TRUE,TRUE
"rahatbaağırlık","rahat","baağırlık","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rahathoş","rahat","hoş","related","word","word",0.258053963533457,-0.548957547672752,0.750996866414229,0.0671712017676618,125,137,143,9,0.958041958041958,135,142,10,0.950704225352113,TRUE,TRUE,TRUE
"rahatsızkeyifsiz","rahatsız","keyifsiz","related","word","word",0.425312965266101,-0.343320368540432,0.758219591493904,0.0614997298306637,152,161,165,9,0.975757575757576,159,166,8,0.957831325301205,TRUE,TRUE,TRUE
"rahatsızoğlan","rahatsız","oğlan","unrelated","word","word",0.1258177944426,-0.404685185000827,0.696801626819801,0.0630854551277713,122,129,138,14,0.934782608695652,128,138,14,0.927536231884058,TRUE,TRUE,TRUE
"rahatsızprofenell","rahatsız","profenell","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rahçekaağırlık","rahçe","kaağırlık","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rahçetakım","rahçe","takım","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rahrekpaket","rahrek","paket","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rahreksoalındı","rahrek","soalındı","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ramüngüzep bezgi","ramün","güzep bezgi","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ramüninanmak","ramün","inanmak","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ranmakihtinizm","ranmak","ihtinizm","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ranmakzeki","ranmak","zeki","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"raporlamakbilgilendirmek","raporlamak","bilgilendirmek","related","word","word",0.54801554620659,-0.128619484656211,0.990406918848185,0.0837046621377104,140,158,159,11,0.993710691823899,152,158,12,0.962025316455696,TRUE,TRUE,TRUE
"raporlamakkasket","raporlamak","kasket","unrelated","word","word",0.110669138115486,0.117230947455329,0.927268826052417,0.0860947491174208,116,127,136,9,0.933823529411765,129,138,7,0.934782608695652,TRUE,TRUE,TRUE
"raporlamakparlei","raporlamak","parlei","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"raranoyakdomin","raranoyak","domin","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"raranoyakplastik","raranoyak","plastik","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ratmakçöp","ratmak","çöp","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ratmakvarsaatin","ratmak","varsaatin","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"raxelaplie","raxel","aplie","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"raxelgelişim","raxel","gelişim","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"realitysiyongram","realitysiyon","gram","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"realitysiyonsöyleopar","realitysiyon","söyleopar","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"redanörhım","redan","örhım","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"redansarı","redan","sarı","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"reddetmekkabul","reddetmek","kabul","related","word","word",0.530435717406834,-0.58000579632163,0.664729138663355,0.0565855020472819,138,152,153,6,0.993464052287582,149,154,5,0.967532467532468,TRUE,TRUE,TRUE
"reddetmeköldüy","reddetmek","öldüy","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"reddetmekşiir","reddetmek","şiir","unrelated","word","word",0.0856909933441024,-0.548833407058027,0.522689300156623,0.0461996435742999,128,139,143,8,0.972027972027972,137,143,8,0.958041958041958,TRUE,TRUE,TRUE
"redöpüşmekbaslu","redöpüşmek","baslu","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"redöpüşmeknitelik","redöpüşmek","nitelik","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"reenandersma","reen","andersma","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"reenbilgi","reen","bilgi","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"refakat etmekeşlik etmek","refakat etmek","eşlik etmek","related","word","word",NA,-0.182665497452789,0.816765950379262,0.0745601892041445,120,132,135,10,0.977777777777778,125,135,10,0.925925925925926,TRUE,TRUE,TRUE
"refakat etmekev sahibi","refakat etmek","ev sahibi","unrelated","word","word",NA,-0.394808261441263,0.621559859349684,0.0553729533109028,126,139,140,15,0.992857142857143,126,139,16,0.906474820143885,TRUE,TRUE,TRUE
"refakat etmekyecon","refakat etmek","yecon","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rehinatmb","rehin","atmb","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rehinmahkum","rehin","mahkum","related","word","word",0.24563821434986,-0.411004331421317,0.919480168090197,0.084288608813553,119,120,123,6,0.975609756097561,107,122,7,0.877049180327869,TRUE,TRUE,TRUE
"rehinüretmek","rehin","üretmek","unrelated","word","word",0.0640427532054702,-0.378447544884461,0.661491770413795,0.0614179690041632,116,132,135,6,0.977777777777778,121,135,6,0.896296296296296,TRUE,TRUE,TRUE
"reklâmölbas","reklâm","ölbas","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"reklâmpazarlama","reklâm","pazarlama","related","word","word",0.482360881617398,-0.415786484439364,0.596082922373005,0.0500221676454438,142,152,159,6,0.955974842767296,143,157,8,0.910828025477707,TRUE,TRUE,TRUE
"reklâmzırh","reklâm","zırh","unrelated","word","word",0.0514605876086951,0.118305155221361,0.858557063249298,0.0814906301392856,111,119,133,8,0.894736842105263,117,132,9,0.886363636363636,TRUE,TRUE,TRUE
"reknukelekthan","reknuk","elekthan","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"reknukhasta","reknuk","hasta","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"remdenfotoğrafçı","remden","fotoğrafçı","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"remdenproglıp","remden","proglıp","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"renklamakbağız","renklamak","bağız","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"renklamakşüphelenmek","renklamak","şüphelenmek","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"renmekdergi","renmek","dergi","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"renmekkuv","renmek","kuv","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"resepsiyondişi","resepsiyon","dişi","unrelated","word","word",0.0942705939882734,-0.392830933704994,0.702666679529348,0.0633573208224205,123,134,137,4,0.978102189781022,111,136,5,0.816176470588235,TRUE,TRUE,TRUE
"resepsiyonndeycı","resepsiyon","ndeycı","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"resepsiyonparti","resepsiyon","parti","related","word","word",0.408283322597605,-0.336001883330168,0.800139275043633,0.0710008794149458,127,140,144,5,0.972222222222222,115,145,4,0.793103448275862,TRUE,TRUE,TRUE
"resimfotoğraf","resim","fotoğraf","related","word","word",0.741964579118716,-0.607590531617531,0.666427842579272,0.0584495883623633,130,136,138,8,0.985507246376812,133,138,8,0.963768115942029,TRUE,TRUE,TRUE
"resimhidrojen","resim","hidrojen","unrelated","word","word",0.108642947857965,-0.16068841789538,0.645205416197471,0.0532156458177449,147,160,168,8,0.952380952380952,159,169,7,0.940828402366864,TRUE,TRUE,TRUE
"resimmarlet","resim","marlet","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"resmenetkinleştirmek","resmen","etkinleştirmek","unrelated","word","word",0.0538975974623575,0.242451896401002,0.854985226736039,0.0761681378380832,126,136,140,7,0.971428571428571,135,141,6,0.957446808510638,TRUE,TRUE,TRUE
"resmengaerişte","resmen","gaerişte","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"resmenpratikte","resmen","pratikte","related","word","word",0.250504956653833,0.498944205912574,1.264148530093,0.115400444328156,120,134,142,5,0.943661971830986,137,143,4,0.958041958041958,FALSE,TRUE,TRUE
"resmi olarakhavalandırma","resmi olarak","havalandırma","unrelated","word","word",NA,-0.122952056743106,0.964176738715946,0.0862385892037164,125,131,136,5,0.963235294117647,130,136,5,0.955882352941177,TRUE,TRUE,TRUE
"resmi olarakmarun","resmi olarak","marun","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"resmi olarakresmi","resmi olarak","resmi","related","word","word",NA,-0.473720959102988,0.663052100532068,0.0590693759469474,126,144,146,3,0.986301369863014,143,146,3,0.979452054794521,TRUE,TRUE,TRUE
"resmi olhultzergen","resmi olhultz","ergen","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"resmi olhultzsenar","resmi olhultz","senar","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"resüzflickaha","resüz","flickaha","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"resüzölmek","resüz","ölmek","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"retürbençen","retür","bençen","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"retürmuhteşem","retür","muhteşem","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"revliling","revli","ling","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"revlipüsin","revli","püsin","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ridangazeteci","ridan","gazeteci","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ridankoyisyon öyesi","ridan","koyisyon öyesi","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rijotanıklık","rijo","tanıklık","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rijoteyka","rijo","teyka","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rilmekdeli","rilmek","deli","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rilmekzahou","rilmek","zahou","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"riskiketi","risk","iketi","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"riskıslak","risk","ıslak","unrelated","word","word",0.0525904477083195,-0.566479732435385,0.562589136122643,0.0503195020709245,125,141,146,14,0.965753424657534,131,147,13,0.891156462585034,TRUE,TRUE,TRUE
"riskliidrar","riskli","idrar","unrelated","word","word",0.148270169113893,-0.479159670560302,0.474417858013124,0.0440485922904898,116,123,129,3,0.953488372093023,120,129,3,0.930232558139535,TRUE,TRUE,TRUE
"riskliinanç çalışma","riskli","inanç çalışma","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"risklitehlikeli","riskli","tehlikeli","related","word","word",0.651163549757101,-0.560729592908748,0.691309813304971,0.0647470962548626,114,127,129,6,0.984496124031008,126,130,5,0.969230769230769,TRUE,TRUE,TRUE
"risktehlike","risk","tehlike","related","word","word",0.513714773098523,-0.609185400972475,0.653994419143671,0.0554710826390145,139,154,161,15,0.956521739130435,155,162,14,0.95679012345679,TRUE,TRUE,TRUE
"ritimavcı","ritim","avcı","unrelated","word","word",0.101886822327408,-0.495956396637179,0.679759596384971,0.0574501715077297,140,147,150,7,0.98,133,150,7,0.886666666666667,TRUE,TRUE,TRUE
"ritimradip","ritim","radip","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ritimstil","ritim","stil","related","word","word",0.282374659023675,-0.0175060521730632,0.974834205983813,0.0974834205983813,100,103,109,1,0.944954128440367,102,109,1,0.935779816513762,FALSE,TRUE,TRUE
"ritüelanne","ritüel","anne","unrelated","word","word",0.13347088335627,-0.512735895031506,0.748415124167274,0.0664111032175299,127,137,141,8,0.971631205673759,107,141,8,0.75886524822695,TRUE,TRUE,TRUE
"ritüelomuzluk","ritüel","omuzluk","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ritüeltören","ritüel","tören","related","word","word",0.459439831919515,-0.417884143235353,0.715335080471377,0.0647633951808611,122,136,144,5,0.944444444444444,104,143,6,0.727272727272727,TRUE,TRUE,TRUE
"rışmaunsur","rışma","unsur","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rışmaviloz","rışma","viloz","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"robotgaatı","robot","gaatı","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"robotgenellikle","robot","genellikle","unrelated","word","word",0.0559850535719494,-0.376588288280683,0.594934974654625,0.0513945539878177,134,149,155,7,0.961290322580645,145,156,6,0.92948717948718,TRUE,TRUE,TRUE
"robotmakine","robot","makine","related","word","word",0.475424898342185,-0.617498853413285,0.5544231617266,0.052388064536526,112,122,124,4,0.983870967741935,120,124,4,0.967741935483871,TRUE,TRUE,TRUE
"roçişbaşarısızlık","roçiş","başarısızlık","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"roçişmaclü","roçiş","maclü","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rodanbölge","rodan","bölge","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rodanpaham","rodan","paham","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rodeobop","rodeo","bop","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rodeogelişim","rodeo","gelişim","unrelated","word","word",0.130563273491129,-0.330534928031466,0.701652020323069,0.0569114939380395,152,168,174,4,0.96551724137931,61,174,4,0.350574712643678,TRUE,TRUE,TRUE
"rodeokovboy","rodeo","kovboy","related","word","word",0.403752074031279,-0.0602739616634868,0.942472583704601,0.0863963200972303,119,129,144,3,0.895833333333333,49,145,2,0.337931034482759,TRUE,TRUE,TRUE
"röhfizye","röh","fizye","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"röhkavga etmek","röh","kavga etmek","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"roijioncell","roiji","oncell","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"roijivaat","roiji","vaat","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"roketfüze","roket","füze","related","word","word",0.697442252973333,-0.459081952751099,0.645109147093631,0.0514853149345521,157,168,176,5,0.954545454545455,167,175,6,0.954285714285714,TRUE,TRUE,TRUE
"roketifade eading","roket","ifade eading","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"roketkarı","roket","karı","unrelated","word","word",0.109330754140076,-0.412901060988438,0.908613848155158,0.0720577653084913,159,176,186,7,0.946236559139785,172,187,6,0.919786096256685,TRUE,TRUE,TRUE
"romamakul","roma","makul","unrelated","word","word",0.128580915866857,-0.260583176073298,0.868468483328112,0.072880256147715,142,161,169,6,0.952662721893491,162,169,6,0.958579881656805,TRUE,TRUE,TRUE
"romaşanslıca","roma","şanslıca","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"romayunan","roma","yunan","related","word","word",0.525440352275184,-0.577859608999444,0.479174480414325,0.0474453434439368,102,116,120,8,0.966666666666667,115,120,8,0.958333333333333,TRUE,TRUE,TRUE
"romeoanayasa","romeo","anayasa","unrelated","word","word",0.0635118145714512,-0.107076464863376,0.811406800504663,0.0720007106212315,127,133,136,8,0.977941176470588,82,135,9,0.607407407407407,TRUE,TRUE,TRUE
"romeoidamlı","romeo","idamlı","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"romeojuliet","romeo","juliet","related","word","word",0.777345729325429,-0.0913424268323671,1.00763497863177,0.0836795303178884,145,152,173,8,0.878612716763006,121,174,7,0.695402298850575,TRUE,TRUE,TRUE
"romkonyak","rom","konyak","related","word","word",0.577940774146123,0.1214448935014,0.877592177080673,0.0832973631885964,111,122,161,9,0.75776397515528,51,159,11,0.320754716981132,TRUE,TRUE,TRUE
"römorkgirişim","römork","girişim","unrelated","word","word",0.0743715130759611,-0.144810864434286,0.932427197885249,0.0717251690680961,169,187,191,10,0.979057591623037,92,192,9,0.479166666666667,TRUE,TRUE,TRUE
"römorkkamyonet","römork","kamyonet","related","word","word",0.452884548765466,-0.0216957255560236,0.892824087889386,0.0786087777371558,129,138,149,16,0.926174496644295,65,149,16,0.436241610738255,TRUE,TRUE,TRUE
"römorkproselans","römork","proselans","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"romunutkabı","rom","unutkabı","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"romuzak","rom","uzak","unrelated","word","word",0.119848464435984,-0.147223970763232,1.06634293587985,0.101671809666775,110,121,130,8,0.930769230769231,39,129,9,0.302325581395349,FALSE,TRUE,TRUE
"rorıldünya","rorıl","dünya","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rorılsisnon","rorıl","sisnon","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rorodmillet","rorod","millet","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rorodumuttezi","rorod","umuttezi","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
