"word_combo","es_cue","es_target","type","cue_type","target_type","es_cosine","M_Z","SD_Z","SE_Z","sampleN","target_correct","target_answeredN","target_timeoutN","target_prop_correct","cue_correct","cue_answeredN","cue_timeoutN","cue_prop_correct","done_both","done_totalN","done"
"diariosirro","diario","sirro","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"diarreacombuñero","diarrea","combuñero","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"diarreanáusea","diarrea","náusea","related","word","word",0.620426751321237,-0.45274240626187,0.74804083143338,0.118275640506778,40,42,43,1,0.976744186046512,43,43,1,1,FALSE,FALSE,FALSE
"diarreareputación","diarrea","reputación","unrelated","word","word",0.0875074492729107,-0.0413854795685543,0.940079268586443,0.130365538688042,52,53,55,1,0.963636363636364,51,55,1,0.927272727272727,FALSE,TRUE,TRUE
"diatroacalmo","diatroa","calmo","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"diatroaflono","diatroa","flono","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"diccionarioenfermo","diccionario","enfermo","unrelated","word","word",0.144492859541342,-0.607320826890966,0.444875149350768,0.0812227181909651,30,32,32,1,1,31,32,1,0.96875,FALSE,FALSE,FALSE
"diccionariofrase","diccionario","frase","related","word","word",0.428628778698726,-0.317771574634852,0.845576814745773,0.10916349738165,60,61,64,0,0.953125,63,64,0,0.984375,FALSE,TRUE,TRUE
"diccionariojobo","diccionario","jobo","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dicurtodracantil","dicurto","dracantil","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dicurtogeneralmente","dicurto","generalmente","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"difícilduro","difícil","duro","related","word","word",0.558353398733072,-0.561861807674345,0.488455558973142,0.0560296952624894,76,78,79,0,0.987341772151899,79,79,0,1,TRUE,TRUE,TRUE
"difícilnáusea","difícil","náusea","unrelated","word","word",0.0903809366403607,0.171911793399663,0.537311795939796,0.0731188740461633,54,54,63,0,0.857142857142857,62,63,0,0.984126984126984,TRUE,TRUE,TRUE
"difícilpásico","difícil","pásico","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dihénfrublema","dihén","frublema","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dihéninspiración","dihén","inspiración","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dilturatídolo","diltura","tídolo","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dilturavitamina","diltura","vitamina","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dinastíacontar","dinastía","contar","unrelated","word","word",0.137321302727341,-0.50824335533165,0.732822639642753,0.092326974267268,63,66,68,0,0.970588235294118,58,68,0,0.852941176470588,FALSE,TRUE,TRUE
"dinastíaimperio","dinastía","imperio","related","word","word",0.522464107602917,-0.633588510780067,0.586034625604406,0.0812683804543857,52,53,54,0,0.981481481481482,52,54,0,0.962962962962963,TRUE,TRUE,TRUE
"dinastíazo","dinastía","zo","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dinseapreciar","dinse","apreciar","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dinseozacial","dinse","ozacial","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"diosdivino","dios","divino","related","word","word",0.504826337474225,-0.678576142807397,0.375353519519716,0.0634463248098823,35,37,38,0,0.973684210526316,36,38,0,0.947368421052632,FALSE,FALSE,FALSE
"diosnegocio","dios","negocio","unrelated","word","word",0.076669242842682,-0.563514610511776,0.516857268795023,0.0730946559341038,50,50,50,0,1,50,50,0,1,TRUE,TRUE,TRUE
"diosrefregnante","dios","refregnante","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dipertoFunus","diperto","Funus","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dipertoinfección","diperto","infección","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"diplestíadebrinición","diplestía","debrinición","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"diplestíatodavía","diplestía","todavía","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"diplomaacuntente","diploma","acuntente","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"diplomagraduado","diploma","graduado","related","word","word",0.530727489062093,-0.341756680182344,0.6562345625385,0.0840222258915585,61,62,62,0,1,60,62,0,0.967741935483871,TRUE,TRUE,TRUE
"diplomaheredar","diploma","heredar","unrelated","word","word",0.117434475848242,-0.225016709004569,0.541518240405536,0.07984250865895,46,47,51,0,0.92156862745098,50,51,0,0.980392156862745,TRUE,TRUE,FALSE
"directocaflitera","directo","caflitera","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"directodirectamente","directo","directamente","related","word","word",0.743776774043699,-0.428968599782756,0.335095151337177,0.0558491918895294,36,36,36,0,1,35,36,0,0.972222222222222,FALSE,FALSE,FALSE
"directojoya","directo","joya","unrelated","word","word",0.119918438273848,-0.238754380577481,0.732339000549972,0.10797749480961,46,49,50,1,0.98,47,50,1,0.94,FALSE,TRUE,FALSE
"discocanción","disco","canción","related","word","word",0.45862280805415,-0.70968676457226,0.371984972791254,0.0554522457179769,45,51,52,1,0.980769230769231,51,52,1,0.980769230769231,TRUE,TRUE,FALSE
"discocardol","disco","cardol","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"discosede","disco","sede","unrelated","word","word",0.12052963038512,0.109953342855513,1.28077432530474,0.195316253527679,43,44,50,0,0.88,44,50,0,0.88,FALSE,TRUE,FALSE
"discursopartícula","discurso","partícula","unrelated","word","word",0.0585142047491892,-0.147666417272871,0.851418311995434,0.120408732407675,50,51,54,0,0.944444444444444,50,54,0,0.925925925925926,FALSE,TRUE,TRUE
"discursopréskumo","discurso","préskumo","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"discursosermón","discurso","sermón","related","word","word",0.66959966057394,0.190211962858319,0.561701697672445,0.0949449159352196,35,35,39,2,0.897435897435897,36,39,2,0.923076923076923,FALSE,FALSE,FALSE
"discurvaarmadura","discurva","armadura","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"discurvaenodedo","discurva","enodedo","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"disgaclaje","disga","claje","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"disgasacerdote","disga","sacerdote","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"disparoatir","disparo","atir","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"disparodisparar","disparo","disparar","related","word","word",0.564812417216668,-0.228178505193283,0.94390146586751,0.13917067854498,46,49,51,1,0.96078431372549,49,51,1,0.96078431372549,FALSE,TRUE,FALSE
"disparorápidamente","disparo","rápidamente","unrelated","word","word",0.135319995854187,-0.315951476387809,0.836724098119506,0.1183306567525,50,51,53,0,0.962264150943396,52,53,0,0.981132075471698,FALSE,TRUE,TRUE
"dispenciabluel","dispencia","bluel","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dispenciamezcla","dispencia","mezcla","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"distanciaabadejo","distancia","abadejo","unrelated","word","word",0.110092634003131,1.41108947484277,1.23360730075951,0.371946595932946,11,12,52,1,0.230769230769231,48,52,1,0.923076923076923,FALSE,TRUE,FALSE
"distanciaexpecdotiva","distancia","expecdotiva","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"distanciavelocidad","distancia","velocidad","related","word","word",0.470862164477978,-0.712812706139832,0.562860468368928,0.072066898207526,61,62,63,1,0.984126984126984,57,63,1,0.904761904761905,TRUE,TRUE,TRUE
"divorciohuer","divorcio","huer","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"divorciomatrimonio","divorcio","matrimonio","related","word","word",0.617718051249146,-0.565347027558324,0.445668292491506,0.0687681105033248,42,43,45,0,0.955555555555556,43,45,0,0.955555555555556,FALSE,FALSE,FALSE
"divorciopeligroso","divorcio","peligroso","unrelated","word","word",0.0410408740763258,-0.572119568349232,0.358314426254916,0.0716628852509833,25,27,27,1,1,26,27,1,0.962962962962963,FALSE,FALSE,FALSE
"diyelmafagulia","diyelma","fagulia","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"diyelmavisión","diyelma","visión","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dobledocuvinto","doble","docuvinto","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dobletriple","doble","triple","related","word","word",0.77052897882528,-0.726705479430604,0.713334446274251,0.120575528462619,35,36,36,0,1,35,36,0,0.972222222222222,FALSE,FALSE,FALSE
"dobleúnico","doble","único","unrelated","word","word",0.145886369271793,-0.533923243807791,1.11254776226108,0.164036218383527,46,49,50,1,0.98,45,50,1,0.9,FALSE,TRUE,FALSE
"dobuscesenterio","dobus","cesenterio","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dobusprocedimiento","dobus","procedimiento","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dócildulce","dócil","dulce","related","word","word",0.400365902158463,-0.742895652376626,0.390521261184311,0.0617468330031964,40,43,44,0,0.977272727272727,32,44,0,0.727272727272727,FALSE,FALSE,FALSE
"dócilganador","dócil","ganador","unrelated","word","word",0.0631693048102371,-0.243460160384552,1.17786561328873,0.171809357668023,47,50,51,2,0.980392156862745,42,51,2,0.823529411764706,FALSE,TRUE,FALSE
"dóciloey","dócil","oey","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dolpiracióncaballo","dolpiración","caballo","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dolpiraciónchelpido","dolpiración","chelpido","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dorlavamanos","dor","lavamanos","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dorvoritariamente","dor","voritariamente","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"doscuatro","dos","cuatro","related","word","word",0.789947206141877,-0.798703375961481,0.645030655208467,0.0765510550574172,71,75,76,0,0.986842105263158,74,76,0,0.973684210526316,TRUE,TRUE,TRUE
"dosdelicioso","dos","delicioso","unrelated","word","word",0.105836979022465,-0.513592091117698,0.388605026624923,0.045797541588277,72,76,77,0,0.987012987012987,74,77,0,0.961038961038961,TRUE,TRUE,TRUE
"dosgolarno","dos","golarno","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dosisdocumento","dosis","documento","unrelated","word","word",0.0281054838942568,-0.63597368313518,0.450102481660387,0.0567075824269711,63,65,65,0,1,58,65,0,0.892307692307692,TRUE,TRUE,TRUE
"dosisinyección","dosis","inyección","related","word","word",0.616220293588913,-0.278845831019461,0.694463338371413,0.0982119471695748,50,51,51,2,1,41,51,2,0.803921568627451,FALSE,TRUE,TRUE
"dosispersusto","dosis","persusto","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dragónabtimen","dragón","abtimen","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dragónausencia","dragón","ausencia","unrelated","word","word",0.0643405054446212,-0.197122885754036,0.774486237888544,0.110640891126935,49,49,50,1,0.98,47,50,1,0.94,FALSE,TRUE,FALSE
"dragónleón","dragón","león","related","word","word",0.528033146899461,-0.713943429341276,0.343313759141309,0.0511781935367304,45,48,49,0,0.979591836734694,45,49,0,0.918367346938776,FALSE,FALSE,FALSE
"dramaaxtual","drama","axtual","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dramacomedia","drama","comedia","related","word","word",0.532100598464011,-0.542550035331737,0.626361558733227,0.0944275578827395,44,45,45,1,1,41,45,1,0.911111111111111,FALSE,FALSE,FALSE
"dramagrueso","drama","grueso","unrelated","word","word",0.129544869397623,-0.182398377199845,0.817120064820028,0.120477780770481,46,49,50,0,0.98,48,50,0,0.96,FALSE,TRUE,FALSE
"dramáticohalplosivo","dramático","halplosivo","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dramáticopaquete","dramático","paquete","unrelated","word","word",0.0889144404004113,-0.446078552052909,0.740938122365913,0.10584830319513,49,49,50,0,0.98,49,50,0,0.98,FALSE,TRUE,FALSE
"dramáticoromántico","dramático","romántico","related","word","word",0.529341122602336,-0.554824151979054,0.53284001657101,0.0761200023672872,49,53,53,0,1,53,53,0,1,TRUE,TRUE,FALSE
"dravedevoción","drave","devoción","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"draveomeción","drave","omeción","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dreminariocapitán","dreminario","capitán","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dreminariomocinterio","dreminario","mocinterio","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dricoartisiría","drico","artisiría","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dricocompletamente","drico","completamente","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"driniodevoyar","drinio","devoyar","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"drinioindicar","drinio","indicar","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"driqueadofimer","driqueado","fimer","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"driqueadoromántico","driqueado","romántico","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"duchabaño","ducha","baño","related","word","word",0.732584677841306,-0.73672457875915,0.69511427410781,0.101392837682801,47,48,50,1,0.96,49,50,1,0.98,FALSE,TRUE,FALSE
"duchafracaso","ducha","fracaso","unrelated","word","word",0.0996022802644593,-0.449196101154458,0.599970184895411,0.073298024119022,67,68,68,3,1,64,68,3,0.941176470588235,TRUE,TRUE,TRUE
"duchahispresario","ducha","hispresario","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ducretariobragenitor","ducretario","bragenitor","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ducretarioconstitución","ducretario","constitución","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dudarautonís","dudar","autonís","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dudarcuarto","dudar","cuarto","unrelated","word","word",0.100675652837646,-0.52070783143033,0.733875628921614,0.0955424689246721,59,59,59,2,1,57,59,2,0.966101694915254,FALSE,TRUE,TRUE
"dudarsospechar","dudar","sospechar","related","word","word",0.654339750901538,-0.346658919206434,0.56266683251711,0.0732529821704321,59,59,60,1,0.983333333333333,58,60,1,0.966666666666667,TRUE,TRUE,TRUE
"dulcegraufesar","dulce","graufesar","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dulceingreso","dulce","ingreso","unrelated","word","word",0.112701455502347,-0.307356477118701,0.806395667099254,0.118896554591947,46,49,51,1,0.96078431372549,44,50,2,0.88,FALSE,TRUE,FALSE
"dulcetierno","dulce","tierno","related","word","word",0.660947155636405,-0.687625002991124,0.458794345746589,0.0882950130064905,27,28,28,0,1,28,28,0,1,FALSE,FALSE,FALSE
"duvoegalción","duvo","egalción","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"duvoinvierno","duvo","invierno","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dvdegrogante","dvd","egrogante","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dvdeso","dvd","eso","unrelated","word","word",0.0778199064194414,0.112439386221668,0.900443846163259,0.150073974360543,36,39,43,1,0.906976744186046,21,43,1,0.488372093023256,FALSE,FALSE,FALSE
"dvdvideo","dvd","video","related","word","word",0.596505428323758,-0.0173457503095943,0.808097720377521,0.136593445322695,35,37,37,0,1,16,36,1,0.444444444444444,FALSE,FALSE,FALSE
"echeramedar","echer","amedar","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"echersaludar","echer","saludar","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ecogiramarsejar","ecogir","amarsejar","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ecogirlejos","ecogir","lejos","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"edamenfiel","edamen","fiel","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"edameninvilto","edamen","invilto","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"efectivoabterdo","efectivo","abterdo","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"efectivodestino","efectivo","destino","unrelated","word","word",0.10708924887905,-0.578673984992724,0.54157016339632,0.0816447740744118,44,46,50,1,0.92,50,51,0,0.980392156862745,TRUE,TRUE,FALSE
"efectivodinero","efectivo","dinero","related","word","word",0.620538485791722,-0.613277484708259,0.505048798017132,0.0744653827333255,46,50,50,2,1,50,50,2,1,TRUE,TRUE,FALSE
"efostivoeportualmente","efostivo","eportualmente","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"efostivoperspectiva","efostivo","perspectiva","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ejudenciacrénico","ejudencia","crénico","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ejudenciaterreno","ejudencia","terreno","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"elecciónatadro","elección","atadro","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"elecciónescribir","elección","escribir","unrelated","word","word",0.143522836538884,-0.46037741417311,0.684964072260276,0.0968685480728787,50,52,54,0,0.962962962962963,50,54,0,0.925925925925926,FALSE,TRUE,TRUE
"elecciónopción","elección","opción","related","word","word",0.647580871336283,-0.435748658881689,0.689848847923704,0.0905815914332508,58,58,58,0,1,58,58,0,1,FALSE,TRUE,TRUE
"elegirpecho","elegir","pecho","unrelated","word","word",0.105157142514731,-0.664751985288182,0.384559345101015,0.0714108776376785,29,30,30,2,1,30,30,2,1,FALSE,FALSE,FALSE
"elegirseleccionar","elegir","seleccionar","related","word","word",0.632640394895816,-0.463029619506854,0.375878727692506,0.0573209685915456,43,45,46,0,0.978260869565217,45,46,0,0.978260869565217,FALSE,FALSE,FALSE
"elegirutcuro","elegir","utcuro","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"elifonarcuarpu","elifonar","cuarpu","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"elifonarnoticias","elifonar","noticias","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eliminardefunio","eliminar","defunio","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eliminarretirar","eliminar","retirar","related","word","word",0.442377720047136,-0.610912579302973,0.518007351825045,0.110439538486572,22,23,23,1,1,22,23,1,0.956521739130435,FALSE,FALSE,FALSE
"eliminartrabajador","eliminar","trabajador","unrelated","word","word",0.109500827963769,-0.648404637483075,0.432310557246475,0.0720517595410791,36,37,38,2,0.973684210526316,36,38,2,0.947368421052632,FALSE,FALSE,FALSE
"elteconsioltor","elte","consioltor","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"elteprobable","elte","probable","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"emacciónfisear","emacción","fisear","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"emacciónsobre","emacción","sobre","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"embadinarheriz","embadinar","heriz","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"embadinarmatrimonio","embadinar","matrimonio","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"embajadaarmonía","embajada","armonía","unrelated","word","word",0.0576799834960771,-0.537801296609146,0.362926902631578,0.0523839862326247,48,50,50,1,1,49,50,1,0.98,TRUE,TRUE,FALSE
"embajadaministerio","embajada","ministerio","related","word","word",0.454299971291103,-0.31725682041254,0.727147983068763,0.128542817438511,32,34,35,3,0.971428571428571,35,35,3,1,FALSE,FALSE,FALSE
"embajadarecorgio","embajada","recorgio","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"embajadormedallón","embajador","medallón","unrelated","word","word",0.136799649315983,-0.225249696092679,0.822079386533662,0.118656938777613,48,50,51,0,0.980392156862745,48,51,0,0.941176470588235,FALSE,TRUE,FALSE
"embajadorministro","embajador","ministro","related","word","word",0.513024667331538,-0.311172719519771,0.772599946927293,0.119214759991416,42,44,44,1,1,42,44,1,0.954545454545455,FALSE,FALSE,FALSE
"embajadornitar","embajador","nitar","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"emnetantedruma","emnetante","druma","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"emnetanteintuición","emnetante","intuición","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"empitalpresidente","empital","presidente","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"empitaltinvenio","empital","tinvenio","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"empleojerinte","empleo","jerinte","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"empleomúsculo","empleo","músculo","unrelated","word","word",0.0596986840749949,-0.410160421944717,0.826241882612209,0.119257743335476,48,49,50,1,0.98,47,49,2,0.959183673469388,FALSE,TRUE,FALSE
"empleotrabajo","empleo","trabajo","related","word","word",0.70708248001372,-0.585266034696885,0.688465197366483,0.106232486285961,42,48,50,0,0.96,48,50,0,0.96,FALSE,TRUE,FALSE
"empresacorporación","empresa","corporación","related","word","word",0.717276426657364,0.421520229543007,1.1157722680385,0.168208998389435,44,45,50,1,0.9,48,50,1,0.96,FALSE,TRUE,FALSE
"empresainteresante","empresa","interesante","unrelated","word","word",0.104487663583187,-0.202054077040106,0.872137902728055,0.12588226322763,48,51,51,0,1,51,51,0,1,FALSE,TRUE,FALSE
"empresalirmanecer","empresa","lirmanecer","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"emprojadacoronel","emprojada","coronel","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"emprojadatefado","emprojada","tefado","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"empujaramarsejar","empujar","amarsejar","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"empujarmuy","empujar","muy","unrelated","word","word",0.105658034945592,-0.50325858981955,0.569763676372802,0.0831085738099279,47,49,50,1,0.98,47,50,1,0.94,TRUE,TRUE,FALSE
"empujartirar","empujar","tirar","related","word","word",0.574282810381798,-0.803944862925213,0.420313943042291,0.0600448490060416,49,50,50,0,1,50,50,0,1,TRUE,TRUE,FALSE
