"word_combo","no_cue","no_target","type","cue_type","target_type","no_cosine","M_Z","SD_Z","SE_Z","sampleN","target_correct","target_answeredN","target_timeoutN","target_prop_correct","cue_correct","cue_answeredN","cue_timeoutN","cue_prop_correct","done_both","done_totalN","done"
"forsidevådig","forside","vådig","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"forskjelmelsemusenior","forskjelmelse","musenior","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"forskjelmelseøre","forskjelmelse","øre","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"forskjelnelselokkedusere","forskjelnelse","lokkedusere","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"forskjelnelseskjegg","forskjelnelse","skjegg","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"forskningberiq","forskning","beriq","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"forskningmorder","forskning","morder","unrelated","word","word",0.145362976183352,-0.461148029643515,0.0938843628073201,0.0542041621395028,3,3,3,0,1,3,3,0,1,FALSE,FALSE,FALSE
"forskningstudie","forskning","studie","related","word","word",0.431318123759747,-0.871227400116357,0.167858896916267,0.118694164291986,2,2,2,0,1,2,2,0,1,FALSE,FALSE,FALSE
"forskrekningforfriske","forskrekning","forfriske","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"forskrekningisk","forskrekning","isk","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"forslåtonate","forslåt","onate","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"forslåtslette","forslåt","slette","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"forsøvnelsker","forsøvn","elsker","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"forsøvnforflytle","forsøvn","forflytle","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"forspioneborlig","forspione","borlig","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"forspionegravplass","forspione","gravplass","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"førstflagfelse","først","flagfelse","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"førstfornærme","først","fornærme","unrelated","word","word",0.143124559382978,0.0654651591289437,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"førstsist","først","sist","related","word","word",0.348008119613967,-0.721784984182653,0.572573240901572,0.233752046763421,6,6,6,0,1,6,6,0,1,FALSE,FALSE,FALSE
"forstyrrelseluftvesen","forstyrrelse","luftvesen","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"forstyrrelseproblem","forstyrrelse","problem","related","word","word",0.284232556567623,-0.609124469099194,0.614997310929845,0.355068863016242,3,3,3,0,1,3,3,0,1,FALSE,FALSE,FALSE
"forstyrrelsesenator","forstyrrelse","senator","unrelated","word","word",0.114880182703108,-0.50078716794007,0.351630562334878,0.248640355099431,2,2,2,0,1,2,2,0,1,FALSE,FALSE,FALSE
"fortjenemutalent","fortjene","mutalent","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"fortjenespesialist","fortjene","spesialist","unrelated","word","word",0.0102299382031531,-0.602780668746799,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"fortjeneverdig","fortjene","verdig","related","word","word",0.383285629823612,-0.406637450092208,0.690323143596215,0.488132176046898,2,2,2,0,1,2,2,0,1,FALSE,FALSE,FALSE
"forurensninginvestor","forurensning","investor","unrelated","word","word",0.122297112705557,-0.0765961198965888,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"forurensningpleite","forurensning","pleite","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"forurensningstråling","forurensning","stråling","related","word","word",0.343847067468074,0.0459613733210966,0.828265886514977,0.478199532540006,3,3,3,0,1,3,3,0,1,FALSE,FALSE,FALSE
"forutbestemtbacon","forutbestemt","bacon","unrelated","word","word",0.12368936080723,-0.554048523247396,0.0514807430636156,0.0364023825208049,2,2,2,0,1,2,2,0,1,FALSE,FALSE,FALSE
"forutbestemtbanske","forutbestemt","banske","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"forutbestemtskjebne","forutbestemt","skjebne","related","word","word",0.422219792540128,-0.561797645096391,0.244048076434948,0.122024038217474,4,4,4,0,1,4,4,0,1,FALSE,FALSE,FALSE
"forutningkonsenknoppre","forutning","konsenknoppre","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"forutningsender","forutning","sender","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"fosåhøre","foså","høre","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"fosåtauster","foså","tauster","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"fotdentaktivere","fotdent","aktivere","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"fotdentfemre","fotdent","femre","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"fotjøpress","fotjø","press","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"fotjøsar","fotjø","sar","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"fragmentdel","fragment","del","related","word","word",0.223732263691766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"fragmentkongekolade","fragment","kongekolade","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"fragmentsint","fragment","sint","unrelated","word","word",0.103260116949178,-0.160229778232117,0.929295396623483,0.379383257007475,6,6,6,0,1,5,6,0,0.833333333333333,FALSE,FALSE,FALSE
"framdersdanse","framders","danse","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"framderssølvtighet","framders","sølvtighet","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"framgangkristen","framgang","kristen","unrelated","word","word",0.107788371935053,-0.186837783664572,0.396997968630798,0.229206884056726,3,3,3,0,1,3,3,0,1,FALSE,FALSE,FALSE
"framgangsleys","framgang","sleys","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"framgangutvikling","framgang","utvikling","related","word","word",0.406632364975415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"framganmed vilje","framgan","med vilje","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"framgansparkjede","framgan","sparkjede","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"framtidfortid","framtid","fortid","related","word","word",0.511898249160394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"framtidpartløs","framtid","partløs","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"framtidtygge","framtid","tygge","unrelated","word","word",0.0361083206898524,-0.548787882826887,0.199417490146235,0.141009459569604,2,2,2,0,1,2,2,0,1,FALSE,FALSE,FALSE
"fraytlio","frayt","lio","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"fraytvedlikehold","frayt","vedlikehold","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"frebitsoverom","frebit","soverom","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"frebitvisstetulu","frebit","visstetulu","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"frekvensbunert","frekvens","bunert","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"frekvensrolig","frekvens","rolig","unrelated","word","word",0.100827326609784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"frekvenssignal","frekvens","signal","related","word","word",0.425605164347649,-0.552464447182028,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"fremstilleforeslås","fremstille","foreslås","related","word","word",0.196841610680361,0.227175284846431,1.10188121002813,0.492776257750522,5,5,5,0,1,5,5,0,1,FALSE,FALSE,FALSE
"fremstillehard","fremstille","hard","unrelated","word","word",0.0176159459058743,-0.518709920841955,0.435582542091104,0.2514836979306,3,3,3,0,1,3,3,0,1,FALSE,FALSE,FALSE
"fremstillejøv","fremstille","jøv","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"frestansavskjedigelse","frestans","avskjedigelse","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"frestanskofa","frestans","kofa","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"frihetdemokrati","frihet","demokrati","related","word","word",0.409760793857941,-0.917640322507026,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"frihetdøv","frihet","døv","unrelated","word","word",0.109218340596618,-0.305125182188367,0.313201658596028,0.127864041692275,6,6,6,0,1,6,6,0,1,FALSE,FALSE,FALSE
"frihetkryst","frihet","kryst","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"frilkbror","frilk","bror","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"frilkpulverettelse","frilk","pulverettelse","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"frittfingeravtrykk","fritt","fingeravtrykk","unrelated","word","word",0.0432435477328893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"frittgerps","fritt","gerps","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"frittgratis","fritt","gratis","related","word","word",0.199765005384373,-0.499510115911379,0.824261694287018,0.582841033502664,2,2,2,0,1,2,2,0,1,FALSE,FALSE,FALSE
"frolehardve","frole","hardve","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"froletro","frole","tro","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"froskbli fegust","frosk","bli fegust","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"froskøgle","frosk","øgle","related","word","word",0.394843877076875,-0.544945241972683,0.376218482264587,0.168250020147083,5,5,5,0,1,5,5,0,1,FALSE,FALSE,FALSE
"frosksoverom","frosk","soverom","unrelated","word","word",0.0564324226215545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"fruselommeskru","fruse","lommeskru","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"frusetortur","fruse","tortur","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"frypabunert","frypa","bunert","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"frypatragisk","frypa","tragisk","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"frysjemetafyme","frysje","metafyme","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"frysjeurin","frysje","urin","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"fuengfremmoni","fueng","fremmoni","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"fuengvitnesbyrd","fueng","vitnesbyrd","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"fyddatamatalt","fyd","datamatalt","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"fydfortid","fyd","fortid","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"fylkedårne","fylke","dårne","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"fylkedistrikt","fylke","distrikt","related","word","word",0.423635998398037,-0.731128247584276,0.21114630293905,0.149302982630671,2,2,2,0,1,1,2,0,0.5,FALSE,FALSE,FALSE
"fylkehalskjede","fylke","halskjede","unrelated","word","word",0.111653143053612,-0.629995911510027,0.10050611041796,0.0710685522272237,2,2,2,0,1,2,2,0,1,FALSE,FALSE,FALSE
"fyrdeløke","fyrde","løke","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"fyrdemokrati","fyr","demokrati","unrelated","word","word",0.0441215562545415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"fyrdeskap","fyrde","skap","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"fyrkompis","fyr","kompis","related","word","word",0.237918821936287,-0.958537139551468,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"fyrsom rhugg","fyr","som rhugg","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"fysengartenert","fyseng","artenert","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"fysengstjerne","fyseng","stjerne","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"fysikkfortelle","fysikk","fortelle","unrelated","word","word",0.140569211709254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"fysikkglanel","fysikk","glanel","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"fysikkmatematikk","fysikk","matematikk","related","word","word",0.56721776633684,-0.85673017555261,0.206512262821168,0.103256131410584,4,4,4,0,1,4,4,0,1,FALSE,FALSE,FALSE
"gå inngå","gå inn","gå","related","word","word",NA,-0.899659327107637,0.287474276240064,0.143737138120032,4,4,4,0,1,3,4,0,0.75,FALSE,FALSE,FALSE
"gå innheko","gå inn","heko","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gå innnakke","gå inn","nakke","unrelated","word","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gå viderefortsette","gå videre","fortsette","related","word","word",NA,-0.726529362667916,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"gå viderekapborn","gå videre","kapborn","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gå videremajones","gå videre","majones","unrelated","word","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gafmehøyde","gafme","høyde","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gafmelekedent","gafme","lekedent","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gåfredningsmann","gåf","redningsmann","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gåfspending","gåf","spending","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gagdegentlig","gagd","egentlig","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gagdnukka","gagd","nukka","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gagnostigraher","gagnosti","graher","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gagnostitrollmann","gagnosti","trollmann","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gallerisenappin","galleri","senappin","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"galleritest","galleri","test","unrelated","word","word",0.00936746296050162,-0.347454278443466,0.554253658034959,0.319998498665818,3,4,4,0,1,4,4,0,1,FALSE,FALSE,FALSE
"galleriutstilling","galleri","utstilling","related","word","word",0.435910818281673,-0.711074662972985,0.305117275086597,0.152558637543298,4,4,4,0,1,4,4,0,1,FALSE,FALSE,FALSE
"galmeravfall","galmer","avfall","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"galmergura","galmer","gura","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"galskapbegravelse","galskap","begravelse","unrelated","word","word",0.149489100647663,1.35791386773986,NA,NA,1,2,2,0,1,2,2,0,1,FALSE,FALSE,FALSE
"galskapdumhet","galskap","dumhet","related","word","word",0.382807914914488,-0.204245518487325,0.782189730822284,0.349805881884178,5,5,5,0,1,5,5,0,1,FALSE,FALSE,FALSE
"galskaplora","galskap","lora","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"galvstål","galv","stål","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"galvutdanvers","galv","utdanvers","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gamblingdesember","gambling","desember","unrelated","word","word",0.080107260877858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gamblingecke","gambling","ecke","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gamblingpoker","gambling","poker","related","word","word",0.337473163917487,-0.442727750445381,0.731311817916406,0.365655908958203,4,4,4,0,1,4,4,0,1,FALSE,FALSE,FALSE
"gamblodsgal","gamblods","gal","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gamblodskote","gamblods","kote","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gamkeregjering","gamke","regjering","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gamketacwort","gamke","tacwort","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gammelhonte","gammel","honte","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gammelslagmark","gammel","slagmark","unrelated","word","word",0.0997247846544335,-0.262843365154098,0.529582171238447,0.216201016068237,6,6,6,0,1,6,6,0,1,FALSE,FALSE,FALSE
"gammelung","gammel","ung","related","word","word",0.374663492336029,-0.714507331360443,0.853874849925846,0.381864441742324,5,5,5,0,1,5,5,0,1,FALSE,FALSE,FALSE
"gammmukk","gamm","mukk","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gammslå","gamm","slå","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"garantiå love","garanti","å love","related","word","word",NA,-0.0226716959411337,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"garantiding","garanti","ding","unrelated","word","word",0.0516748945645145,-0.823441876587052,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"garantiginæ","garanti","ginæ","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gåsand","gås","and","related","word","word",0.215223848238893,-0.00688699789088998,1.57159102618943,1.11128267187047,2,2,2,0,1,1,2,0,0.5,FALSE,FALSE,FALSE
"gasgelrono","gasgel","rono","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gasgeltest","gasgel","test","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gåsite","gås","ite","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gassbrensel","gass","brensel","related","word","word",0.414367535813099,-0.291663931371886,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"gasssterkte","gass","sterkte","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gassstjerne","gass","stjerne","unrelated","word","word",0.0704707698345947,-0.616354149916037,0.355112699409746,0.177556349704873,4,4,4,0,1,4,4,0,1,FALSE,FALSE,FALSE
"gåstungt","gås","tungt","unrelated","word","word",0.129697765681249,-0.490232258104615,0.323322843259945,0.186670530591284,3,3,3,0,1,3,3,0,1,FALSE,FALSE,FALSE
"gebybesyn","geby","besyn","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gebygi","geby","gi","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gellskilpadde","gell","skilpadde","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gellunitid","gell","unitid","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"genebærepasskan","genebære","passkan","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"genebæretommel","genebære","tommel","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"generalmaksimum","general","maksimum","unrelated","word","word",0.10157711343926,-0.702002452382237,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"generaloberst","general","oberst","related","word","word",0.448489638246354,-0.567640531739885,0.105779596712237,0.0747974701464007,2,2,2,0,1,2,2,0,1,FALSE,FALSE,FALSE
"generalskalleve","general","skalleve","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"generamentsærgjerhet","generaments","ærgjerhet","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"generamentsfrokost","generaments","frokost","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"generatorføderaments","generator","føderaments","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"generatorhenrettelse","generator","henrettelse","unrelated","word","word",0.123047875207786,-0.215931333547561,0.164082396394079,0.116023775163592,2,2,2,0,1,2,2,0,1,FALSE,FALSE,FALSE
"generatorreaktor","generator","reaktor","related","word","word",0.436989508591648,-0.103717868026137,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"geniforsker","geni","forsker","related","word","word",0.287809039857983,-0.637671796005899,0.232123677410989,0.164136226371269,2,2,2,0,1,2,2,0,1,FALSE,FALSE,FALSE
"genifortid","geni","fortid","unrelated","word","word",0.117331848782787,-0.448768553032811,0.840761945191962,0.376000172468836,5,5,5,0,1,5,5,0,1,FALSE,FALSE,FALSE
"genistæp","geni","stæp","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gerrhunn","gerr","hunn","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gerrsaro","gerr","saro","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gesjametallmelt","gesja","metallmelt","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gesjateater","gesja","teater","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gesthandling","gest","handling","related","word","word",0.37520284976491,-0.603186682292304,0.165957149928015,0.117349426100492,2,3,3,0,1,2,3,0,0.666666666666667,FALSE,FALSE,FALSE
"gestprodukkert","gest","produkkert","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gestrundt","gest","rundt","unrelated","word","word",0.113676451846649,-0.13437589830353,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"getisktuet","getiskt","uet","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"getisktytterste","getiskt","ytterste","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gevinstfantasmans","gevinst","fantasmans","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
