"word_combo","no_cue","no_target","type","cue_type","target_type","no_cosine","M_Z","SD_Z","SE_Z","sampleN","target_correct","target_answeredN","target_timeoutN","target_prop_correct","cue_correct","cue_answeredN","cue_timeoutN","cue_prop_correct","done_both","done_totalN","done"
"å licksliten","å licks","liten","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"å licksskrivesperreparere","å licks","skrivesperreparere","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"å lyveærne","å lyve","ærne","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"å lyvekloster","å lyve","kloster","unrelated","word","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"å lyveløgner","å lyve","løgner","related","word","word",NA,-0.620164353201793,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"å seå møte","å se","å møte","related","word","word",NA,-0.926598352117776,0.117356294248803,0.0829834314782527,2,2,2,0,1,2,2,0,1,FALSE,FALSE,FALSE
"å sebrumsjon","å se","brumsjon","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"å seepidemi","å se","epidemi","unrelated","word","word",NA,-0.250147529671702,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"åålflagfelse","åål","flagfelse","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"åålnukleær","åål","nukleær","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"absodernutre","absodern","utre","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"absodernverden","absodern","verden","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"absoluttkomplett","absolutt","komplett","related","word","word",0.196040770881544,-0.899781874709647,0.125547779611272,0.0724850443547278,3,3,3,0,1,3,3,0,1,FALSE,FALSE,FALSE
"absoluttrane","absolutt","rane","unrelated","word","word",0.0982433114747306,1.14900349444525,NA,NA,1,1,1,0,1,0,1,0,0,FALSE,FALSE,FALSE
"absoluttsasis","absolutt","sasis","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"administralandsknoe","administralandsk","noe","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"administralandskvigne","administralandsk","vigne","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"administrasjonbeholde","administrasjon","beholde","unrelated","word","word",0.0928873532553003,-0.868448601760582,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"administrasjonoksyklub","administrasjon","oksyklub","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"administrasjonregjering","administrasjon","regjering","related","word","word",0.48549224924991,-0.581448848614753,0.29664907907014,0.10488128772162,8,8,8,0,1,8,8,0,1,FALSE,FALSE,FALSE
"adskilselhavn","adskilsel","havn","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"adskilselsjonsperium","adskilsel","sjonsperium","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"advarselbeskjed","advarsel","beskjed","related","word","word",0.366524765849566,-0.446926530747968,0.654650502722894,0.377962643972187,3,3,3,0,1,3,3,0,1,FALSE,FALSE,FALSE
"advarselfolkemengde","advarsel","folkemengde","unrelated","word","word",0.135465457530567,-0.230115045515146,1.04248153622386,0.737145763525661,2,3,3,0,1,3,3,0,1,FALSE,FALSE,FALSE
"advarselnyderens","advarsel","nyderens","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"advobrukmiskreft","advobruk","miskreft","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"advobrukstøvete","advobruk","støvete","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"advokataktor","advokat","aktor","related","word","word",0.462442156212148,0.206727254016697,1.31909148817397,0.761577825782986,3,3,3,0,1,3,3,0,1,FALSE,FALSE,FALSE
"advokatdanse","advokat","danse","unrelated","word","word",0.0789656918660535,-0.716473250706888,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"advokatventilaments","advokat","ventilaments","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ærekeclasovn","æreke","clasovn","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ærekehydrogen","æreke","hydrogen","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"æreseabdomistein","ærese","abdomistein","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"æresepartikkel","ærese","partikkel","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"æresneforels","æresne","forels","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"æresneperfekt","æresne","perfekt","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"afrikaamerika","afrika","amerika","related","word","word",0.42566815608853,-0.518316710908026,0.550151916501727,0.389016150841146,2,3,3,0,1,3,3,0,1,FALSE,FALSE,FALSE
"afrikadupfe","afrika","dupfe","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"afrikaoksygen","afrika","oksygen","unrelated","word","word",0.0908560341685213,-0.968734997856588,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"agdkommunisfullt","agd","kommunisfullt","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"agdtennis","agd","tennis","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"agentdetektiv","agent","detektiv","related","word","word",0.32867599540272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"agentkas","agent","kas","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"agentvestlig","agent","vestlig","unrelated","word","word",0.0347115989572233,0.588422030694174,1.08313965866084,0.765895397611165,2,2,2,0,1,2,2,0,1,FALSE,FALSE,FALSE
"agustingetthaike","agustinget","thaike","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"agustingettittel","agustinget","tittel","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ahestea","ahe","stea","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ahetau","ahe","tau","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aidshiv","aids","hiv","related","word","word",0.140614418787978,-0.784845091474146,0.305454840273314,0.176354434257072,3,3,3,0,1,2,3,0,0.666666666666667,FALSE,FALSE,FALSE
"aidsrestaurant","aids","restaurant","unrelated","word","word",0.0882227236975332,0.142449616134732,0.979727675709248,0.565646037303261,3,3,3,0,1,3,3,0,1,FALSE,FALSE,FALSE
"aidssamunics","aids","samunics","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"akeitflygning","akeit","flygning","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"akeitkapborn","akeit","kapborn","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"akktflamme","akkt","flamme","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"akkttagets","akkt","tagets","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"akromhosos","akrom","hosos","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"akromuke","akrom","uke","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aktivaktivitet","aktiv","aktivitet","related","word","word",0.460226375473976,-1.31255269819181,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"aktivdekk","aktiv","dekk","unrelated","word","word",0.103534642014724,NA,NA,NA,NA,1,1,1,1,1,1,1,1,FALSE,FALSE,NA
"aktivsaumke","aktiv","saumke","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"akuttcinle","akutt","cinle","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"akuttformmajohaug","akuttform","majohaug","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"akuttformutfall","akuttform","utfall","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"akutthuske","akutt","huske","unrelated","word","word",0.0444464048587582,-0.320488872108352,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"akuttnødsituasjon","akutt","nødsituasjon","related","word","word",0.364553195666701,-0.129629655064733,0.0949905192621733,0.0671684403187141,2,3,3,0,1,3,3,0,1,FALSE,FALSE,FALSE
"albumføringse","album","føringse","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"albummeter","album","meter","unrelated","word","word",0.0968589354839668,-0.522752452110873,0.764368464098876,0.540490124289461,2,2,2,0,1,2,2,0,1,FALSE,FALSE,FALSE
"albumsang","album","sang","related","word","word",0.370930582525601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aldriflamskytter","aldri","flamskytter","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aldrigitar","aldri","gitar","unrelated","word","word",0.128440412228887,-0.973308161657644,0.288056276328588,0.166309368680072,3,3,3,0,1,3,3,0,1,FALSE,FALSE,FALSE
"aldrinoensinne","aldri","noensinne","related","word","word",0.47431047471922,-0.564243670594765,0.317606506258627,0.183370201884795,3,3,3,0,1,3,3,0,1,FALSE,FALSE,FALSE
"alechblomst","alech","blomst","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alechvoldlighet","alech","voldlighet","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aleneensom","alene","ensom","related","word","word",0.463597952830081,-0.344840631661408,0.730495959214478,0.365247979607239,4,4,4,0,1,4,4,0,1,FALSE,FALSE,FALSE
"alenevæske","alene","væske","unrelated","word","word",0.117613816023818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alenevalentje","alene","valentje","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aleniæressode","aleni","æressode","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alenitygge","aleni","tygge","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alettbrødling","alett","brødling","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aletttrippel","alett","trippel","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alkoholbanat","alkohol","banat","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alkohollykkelig","alkohol","lykkelig","unrelated","word","word",0.0904088197449369,0.344341575980964,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"alkoholrusmiddel","alkohol","rusmiddel","related","word","word",0.405657194512378,1.7549383771621,2.72438873209914,1.92643374705552,2,2,2,0,1,2,2,0,1,FALSE,FALSE,FALSE
"alkokiskhamburger","alkokisk","hamburger","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alkokiskruart","alkokisk","ruart","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alleredefortsatt","allerede","fortsatt","related","word","word",0.310302031114725,-0.615993546955332,0.117487740873507,0.0830763782779446,2,2,2,0,1,2,2,0,1,FALSE,FALSE,FALSE
"alleredepressse","allerede","pressse","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alleredetomat","allerede","tomat","unrelated","word","word",0.0857147155585439,0.302789108613155,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"amatørbakside","amatør","bakside","unrelated","word","word",0.136124455342559,-0.38560214825842,0.527787267106614,0.304718120738861,3,3,3,0,1,3,3,0,1,FALSE,FALSE,FALSE
"amatørhøko","amatør","høko","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"amatørprofesjonell","amatør","profesjonell","related","word","word",0.330675877040128,-0.704863114965791,0.193330130385327,0.0966650651926635,4,4,4,0,1,4,4,0,1,FALSE,FALSE,FALSE
"ambassadedepartement","ambassade","departement","related","word","word",0.329796825753759,1.15603184361607,2.01060278800867,1.00530139400434,4,4,4,0,1,3,4,0,0.75,FALSE,FALSE,FALSE
"ambassadeharmoni","ambassade","harmoni","unrelated","word","word",0.107847485648943,-0.0625520725816118,1.11614395976691,0.644406015625798,3,3,3,0,1,2,3,0,0.666666666666667,FALSE,FALSE,FALSE
"ambassadevikter","ambassade","vikter","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ambassadørinsekt","ambassadør","insekt","unrelated","word","word",0.025295340075326,-0.359239535214399,0.440546307389456,0.311513281381778,2,2,2,0,1,2,2,0,1,FALSE,FALSE,FALSE
"ambassadørmilihund","ambassadør","milihund","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ambassadørminister","ambassadør","minister","related","word","word",0.412212619973669,-0.648722675633201,0.246966748936516,0.142586318979384,3,3,3,0,1,3,3,0,1,FALSE,FALSE,FALSE
"ambassalingsbag","ambassalings","bag","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ambassalingsforment","ambassalings","forment","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ambulanseærver","ambulanse","ærver","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ambulansehelikopter","ambulanse","helikopter","related","word","word",0.327455293629707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ambulansejordbær","ambulanse","jordbær","unrelated","word","word",0.117846752554107,0.921454262532693,2.27785673294069,1.6106879424338,2,2,2,0,1,2,2,0,1,FALSE,FALSE,FALSE
"amburgseankamp","amburgse","ankamp","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"amburgsebegrunnelse","amburgse","begrunnelse","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"amgrønnsadekreativitet","amgrønnsade","kreativitet","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"amgrønnsadeskyl","amgrønnsade","skyl","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ampvilorr","ampvil","orr","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ampvilviktig","ampvil","viktig","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"analytikeretterforsker","analytiker","etterforsker","related","word","word",0.364550147643272,-0.58925044642126,0.196915821173389,0.139240512474621,2,2,2,0,1,2,2,0,1,FALSE,FALSE,FALSE
"analytikerforedrag","analytiker","foredrag","unrelated","word","word",0.123004335788377,-0.621405672596018,0.227261592646913,0.131209541691159,3,3,3,0,1,3,3,0,1,FALSE,FALSE,FALSE
"analytikerjøv","analytiker","jøv","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anarkikapitalisme","anarki","kapitalisme","related","word","word",0.411011775074273,0.165808084524402,0.652253905117939,0.291696814086682,5,5,5,0,1,5,5,0,1,FALSE,FALSE,FALSE
"anarkimasjer","anarki","masjer","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anarkiskap","anarki","skap","unrelated","word","word",0.103509214657152,-0.502461055605277,0.268682026731269,0.155123640459712,3,3,3,0,1,2,3,0,0.666666666666667,FALSE,FALSE,FALSE
"anartlemu","anart","lemu","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anartmorder","anart","morder","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anatomicoyoning","anatomi","coyoning","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anatomietterforske","anatomi","etterforske","unrelated","word","word",0.128233968462365,-0.534024552369741,0.0602130695463134,0.0425770697922554,2,3,3,0,1,3,3,0,1,FALSE,FALSE,FALSE
"anatomipsykologi","anatomi","psykologi","related","word","word",0.443974928668719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"andre stederet sted","andre steder","et sted","related","word","word",NA,-0.396514651623179,0.102581934811235,0.0725363817322608,2,2,2,0,1,2,2,0,1,FALSE,FALSE,FALSE
"andre stederforbryter","andre steder","forbryter","unrelated","word","word",NA,-0.514393003430305,0.600589418256138,0.346750462302622,3,3,3,0,1,3,3,0,1,FALSE,FALSE,FALSE
"andre stederpralt","andre steder","pralt","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"andre stegnetørst","andre stegne","tørst","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"andre stegneuvetle","andre stegne","uvetle","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"åndsterfjern","åndster","fjern","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"åndsterståeligvis","åndster","ståeligvis","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anfallmeditvilte","anfallme","ditvilte","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anfallmeekteskap","anfallme","ekteskap","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anfalltefryse","anfallte","fryse","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anfallteindikeholds","anfallte","indikeholds","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anheadlys","anhead","lys","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anheadmassaging","anhead","massaging","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ankerrån","anker","rån","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ankerrekkefølge","anker","rekkefølge","unrelated","word","word",0.0576959370353536,-0.439700668138992,0.204590463408987,0.118120359122809,3,3,3,0,1,3,3,0,1,FALSE,FALSE,FALSE
"ankerseile","anker","seile","related","word","word",0.343504183945884,-0.556275439210438,0.344745244843907,0.140741656853071,6,6,6,0,1,6,6,0,1,FALSE,FALSE,FALSE
"ankommedemoningsti","ankomme","demoningsti","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ankommekomme","ankomme","komme","related","word","word",0.379610334445239,-0.523797487305047,0.756740705364129,0.378370352682065,4,4,5,0,0.8,4,5,0,0.8,FALSE,FALSE,FALSE
"ankommeubehagelig","ankomme","ubehagelig","unrelated","word","word",0.0600687327169275,-0.627295383611449,0.089714281480884,0.0517965645631422,3,3,3,0,1,3,3,0,1,FALSE,FALSE,FALSE
"ankomstavgang","ankomst","avgang","related","word","word",0.430548719955548,-0.533026267517001,0.165837968891916,0.0957465959816085,3,4,4,0,1,4,4,0,1,FALSE,FALSE,FALSE
"ankomstgorilla","ankomst","gorilla","unrelated","word","word",0.0528034562470899,-0.370134699501683,0.399327812734445,0.282367404300918,2,2,2,0,1,2,2,0,1,FALSE,FALSE,FALSE
"ankomstjordlyse","ankomst","jordlyse","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anoloybrig","anoloy","brig","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anoloyjunior","anoloy","junior","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anonymkreft","anonym","kreft","unrelated","word","word",0.1105789624947,-0.918638358605856,0.0476567552883012,0.0336984148337056,2,2,2,0,1,2,2,0,1,FALSE,FALSE,FALSE
"anonymkvoyd","anonym","kvoyd","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anonymukjent","anonym","ukjent","related","word","word",0.276070336503099,-0.657952544042108,0.145240145119181,0.0838544368816997,3,3,3,0,1,3,3,0,1,FALSE,FALSE,FALSE
"anropanstaltperen","anrop","anstaltperen","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anroptelefon","anrop","telefon","related","word","word",0.370540840972079,-0.55156786964101,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"anroputvendig","anrop","utvendig","unrelated","word","word",0.125299955331165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ansetteleie","ansette","leie","related","word","word",0.27876178843733,0.0465385196319537,0.103571103283243,0.0597968043608466,3,3,3,0,1,3,3,0,1,FALSE,FALSE,FALSE
"ansettemål","ansette","mål","unrelated","word","word",0.14744969058363,-0.630631969224175,0.377430266979295,0.188715133489647,4,4,4,0,1,4,4,0,1,FALSE,FALSE,FALSE
"ansetteoky","ansette","oky","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ansvarplikt","ansvar","plikt","related","word","word",0.409604452720586,-0.84735294117187,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"ansvarsyndrom","ansvar","syndrom","unrelated","word","word",0.0485784712544942,-0.441634051295236,0.472957825598494,0.211513169705745,5,5,5,0,1,5,5,0,1,FALSE,FALSE,FALSE
"ansvaruvetle","ansvar","uvetle","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"antinilbilbat","antinil","bilbat","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"antinildårlig","antinil","dårlig","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"antudkone","antud","kone","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"antudmotrer","antud","motrer","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anvendebruk","anvende","bruk","related","word","word",0.318497395547717,-0.95235091395832,0.311314267894548,0.22013242990836,2,2,2,0,1,2,2,0,1,FALSE,FALSE,FALSE
"anvendegravplass","anvende","gravplass","unrelated","word","word",0.0541832390670883,-0.638709755481136,0.0218568767935986,0.0154551457963125,2,2,2,0,1,2,2,0,1,FALSE,FALSE,FALSE
"anvendemeike","anvende","meike","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anvertgjøre","anvert","gjøre","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anvertrål","anvert","rål","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"apegorilla","ape","gorilla","related","word","word",0.316496949984146,-0.851238744142909,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"åpenbakekeiser","åpenbake","keiser","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"åpenbakeumoter","åpenbake","umoter","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"åpenbaringfølsom","åpenbaring","følsom","unrelated","word","word",0.148457709043358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"åpenbaringpingplass","åpenbaring","pingplass","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"åpenbaringsyn","åpenbaring","syn","related","word","word",0.267007422831895,-0.432048748104759,0.428110908795956,0.302720126709556,2,2,2,0,1,2,2,0,1,FALSE,FALSE,FALSE
"åpenlemarisiko","åpenle","marisiko","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
