"word_combo","ko_cue","ko_target","type","cue_type","target_type","ko_cosine","M_Z","SD_Z","SE_Z","sampleN","done"
"당뇨상대학교","당뇨상","대학교","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"당뇨상신부한","당뇨상","신부한","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"당연히고정차","당연히","고정차","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"당연히십억","당연히","십억","unrelated","word","word",0.0875750687819442,NA,NA,NA,NA,NA
"당연히일반적으로","당연히","일반적으로","related","word","word",0.162826089913811,NA,NA,NA,NA,NA
"당초관중","당초","관중","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"당초어딘수록","당초","어딘수록","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"당했님롤할","당했님","롤할","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"당했님상관 대리","당했님","상관 대리","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"닻아마","닻","아마","unrelated","word","word",0.1492757385,NA,NA,NA,NA,NA
"닻인건","닻","인건","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"닻항해","닻","항해","related","word","word",0.3898009114214,NA,NA,NA,NA,NA
"대단아몬드묘지","대단아몬드","묘지","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"대단아몬드성공안될것","대단아몬드","성공안될것","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"대사거울","대사","거울","unrelated","word","word",0.0552446317972195,NA,NA,NA,NA,NA
"대사관갈리","대사관","갈리","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"대사관내각","대사관","내각","related","word","word",NA,NA,NA,NA,NA,NA
"대사관푸른","대사관","푸른","unrelated","word","word",0.0984335919699715,NA,NA,NA,NA,NA
"대사비디식","대사","비디식","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"대사장관","대사","장관","related","word","word",0.2447732878437,NA,NA,NA,NA,NA
"대학대학교","대학","대학교","related","word","word",0.711661930302913,NA,NA,NA,NA,NA
"대학줄도타주","대학","줄도타주","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"대학캐리어 / 여행가방","대학","캐리어 / 여행가방","unrelated","word","word",NA,NA,NA,NA,NA,NA
"대학해까운","대학해","까운","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"대학해불쌍한","대학해","불쌍한","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"대화동상","대화","동상","unrelated","word","word",0.133766263259164,NA,NA,NA,NA,NA
"대화상의","대화","상의","related","word","word",0.39554305035724,NA,NA,NA,NA,NA
"대화이뼈","대화","이뼈","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"더니쓰기","더니","쓰기","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"더니페르","더니","페르","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"더러운댓글","더러운","댓글","unrelated","word","word",0.191846129491774,NA,NA,NA,NA,NA
"더러운역겨운","더러운","역겨운","related","word","word",0.370496543114672,NA,NA,NA,NA,NA
"더러운타브","더러운","타브","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"더에늘렸","더에","늘렸","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"더에생존하다","더에","생존하다","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"더에엣은","더에","엣은","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"더에울타리","더에","울타리","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"더운관저","더운","관저","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"더운절차","더운","절차","unrelated","word","word",0.146980035444698,NA,NA,NA,NA,NA
"더운추운","더운","추운","related","word","word",0.519101970900187,NA,NA,NA,NA,NA
"더하기두개골","더하기","두개골","unrelated","word","word",0.140023090405696,NA,NA,NA,NA,NA
"더하기빼기","더하기","빼기","related","word","word",0.554692988550495,NA,NA,NA,NA,NA
"더하기티벌","더하기","티벌","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"던것번지","던것","번지","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"던것비밀번호","던것","비밀번호","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"던컨트러그","던컨트","러그","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"던컨트오다","던컨트","오다","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"덫ga트","덫","ga트","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"덫미끼","덫","미끼","related","word","word",0.284507635188844,NA,NA,NA,NA,NA
"덫해군","덫","해군","unrelated","word","word",0.149534793120875,NA,NA,NA,NA,NA
"데미싸움터","데미","싸움터","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"데미틱한","데미","틱한","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"데블북쪽","데블","북쪽","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"데블타브","데블","타브","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"데우가마라적 인","데우가","마라적 인","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"데우가서커스","데우가","서커스","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"데이터정보","데이터","정보","related","word","word",0.438881192568568,NA,NA,NA,NA,NA
"데이터터무니없는","데이터","터무니없는","unrelated","word","word",0.127704516513517,NA,NA,NA,NA,NA
"데이터테나","데이터","테나","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"도구술 취한","도구","술 취한","unrelated","word","word",NA,NA,NA,NA,NA,NA
"도구악기","도구","악기","related","word","word",0.373314457697354,NA,NA,NA,NA,NA
"도구이든지","도구","이든지","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"도덕하다부가적인","도덕하다","부가적인","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"도덕하다했을게","도덕하다","했을게","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"도둑범인","도둑","범인","related","word","word",0.326131468795376,NA,NA,NA,NA,NA
"도둑수태자","도둑","수태자","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"도둑주입","도둑","주입","unrelated","word","word",0.145045667516673,NA,NA,NA,NA,NA
"도로고속도로","도로","고속도로","related","word","word",0.567804601011875,NA,NA,NA,NA,NA
"도로다음하다","도로","다음하다","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"도로행동","도로","행동","unrelated","word","word",0.146541581858028,NA,NA,NA,NA,NA
"도박빨래맨","도박","빨래맨","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"도박십이월","도박","십이월","unrelated","word","word",NA,NA,NA,NA,NA,NA
"도박포커","도박","포커","related","word","word",0.422744189554913,NA,NA,NA,NA,NA
"도서관로마한","도서관","로마한","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"도서관박물관","도서관","박물관","related","word","word",0.393789246194187,NA,NA,NA,NA,NA
"도서관침묵","도서관","침묵","unrelated","word","word",0.0231085952168318,NA,NA,NA,NA,NA
"도에기술","도에","기술","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"도에도시하다","도에","도시하다","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"도에사용하다","도에","사용하다","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"도에시간제 말하자","도에","시간제 말하자","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"도움석어","도움","석어","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"도움원조하다","도움","원조하다","related","word","word",NA,NA,NA,NA,NA,NA
"도움직함","도움","직함","unrelated","word","word",NA,NA,NA,NA,NA,NA
"도착아기브","도착","아기브","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"도착차고","도착","차고","unrelated","word","word",0.144985821362113,NA,NA,NA,NA,NA
"도착출발","도착","출발","related","word","word",0.432378327398301,NA,NA,NA,NA,NA
"도착하다불쾌한","도착하다","불쾌한","unrelated","word","word",NA,NA,NA,NA,NA,NA
"도착하다오다","도착하다","오다","related","word","word",NA,NA,NA,NA,NA,NA
"도착하다프로왔니","도착하다","프로왔니","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"도처곧장","도처","곧장","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"도처팅을","도처","팅을","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"독감nn","독감","nn","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"독감증거","독감","증거","unrelated","word","word",0.125272292545306,NA,NA,NA,NA,NA
"독감질병","독감","질병","related","word","word",0.427623593527199,NA,NA,NA,NA,NA
"독메스앞만","독","메스앞만","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"독방 건강 증진 협회고유드실","독방 건강 증진 협회","고유드실","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"독방 건강 증진 협회초자연적 인 것","독방 건강 증진 협회","초자연적 인 것","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"독서쓰기","독서","쓰기","related","word","word",0.393849754383512,NA,NA,NA,NA,NA
"독서의도적으로","독서","의도적으로","unrelated","word","word",0.135268372484875,NA,NA,NA,NA,NA
"독서페르","독서","페르","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"독성명","독","성명","unrelated","word","word",0.0473237161556271,NA,NA,NA,NA,NA
"독죽임","독","죽임","related","word","word",0.209316343242954,NA,NA,NA,NA,NA
"돈보장물어보기","돈보장","물어보기","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"돈보장밍턴","돈보장","밍턴","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"돌려적 인펠은","돌려적 인","펠은","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"돌려적 인혼","돌려적 인","혼","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"돌이질고객","돌이질","고객","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"돌이질첼이","돌이질","첼이","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"동기구실","동기","구실","related","word","word",0.311737975012531,NA,NA,NA,NA,NA
"동기먼지","동기","먼지","unrelated","word","word",0.148584069815169,NA,NA,NA,NA,NA
"동기차리적인","동기","차리적인","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"동도려줘","동도","려줘","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"동도점심","동도","점심","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"동료안전","동료","안전","unrelated","word","word",0.146651431507711,NA,NA,NA,NA,NA
"동료친구","동료","친구","related","word","word",0.323562312056475,NA,NA,NA,NA,NA
"동료피터증","동료","피터증","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"동물원노프","동물원","노프","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"동물원서커스","동물원","서커스","related","word","word",0.36388342326048,NA,NA,NA,NA,NA
"동물원옵션","동물원","옵션","unrelated","word","word",0.109866323473355,NA,NA,NA,NA,NA
"동아선원","동아","선원","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"동아엔트","동아","엔트","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"동여매다묶다","동여매다","묶다","related","word","word",NA,NA,NA,NA,NA,NA
"동여매다보통의","동여매다","보통의","unrelated","word","word",NA,NA,NA,NA,NA,NA
"동여매다흑사","동여매다","흑사","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"동을데기","동을","데기","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"동을줄리엣","동을","줄리엣","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"돼지 고기고기","돼지 고기","고기","related","word","word",NA,NA,NA,NA,NA,NA
"돼지 고기출발","돼지 고기","출발","unrelated","word","word",NA,NA,NA,NA,NA,NA
"돼지 고기큐가","돼지 고기","큐가","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"되시한로핀","되시한","로핀","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"되시한진료소","되시한","진료소","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"되잖구는의","되잖","구는의","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"되잖어딘가에","되잖","어딘가에","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"두근무기","두근","무기","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"두근열일","두근","열일","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"둘근처적인","둘","근처적인","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"둘빠른","둘","빠른","unrelated","word","word",0.0764838259566581,NA,NA,NA,NA,NA
"둘사 / 넷","둘","사 / 넷","related","word","word",NA,NA,NA,NA,NA,NA
"둥근스요","둥근","스요","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"둥근왓슨","둥근","왓슨","unrelated","word","word",0.0581707749675335,NA,NA,NA,NA,NA
"둥근주위에","둥근","주위에","related","word","word",0.36039918411268,NA,NA,NA,NA,NA
"둥지계란","둥지","계란","related","word","word",0.388262074015858,NA,NA,NA,NA,NA
"둥지마지막","둥지","마지막","unrelated","word","word",0.107936718768187,NA,NA,NA,NA,NA
"둥지불똥","둥지","불똥","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"뒤귀찮","뒤","귀찮","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"뒤반품","뒤","반품","related","word","word",NA,NA,NA,NA,NA,NA
"뒤웹","뒤","웹","unrelated","word","word",0.191928764060117,NA,NA,NA,NA,NA
"뒤통티동의","뒤통티","동의","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"뒤통티전적","뒤통티","전적","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"뒷문한샐러드","뒷문한","샐러드","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"뒷문한수태자","뒷문한","수태자","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"드디어결국","드디어","결국","related","word","word",0.237283870393241,NA,NA,NA,NA,NA
"드디어고전적인","드디어","고전적인","unrelated","word","word",0.149243953582093,NA,NA,NA,NA,NA
"드디어레는","드디어","레는","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"드라마게즈","드라마","게즈","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"드라마철사","드라마","철사","unrelated","word","word",0.190212841812156,NA,NA,NA,NA,NA
"드라마코메디","드라마","코메디","related","word","word",0.488057653443708,NA,NA,NA,NA,NA
"드릴한m은","드릴한","m은","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"드릴한사 / 넷","드릴한","사 / 넷","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"든가마녀","든가","마녀","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"든가카우워라","든가","카우워라","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"든의격리이어","든의","격리이어","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"든의전문의","든의","전문의","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"듣겠댁들리","듣겠","댁들리","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"듣겠댓글","듣겠","댓글","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"듣다구역","듣다","구역","unrelated","word","word",0.158206825100148,NA,NA,NA,NA,NA
"듣다들리다","듣다","들리다","related","word","word",NA,NA,NA,NA,NA,NA
"듣다엣을","듣다","엣을","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"듣자 나다냄새가 몰에","듣자 나다","냄새가 몰에","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"듣자 나다후배","듣자 나다","후배","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"들렀적인t의","들렀적인","t의","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"들렀적인사무라이","들렀적인","사무라이","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"들으하다올리하다","들으하다","올리하다","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"들으하다전사","들으하다","전사","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"디면금하다","디면","금하다","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"디면응괴","디면","응괴","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"디면일마","디면","일마","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"디면지키다","디면","지키다","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"디브이디동영상","디브이디","동영상","related","word","word",NA,NA,NA,NA,NA,NA
"디브이디저것","디브이디","저것","unrelated","word","word",NA,NA,NA,NA,NA,NA
"디브이디트잇","디브이디","트잇","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"디쓰보내다","디쓰","보내다","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"디쓰슈림","디쓰","슈림","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"디언켰지","디언","켰지","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"디언팔다","디언","팔다","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"디엔에이스캔들","디엔에이","스캔들","unrelated","word","word",NA,NA,NA,NA,NA,NA
"디엔에이애프","디엔에이","애프","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"디엔에이지문","디엔에이","지문","related","word","word",NA,NA,NA,NA,NA,NA
"디저트문명","디저트","문명","unrelated","word","word",0.148542111912153,NA,NA,NA,NA,NA
"디저트지라","디저트","지라","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"디저트케이크","디저트","케이크","related","word","word",0.50553049527483,NA,NA,NA,NA,NA
"딩을관계다","딩을","관계다","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"딩을전기","딩을","전기","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"따뜻한건물","따뜻한","건물","unrelated","word","word",0.0714389068843943,NA,NA,NA,NA,NA
"따뜻한상쾌","따뜻한","상쾌","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"따뜻한시원한","따뜻한","시원한","related","word","word",0.451825027280043,NA,NA,NA,NA,NA
"따랐한빗은","따랐한","빗은","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"따랐한터널","따랐한","터널","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"따르다뒤쫓다 다","따르다","뒤쫓다 다","related","word","word",NA,NA,NA,NA,NA,NA
"따르다서커스","따르다","서커스","unrelated","word","word",NA,NA,NA,NA,NA,NA
